locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,ovote_ess,ovote_non,cross_validated
RALBFv3_RS00125,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1879462561351677,0.8299852742770036,0.0,0.0,576,1,283.45,3,3,0,24,True
RALBFv3_RS00130,,UNRESOLVED,unknown,0,E_geometry,0,0.4239561871836906,0.5798627979047124,0.12,0.0,169,1,284.61,3,3,4,29,False
RALBFv3_RS00135,,UNRESOLVED,unknown,0,E_geometry,0,0.4197571323069605,0.5681955318809924,0.1111111111111111,0.0,152,1,285.09,3,3,2,11,False
RALBFv3_RS00140,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1785408224488241,0.8664615124300955,0.0,0.0,630,1,286.45,3,3,0,3,True
RALBFv3_RS00145,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.1791436655809057,0.8866372485780183,0.0,0.0,638,1,288.59,3,3,0,3,True
RALBFv3_RS00150,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2292914743399446,0.8416430655480931,0.0,0.0,435,1,290.7,3,3,0,36,True
RALBFv3_RS00155,,UNRESOLVED,unknown,0,N_redundancy,1,0.531461945756435,0.5433606942709828,0.1714285714285714,6.0,145,0,291.73,3,3,26,91,True
RALBFv3_RS00160,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.9208390147187626,0.06618002464270899,0.6097560975609756,55.0,310,0,292.48,3,3,1597,667,True
RALBFv3_RS00165,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.5873794350935232,0.41352833573697934,0.2682926829268293,6.0,234,1,293.7,3,3,91,230,False
RALBFv3_RS00170,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2518594490699028,0.8094503901931142,0.0588235294117647,0.0,527,1,294.93,3,3,1,20,False
RALBFv3_RS00175,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.3120481107969856,0.7384687071531345,0.0,0.0,157,1,296.06,3,3,1,8,False
RALBFv3_RS00180,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.3497813507376812,0.7416843870066953,0.0,0.0,90,0,296.52,3,3,1,10,False
RALBFv3_RS00185,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9705044018622628,0.013772434401959275,1.0,0.0,244,1,297.17,3,3,44,1,True
RALBFv3_RS00190,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.3841289602397165,0.6062402965196452,0.081081081081081,0.0,176,1,297.8,3,3,8,41,False
RALBFv3_RS00195,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9281941566306128,0.044701697737688686,0.8,0.0,282,1,298.55,3,3,12,3,True
RALBFv3_RS00200,,UNRESOLVED,unknown,0,,0,0.637419436259316,0.42739403555925776,0.3846153846153846,0.0,439,0,299.7,3,3,6,12,False
RALBFv3_RS00205,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.8753524044178435,0.09289530330518778,0.6923076923076923,0.0,376,1,301.55,3,3,36,14,False
RALBFv3_RS00210,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.225008148915578,0.8117751022935588,0.0,0.0,455,1,302.87,3,3,1,44,False
RALBFv3_RS00215,,UNRESOLVED,unknown,0,E_geometry,0,0.5271877986311343,0.510051609362054,0.2,0.0,160,1,303.89,3,3,8,31,False
RALBFv3_RS00220,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2915342466549676,0.741275198916655,0.0303030303030303,2.0,369,0,305.1,3,3,5,140,True
RALBFv3_RS00225,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.2269667439894334,0.8262547313681778,0.0526315789473684,1.0,655,0,306.66,3,3,4,83,True
RALBFv3_RS00230,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.3985768714397978,0.5918905448535438,0.1333333333333333,4.0,336,1,308.39,3,3,35,85,True
RALBFv3_RS00235,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2624259836081712,0.7409152447512387,0.0,0.0,321,1,309.4,3,3,0,32,True
RALBFv3_RS00240,,UNRESOLVED,unknown,0,N_redundancy,0,0.4568536744245184,0.5534036659514717,0.2682926829268293,8.0,616,1,310.87,3,3,112,280,True
RALBFv3_RS00245,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.3046962423418359,0.7851862039280716,0.088235294117647,6.0,518,1,312.61,3,3,22,289,True
RALBFv3_RS00250,,UNRESOLVED,unknown,0,E_geometry,0,0.5327476517974044,0.5104872922073658,0.2424242424242424,3.0,308,1,313.92,3,3,55,129,True
RALBFv3_RS00255,,UNRESOLVED,unknown,0,E_geometry,0,0.4853424780926115,0.5564058812620409,0.2,2.0,300,1,314.84,3,3,33,106,True
RALBFv3_RS00260,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2585786486358924,0.7471475768026208,0.0,0.0,342,1,315.81,3,3,1,23,False
RALBFv3_RS00265,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2814311015365869,0.745510000977032,0.0,0.0,272,1,316.73,3,3,1,9,False
RALBFv3_RS00270,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,1,0.3306057831794732,0.6919291521782679,0.0,0.0,120,1,317.39,3,3,0,3,False
RALBFv3_RS00275,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1904625031293974,0.8961133532375664,0.0769230769230769,15.0,1022,0,319.47,3,3,55,415,True
RALBFv3_RS00280,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core|N_pangenome_some,0,0.9690540436894512,0.02223014257160744,1.0,0.0,359,0,321.54,2,3,1,2,True
RALBFv3_RS00285,,CONFIDENT_NONESSENTIAL,non-essential,4,N_score|N_pangenome_some|N_long_lagging|N_ortho,0,0.2461100821327399,0.8314327257415061,0.0,0.0,448,0,322.74,2,3,0,5,True
RALBFv3_RS00290,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.3236409470322439,0.7362158739466497,0.037037037037037,0.0,301,0,324.62,3,3,1,31,False
RALBFv3_RS00295,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.3283498068235623,0.7012242201512721,0.0,0.0,173,0,325.33,3,3,1,4,False
RALBFv3_RS00300,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.9365668663432593,0.05312286646999296,0.825,4.0,384,0,326.18,3,3,140,11,True
RALBFv3_RS00305,,UNRESOLVED,unknown,0,,1,0.7466669723784342,0.28461448418344554,0.3783783783783784,1.0,119,0,326.97,3,3,35,53,False
RALBFv3_RS00310,,ROGUE_SUSPECT,unknown,0,N_score|E_ortho|P_rogue,1,0.3433706373074389,0.7189071895767157,0.0,0.0,138,0,327.36,3,3,4,0,False
RALBFv3_RS00315,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_ortho,1,0.97319152187128,0.021998255752472624,1.0,0.0,276,0,328.04,3,3,30,0,True
RALBFv3_RS00320,,UNRESOLVED,unknown,0,N_redundancy,0,0.4719211863342042,0.5987127021134149,0.1951219512195122,5.0,404,0,329.09,3,3,41,179,True
RALBFv3_RS00325,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.2728790489859291,0.7146002744056152,0.0,0.0,307,1,330.3,3,3,1,9,False
RALBFv3_RS00330,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.7259240373308223,0.2776355928677997,0.4054054054054054,14.0,343,1,331.32,3,3,280,342,False
RALBFv3_RS00335,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,1,0.1499050629900615,0.9032039850553018,0.1176470588235294,0.0,1172,1,333.85,2,3,7,31,True
RALBFv3_RS00340,,UNRESOLVED,unknown,0,E_geometry,0,0.6628259681325538,0.32676147095117386,0.4,0.0,404,1,336.21,3,3,5,4,False
RALBFv3_RS00345,,UNRESOLVED,unknown,0,E_cons_core,1,0.9314130328405952,0.05147963870093066,0.9743589743589745,0.0,814,1,338.05,3,3,44,1,False
RALBFv3_RS00350,,UNRESOLVED,unknown,0,E_geometry,0,0.4896562807062504,0.5581984495627645,0.1578947368421052,0.0,178,1,339.53,3,3,4,19,False
RALBFv3_RS00355,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.2584436117759503,0.7728781414675331,0.0,0.0,377,1,340.43,3,3,0,17,True
RALBFv3_RS00360,,UNRESOLVED,unknown,0,,0,0.5068441809200879,0.5154677696117661,0.3333333333333333,0.0,678,0,340.09,3,3,1,6,False
RALBFv3_RS00365,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.2099386419585667,0.8714712660955285,0.088235294117647,0.0,862,0,337.75,3,3,4,36,False
RALBFv3_RS00370,,UNRESOLVED,unknown,0,E_cons_core,1,0.869770882877593,0.1395819487743487,0.6153846153846154,0.0,276,0,335.94,3,3,31,29,False
RALBFv3_RS00375,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9668324773950384,0.03245409612925918,0.9487179487179488,0.0,248,1,334.83,3,3,43,2,True
RALBFv3_RS00380,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.9712769386158566,0.02412398805840386,1.0,0.0,293,1,333.77,3,3,42,0,True
RALBFv3_RS00385,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9704507864078726,0.023581343031131866,0.975609756097561,0.0,237,1,332.66,3,3,46,1,True
RALBFv3_RS00390,,CONFIDENT_ESSENTIAL,essential,4,E_score|E_cons_core|E_geometry|E_ortho,1,0.9756308377455244,0.023823247210517994,1.0,0.0,187,1,331.86,3,3,45,0,True
RALBFv3_RS00395,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9657520776831384,0.025506800083028004,0.951219512195122,0.0,260,1,331.14,3,3,45,2,True
RALBFv3_RS00400,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.968364186204657,0.022969119377818287,0.9743589743589745,0.0,272,1,330.34,3,3,44,1,True
RALBFv3_RS00405,,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_ortho,1,0.965774316342211,0.022334214804322673,1.0,0.0,394,1,329.32,3,3,45,0,True
RALBFv3_RS00410,,UNRESOLVED,unknown,0,,0,0.6247197086656675,0.4045968665233376,0.3846153846153846,0.0,463,1,327.93,3,3,16,29,False
RALBFv3_RS00415,,CONFIDENT_ESSENTIAL,essential,2,E_cons_core|E_ortho,1,0.9425293818432358,0.062081160587755146,1.0,0.0,766,1,325.99,3,3,53,0,True
RALBFv3_RS00420,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9224234827966916,0.0689852876702165,0.7333333333333333,0.0,185,1,324.56,3,3,31,8,False
RALBFv3_RS00425,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9635359390697724,0.02638775103883055,0.9736842105263158,0.0,357,1,323.74,3,3,44,1,True
RALBFv3_RS00430,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9726871913527404,0.024947176854006013,0.9714285714285714,0.0,165,1,322.96,3,3,40,1,True
RALBFv3_RS00435,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9677577184010104,0.023317097698752825,0.9736842105263158,0.0,272,1,322.31,3,3,44,1,True
RALBFv3_RS00440,,CONFIDENT_ESSENTIAL,essential,3,E_cons_core|E_geometry|E_ortho,1,0.965492247989848,0.023601587410910323,1.0,0.0,391,1,321.32,3,3,44,0,True
RALBFv3_RS00445,,UNRESOLVED,unknown,0,E_geometry,1,0.4409842100615181,0.5532098123975765,0.1463414634146341,0.0,237,1,320.37,3,3,8,39,True
RALBFv3_RS00450,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.3272232084406202,0.7140552383296535,0.0434782608695652,0.0,260,1,319.6,3,3,4,28,False
RALBFv3_RS00455,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.276269057677684,0.7708573937660768,0.0,0.0,292,1,318.63,1,3,1,0,False
RALBFv3_RS00460,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.1913178437568013,0.8371269070711393,0.0,0.0,600,1,317.27,1,3,0,1,False
RALBFv3_RS00465,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.2731122273610228,0.7748002212877619,0.0,0.0,299,1,315.89,1,3,0,1,False
RALBFv3_RS00470,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,1,0.3262611375130719,0.801440385015524,0.032258064516129,0.0,280,0,314.96,3,3,4,32,False
RALBFv3_RS00475,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,1,0.2481764324824332,0.831620694907396,0.1388888888888889,0.0,796,1,313.14,3,3,5,36,True
RALBFv3_RS00480,,UNRESOLVED,unknown,0,E_geometry,1,0.5872368266182963,0.402595528907406,0.25,0.0,143,1,311.59,3,3,3,5,False
RALBFv3_RS00485,,UNRESOLVED,unknown,0,E_geometry,1,0.5146914472657411,0.5578043371264415,0.2307692307692307,2.0,309,1,310.88,3,3,26,76,False
RALBFv3_RS00490,,UNRESOLVED,unknown,0,E_cons_core,1,0.924420634119266,0.08477731562364488,0.717948717948718,0.0,149,0,310.18,3,3,33,12,False
RALBFv3_RS00495,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9214353990509316,0.09531224217773777,0.71875,0.0,146,1,309.62,3,3,27,10,False
RALBFv3_RS00500,,UNRESOLVED,unknown,0,E_geometry,1,0.6137809256946185,0.349888191001733,0.2692307692307692,0.0,119,1,309.23,3,3,10,21,False
RALBFv3_RS00505,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.3188870860991665,0.726207146184734,0.0,0.0,180,0,308.78,3,3,0,4,True
RALBFv3_RS00510,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.280262197267352,0.7751565161331792,0.0,1.0,311,0,307.89,3,3,0,17,True
RALBFv3_RS00515,,UNRESOLVED,unknown,0,E_cons_core,1,0.8622355864579941,0.13844111230262876,0.7,0.0,488,1,306.55,3,3,34,12,False
RALBFv3_RS00520,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.302427143135164,0.7501293087869898,0.0,0.0,192,1,305.4,3,3,0,4,True
RALBFv3_RS00525,,UNRESOLVED,unknown,0,E_cons_core,1,0.916985902554365,0.0801572489843208,0.8461538461538461,0.0,540,1,304.33,3,3,39,6,False
RALBFv3_RS00555,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.345089550507051,0.7813365816997855,0.0,0.0,70,1,297.42,2,3,1,1,True
RALBFv3_RS00560,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_ortho,0,0.3347298310825837,0.7441762988029567,0.0,0.0,89,1,297.19,2,3,0,2,True
RALBFv3_RS00565,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.919905612726282,0.06778444183729894,0.6097560975609756,55.0,316,0,296.49,3,3,1597,667,True
RALBFv3_RS00570,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_ortho|P_rogue,0,0.28187739939757,0.7813954224516783,0.0,0.0,247,1,295.54,3,3,0,22,True
RALBFv3_RS00575,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.4000771917725271,0.6175905297988279,0.1176470588235294,0.0,233,1,294.83,3,3,2,20,True
RALBFv3_RS00580,,UNRESOLVED,unknown,0,E_geometry,0,0.4565624319258624,0.566840433466712,0.1538461538461538,0.0,188,1,294.02,3,3,4,31,False
RALBFv3_RS00585,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3386021450512924,0.6777352429248749,0.0476190476190476,1.0,243,0,293.35,3,3,1,32,True
RALBFv3_RS00590,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.3273927097946272,0.7195381315797951,0.0588235294117647,0.0,305,0,292.25,1,3,1,19,False
RALBFv3_RS00595,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.9160925580521996,0.06320548036542246,0.6097560975609756,55.0,301,1,291.23,3,3,1597,667,True
RALBFv3_RS00605,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.2345863186925114,0.7971341594951373,0.0,2.0,446,0,288.91,3,3,0,36,True
RALBFv3_RS00610,,ROGUE_SUSPECT,unknown,0,N_score|E_ortho|P_rogue,1,0.339561647208462,0.6748807173941407,0.0,0.0,85,0,288.11,3,3,3,0,False
RALBFv3_RS00615,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.333997655037453,0.6932139958728957,0.05,0.0,213,1,287.08,3,3,5,42,False
RALBFv3_RS00620,,UNRESOLVED,unknown,0,E_geometry,1,0.439824928911541,0.6357641844438844,0.1290322580645161,0.0,159,1,286.45,3,3,10,31,False
RALBFv3_RS00625,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9566517295880778,0.0221963994671751,0.8974358974358975,0.0,186,1,285.92,3,3,51,8,True
RALBFv3_RS00630,,UNRESOLVED,unknown,0,E_geometry,1,0.6874531372612747,0.2929258307869322,0.4166666666666667,0.0,309,1,285.18,3,3,14,16,True
RALBFv3_RS00635,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2407071795390847,0.8410137629164655,0.0526315789473684,1.0,541,1,283.79,3,3,4,83,True
RALBFv3_RS00640,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.309603363768465,0.7683279507386602,0.0,0.0,181,0,282.49,3,3,1,4,False
RALBFv3_RS00645,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,1,0.3536731731556257,0.670291559826167,0.125,13.0,479,1,281.34,3,3,126,424,True
RALBFv3_RS00650,,ROGUE_SUSPECT,unknown,0,N_score|E_ortho|P_rogue,1,0.3350064424594524,0.6989080507734287,0.0,0.0,92,0,280.41,3,3,3,0,False
RALBFv3_RS00655,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1839470693032647,0.8529053290774159,0.0,0.0,620,0,279.31,3,3,0,27,True
RALBFv3_RS00660,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2211206381419391,0.7860046328293105,0.0,0.0,422,1,277.72,3,3,0,5,True
RALBFv3_RS00665,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,1,0.3019100471572904,0.7341921707785003,0.1034482758620689,7.0,514,1,276.17,3,3,61,230,True
RALBFv3_RS00670,,UNRESOLVED,unknown,0,,0,0.4421333608256461,0.6061248932262224,0.1538461538461538,0.0,241,0,275.02,3,3,3,20,True
RALBFv3_RS00675,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2481636128905125,0.8125316356577083,0.0,0.0,368,0,274.0,3,3,0,8,True
RALBFv3_RS00680,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2860478202222203,0.7508462423741511,0.032258064516129,2.0,344,0,272.59,3,3,2,65,True
RALBFv3_RS00685,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2896458373892722,0.7211495511250952,0.0,0.0,214,0,271.71,3,3,0,12,True
RALBFv3_RS00690,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.2318555958787581,0.7774906784726332,0.0,0.0,409,0,270.78,3,3,0,11,True
RALBFv3_RS00695,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.2651507427656105,0.7839098363643551,0.0,1.0,309,0,269.7,3,3,0,36,True
RALBFv3_RS00700,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.3264135017783114,0.6821583767057618,0.0588235294117647,0.0,269,0,268.83,3,3,6,37,False
RALBFv3_RS00705,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_conditional,0,0.1474705057116863,0.9045454984195671,0.0,1.0,795,0,267.2,3,3,0,68,True
RALBFv3_RS00710,,UNRESOLVED,unknown,0,,0,0.6111312314305445,0.4112426910605179,0.28125,3.0,176,0,265.73,3,3,51,59,False
RALBFv3_RS00715,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.3824309636390199,0.7177997790166659,0.0714285714285714,0.0,158,0,264.53,3,3,2,31,False
RALBFv3_RS00720,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho|P_rogue,0,0.255092763140116,0.7619164143323908,0.0,0.0,319,0,263.78,3,3,0,4,True
RALBFv3_RS00725,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_ortho,0,0.1957303360633597,0.8349148707592579,0.0,1.0,518,1,262.46,3,3,0,12,True
RALBFv3_RS00730,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1785715657986843,0.9016851442426395,0.0,0.0,637,0,260.64,1,3,0,1,True
RALBFv3_RS00735,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,1,0.2864127732165357,0.7088625117718474,0.0,0.0,168,1,258.64,3,3,1,2,False
RALBFv3_RS00745,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3175355579772093,0.7979366938216,0.032258064516129,2.0,243,0,256.4,3,3,9,54,True
RALBFv3_RS00750,,UNRESOLVED,unknown,0,E_geometry|N_pangenome_some,0,0.6430683587057829,0.390238494971498,0.3333333333333333,0.0,166,1,255.35,1,3,2,2,False
RALBFv3_RS00755,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_long_lagging|N_ortho|P_rogue|P_conditional,0,0.1063042199493542,0.9303654586244889,0.0,0.0,1011,0,253.34,3,3,0,18,True
RALBFv3_RS00760,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.9147973364505908,0.07877436419841169,0.6097560975609756,55.0,304,0,251.21,3,3,1597,667,True
RALBFv3_RS00765,,UNRESOLVED,unknown,0,E_geometry,0,0.4346480709996324,0.5458723708026725,0.21875,0.0,370,1,250.09,3,3,28,110,True
RALBFv3_RS00770,,UNRESOLVED,unknown,0,E_geometry|N_pangenome_some,0,0.4069376294034139,0.5803234703952466,0.1,0.0,97,1,249.32,2,3,2,15,False
