locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,cross_validated
HSERO_RS00285,,UNRESOLVED,unknown,0,N_redundancy,0,0.7824842354881671,0.2227733205165306,0.4642857142857143,11.0,291,0,145.52,3,3,False
HSERO_RS00290,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2816714116921131,0.7992555651768899,0.0,1.0,343,0,144.53,2,3,False
HSERO_RS00295,,UNRESOLVED,unknown,0,,1,0.389880222879563,0.6993028838526427,0.24,0.0,634,1,142.64,3,3,True
HSERO_RS00300,,UNRESOLVED,unknown,0,E_geometry,0,0.4286890944712435,0.6163001695034912,0.1578947368421052,2.0,348,1,140.99,3,3,True
HSERO_RS00305,,UNRESOLVED,unknown,0,E_geometry,0,0.4088811753027289,0.608203000649377,0.12,1.0,303,1,140.0,3,3,True
HSERO_RS00310,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.4345621960876544,0.6727928657019975,0.1176470588235294,16.0,260,1,138.97,3,3,True
HSERO_RS00315,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.5321911724475608,0.5257340520843776,0.2,15.0,251,1,138.05,3,3,False
HSERO_RS00320,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,1,0.9675957500363318,0.02798417300464936,0.945945945945946,14.0,241,1,137.31,3,3,True
HSERO_RS00325,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.302072566992188,0.7431953330150957,0.0,0.0,282,0,136.47,2,3,False
HSERO_RS00330,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.3213623626223942,0.7257325172257,0.0,0.0,226,0,135.71,1,3,False
HSERO_RS00335,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.358230389632773,0.775624578797335,0.0,0.0,86,0,135.11,3,3,False
HSERO_RS00340,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core,1,0.9729179052356408,0.02007634505345137,1.0,0.0,250,0,134.18,3,3,True
HSERO_RS00345,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,1,0.320462157307832,0.7616772794360731,0.2142857142857142,0.0,761,0,132.53,3,3,True
HSERO_RS00350,,CONFIDENT_ESSENTIAL,essential,2,E_score|E_cons_core|N_pangenome_some,1,0.9739585524020647,0.019727945737543624,1.0,0.0,217,0,131.06,2,3,False
HSERO_RS00355,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.2721044211846461,0.7699540959989589,0.0303030303030303,1.0,440,0,130.08,3,3,True
HSERO_RS00360,,UNRESOLVED,unknown,0,E_cons_core,1,0.8284721489670359,0.19003773033359828,0.5,0.0,115,0,129.06,3,3,False
HSERO_RS00365,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.3329740015818179,0.707676384575485,0.0,0.0,182,0,128.45,1,3,False
HSERO_RS00370,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_strong,0,0.1723837377914962,0.8602682312781593,0.0,0.0,669,1,127.04,0,3,False
HSERO_RS00375,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2765331752248901,0.8029450888836486,0.0,0.0,314,0,125.52,1,3,False
HSERO_RS00380,,UNRESOLVED,unknown,0,N_pangenome_some,0,0.4349224078863833,0.5944595539955083,0.1111111111111111,0.0,207,0,124.72,1,3,False
HSERO_RS00390,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.2301109582407115,0.8031768571151127,0.0,0.0,480,0,123.2,1,3,False
HSERO_RS00395,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1970696964505101,0.8496271210127578,0.0,0.0,584,0,121.61,1,3,False
HSERO_RS00400,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.3198941684432542,0.7106707347793988,0.0,0.0,205,0,120.42,1,3,False
HSERO_RS00405,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.2201594984667884,0.8085617469216153,0.0,0.0,508,0,119.18,2,3,False
HSERO_RS00410,,UNRESOLVED,unknown,0,E_cons_core,0,0.9452990454822549,0.05931713626531193,0.7916666666666666,0.0,82,0,118.22,3,3,False
HSERO_RS00415,,UNRESOLVED,unknown,0,E_geometry|N_pangenome_some,0,0.3730608362968718,0.7071316701756669,0.1,0.0,263,1,117.28,1,3,True
HSERO_RS00420,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.850983376084857,0.15112559779988854,0.5555555555555556,1.0,113,1,116.7,3,3,False
HSERO_RS00425,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2048729103538468,0.8470622968644882,0.0,1.0,511,1,115.75,3,3,True
HSERO_RS00430,,UNRESOLVED,unknown,0,E_cons_core,0,0.7191250871019658,0.30621958904243946,0.5,0.0,434,1,113.99,3,3,False
HSERO_RS00435,,UNRESOLVED,unknown,0,E_geometry,0,0.4152966131305743,0.6409443134038165,0.1612903225806451,0.0,317,1,112.82,3,3,True
HSERO_RS00440,,UNRESOLVED,unknown,0,E_geometry,1,0.7127535197680586,0.2840572649342078,0.375,0.0,137,1,112.05,3,3,False
HSERO_RS00445,,UNRESOLVED,unknown,0,E_geometry,1,0.8067547165511989,0.2161656950834414,0.4838709677419355,0.0,90,1,111.66,3,3,False
HSERO_RS00450,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2187563960719986,0.8384974798999357,0.0588235294117647,0.0,596,1,110.38,3,3,False
HSERO_RS00455,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.269374309777113,0.8001235863745265,0.04,1.0,380,1,108.6,3,3,True
HSERO_RS00460,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.3397823681599558,0.7096889560284423,0.0454545454545454,0.0,201,1,107.73,3,3,False
HSERO_RS00495,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9732487730229537,0.024130857106044422,1.0,0.0,127,1,103.94,3,3,True
HSERO_RS00500,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9700945468475204,0.026493794751134066,1.0,0.0,197,1,103.45,3,3,True
HSERO_RS00505,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9725211320060464,0.024059277466562404,1.0,0.0,144,1,102.78,3,3,True
HSERO_RS00510,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9687886520049174,0.024596637954889297,1.0,0.0,232,1,102.22,3,3,True
HSERO_RS00515,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9715540634980426,0.023944923423420035,1.0,0.0,166,1,101.28,3,3,True
HSERO_RS00520,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.973161146635559,0.02301128534886266,1.0,0.0,127,1,100.75,3,3,True
HSERO_RS00525,,UNRESOLVED,unknown,0,E_cons_core,1,0.8126471452120609,0.22608117491364438,1.0,0.0,1369,1,98.23,3,3,False
HSERO_RS00530,,UNRESOLVED,unknown,0,E_cons_core,1,0.7980657117880944,0.24631998064128616,1.0,0.0,1414,1,93.76,3,3,False
HSERO_RS00535,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1700933182054804,0.8941829969863865,0.0294117647058823,24.0,752,1,90.15,3,3,True
HSERO_RS00540,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_strong,0,0.230648814939772,0.7837118325961818,0.0,0.0,382,1,88.42,0,3,True
HSERO_RS00545,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9719684901552584,0.023400669130559278,1.0,0.0,128,1,87.32,3,3,True
HSERO_RS00550,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9669722311060992,0.02697375136570892,0.9714285714285714,0.0,157,1,86.74,3,3,True
HSERO_RS00555,,UNRESOLVED,unknown,0,E_cons_core,1,0.928634018932882,0.07245461026677884,1.0,1.0,702,1,85.32,3,3,False
HSERO_RS00560,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9236583810973634,0.07334932716202255,0.8648648648648649,1.0,397,1,83.57,3,3,False
HSERO_RS00565,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.971984739817066,0.02654845768165958,1.0,0.0,106,1,82.71,3,3,True
HSERO_RS00570,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9664121179793144,0.030112773119192412,1.0,0.0,223,1,82.07,3,3,True
HSERO_RS00575,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9671572274314004,0.029627804520292355,1.0,0.0,207,1,81.42,3,3,True
HSERO_RS00580,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9721243004389292,0.024557905593971727,1.0,0.0,106,1,80.96,3,3,True
HSERO_RS00585,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.96401346879295,0.02798154841744198,1.0,0.0,276,1,80.38,3,3,True
HSERO_RS00590,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9717953355102256,0.03039548120149067,1.0,0.0,92,1,79.82,3,3,True
HSERO_RS00595,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.971012652682671,0.03037267090884427,1.0,0.0,111,1,79.51,3,3,True
HSERO_RS00600,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9635322803227764,0.03096117266633222,1.0,0.0,273,1,78.93,3,3,True
HSERO_RS00605,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9700435719435332,0.027896192529455993,1.0,0.0,140,1,78.31,3,3,True
HSERO_RS00610,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.972603362476621,0.031147059889988653,1.0,0.0,65,1,77.98,3,3,True
HSERO_RS00615,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9716217907228656,0.030717103962068414,1.0,0.0,91,1,77.75,3,3,True
HSERO_RS00620,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.970781277291188,0.026975636243813016,1.0,0.0,123,1,77.24,3,3,True
HSERO_RS00625,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.971226098796431,0.028842729446732062,1.0,0.0,105,1,76.89,3,3,True
HSERO_RS00630,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9672835042509595,0.034261978479984107,1.0,0.0,180,1,76.45,3,3,True
HSERO_RS00635,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9718547470772704,0.02466148977114872,1.0,0.0,102,1,76.02,3,3,True
HSERO_RS00640,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9702691041461576,0.027005560861361314,1.0,0.0,132,1,75.66,3,3,True
HSERO_RS00645,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9680507422385198,0.028369627886509,1.0,0.0,178,1,75.18,3,3,True
HSERO_RS00650,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9717959461650636,0.01983937296835919,1.0,0.0,121,1,74.72,3,3,True
HSERO_RS00655,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9686653347789166,0.025254008383907237,1.0,0.0,173,1,74.27,3,3,True
HSERO_RS00660,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9731668779608824,0.025568304802711998,1.0,0.0,60,1,73.91,3,3,True
HSERO_RS00665,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9663536409846688,0.02623418738688129,0.9714285714285714,0.0,145,1,73.58,3,3,True
HSERO_RS00670,,UNRESOLVED,unknown,0,E_cons_core,1,0.9433577513931084,0.06219074720907004,0.972972972972973,0.0,444,1,72.67,3,3,False
HSERO_RS00675,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9635272190346688,0.04777062213934295,0.9428571428571428,1.0,73,1,71.87,3,3,True
HSERO_RS00680,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9737371643587788,0.026092107561841098,1.0,0.0,38,1,71.67,3,3,True
HSERO_RS00685,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.970582359921554,0.02515391803290589,1.0,0.0,122,1,71.4,3,3,True
HSERO_RS00690,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry,1,0.9703574020002552,0.022977276664411916,1.0,0.0,135,1,70.97,3,3,True
HSERO_RS00695,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9667066511103514,0.025293998222046053,1.0,0.0,208,1,70.3,3,3,True
HSERO_RS00700,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9589813794700608,0.03510108300064992,1.0,0.0,326,1,69.39,3,3,False
HSERO_RS00705,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9670872466846706,0.02267812243441895,0.9714285714285714,0.0,132,1,68.52,3,3,True
HSERO_RS00710,,ROGUE_SUSPECT,unknown,0,E_geometry|P_rogue,0,0.3879131445138021,0.6470968974242777,0.0909090909090909,0.0,116,1,68.0,3,3,False
HSERO_RS00715,,UNRESOLVED,unknown,0,,1,0.5435290841587582,0.4759954578301826,0.4230769230769231,0.0,601,1,66.88,3,3,False
HSERO_RS00720,,UNRESOLVED,unknown,0,E_geometry,0,0.3901388505607417,0.6725348230182604,0.1351351351351351,1.0,213,1,65.55,3,3,True
HSERO_RS00725,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,1,0.8983358475505552,0.10774074261001439,0.6216216216216216,89.0,315,0,64.69,3,3,True
HSERO_RS00730,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2887787944912193,0.7312885754918614,0.0909090909090909,0.0,380,1,63.45,3,3,True
HSERO_RS00735,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2068301827589372,0.81254013476453,0.0476190476190476,0.0,530,1,61.93,3,3,False
HSERO_RS00740,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.2790961067900245,0.7951680987213869,0.0714285714285714,19.0,405,1,60.4,3,3,True
HSERO_RS00745,,UNRESOLVED,unknown,0,,0,0.669511195417253,0.3505356961965476,0.3684210526315789,0.0,154,0,59.41,3,3,True
HSERO_RS00750,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2362022982816425,0.7926804737272898,0.0,0.0,325,0,58.58,2,3,True
HSERO_RS00755,,UNRESOLVED,unknown,0,E_cons_core,1,0.8998098028537438,0.08248831536321677,0.7777777777777778,0.0,340,0,57.56,3,3,False
HSERO_RS00760,,UNRESOLVED,unknown,0,E_cons_core,1,0.9648801048195128,0.026055756515563914,1.0,0.0,247,0,56.39,3,3,True
HSERO_RS00765,,UNRESOLVED,unknown,0,E_geometry,0,0.4330919121256931,0.5919246683949336,0.1818181818181818,1.0,221,1,55.48,3,3,False
HSERO_RS00770,,UNRESOLVED,unknown,0,E_cons_core,1,0.6919119225912872,0.31719519680498875,0.625,0.0,717,1,53.79,3,3,False
HSERO_RS00775,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.695270123194889,0.30050848506232086,0.5,0.0,385,1,52.02,3,3,False
HSERO_RS00780,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.511398658199087,0.47618279786437534,0.2432432432432432,6.0,216,1,51.06,3,3,False
HSERO_RS00785,,UNRESOLVED,unknown,0,E_geometry,1,0.6367128997814359,0.338857660809412,0.3611111111111111,2.0,197,1,50.38,3,3,False
HSERO_RS00795,,UNRESOLVED,unknown,0,E_cons_core,0,0.7386869958872618,0.22869949882722274,0.5151515151515151,0.0,335,0,48.76,3,3,False
HSERO_RS00800,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_strong,0,0.2824412248112304,0.7639213893590672,0.0,0.0,150,0,48.02,0,3,False
HSERO_RS00805,,UNRESOLVED,unknown,0,,0,0.6191199080839369,0.4168906180585534,0.3333333333333333,0.0,165,0,47.43,3,3,False
HSERO_RS00810,,UNRESOLVED,unknown,0,,0,0.5125322621099824,0.5096469747389876,0.2,0.0,87,0,47.0,3,3,False
HSERO_RS00815,,UNRESOLVED,unknown,0,,0,0.7695944714686994,0.22790533255786272,0.4838709677419355,1.0,138,0,46.66,3,3,False
HSERO_RS00820,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.7421893865010054,0.2359463927761355,0.5,2.0,249,1,45.93,3,3,False
HSERO_RS00825,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_strong,0,0.2049044371717842,0.8367504475371582,0.0416666666666666,0.0,471,1,44.76,0,3,False
HSERO_RS00830,,UNRESOLVED,unknown,0,,1,0.3921659460330791,0.6673729885600695,0.2666666666666666,0.0,499,1,43.3,3,3,False
HSERO_RS00835,,UNRESOLVED,unknown,0,E_geometry,0,0.6668385269848337,0.279467604718294,0.4193548387096774,0.0,255,1,42.08,3,3,False
HSERO_RS00840,,UNRESOLVED,unknown,0,E_geometry,1,0.6772325858369548,0.37121839694754294,0.4117647058823529,0.0,162,1,41.03,3,3,False
HSERO_RS00850,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1626053679523366,0.8832235810899501,0.0294117647058823,24.0,691,1,38.99,3,3,True
HSERO_RS00855,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.3573335413822409,0.6614029839898694,0.0909090909090909,2.0,178,0,37.56,3,3,True
HSERO_RS00860,,UNRESOLVED,unknown,0,E_geometry,0,0.3622106036319777,0.61740443670254,0.1578947368421052,3.0,324,1,36.65,3,3,True
HSERO_RS00865,,UNRESOLVED,unknown,0,E_cons_core|F_core_redundant,0,0.8029650524435228,0.2207839986561126,0.5428571428571428,6.0,155,0,35.9,3,3,False
HSERO_RS00870,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.2741276382597629,0.7745644263858009,0.0714285714285714,19.0,379,1,34.79,3,3,True
HSERO_RS00875,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2568563334202881,0.7675958349827368,0.0625,0.0,337,1,33.48,3,3,False
HSERO_RS00880,,UNRESOLVED,unknown,0,E_geometry,0,0.3617534119262385,0.615498098244281,0.1578947368421052,2.0,313,1,32.49,3,3,True
HSERO_RS00890,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,1,0.2212086966043509,0.8209062652430585,0.037037037037037,8.0,405,1,30.29,3,3,True
HSERO_RS00895,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.7231223848344289,0.2686548185890538,0.4814814814814814,11.0,256,1,29.29,3,3,False
HSERO_RS00905,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.0524864974813087,0.9677396071933033,0.0,0.0,1231,1,25.88,3,3,False
HSERO_RS00910,,UNRESOLVED,unknown,0,E_geometry,0,0.4192287597966552,0.6165058282491094,0.1818181818181818,0.0,179,1,23.56,3,3,True
HSERO_RS00915,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2322742808213697,0.8229408781042622,0.0909090909090909,0.0,449,1,22.56,3,3,False
HSERO_RS00920,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|N_pangenome_strong,0,0.969597517291402,0.0186584148793635,1.0,0.0,68,1,21.76,0,3,False
HSERO_RS00935,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.1547100378828252,0.8975218126501248,0.0294117647058823,24.0,705,0,17.03,3,3,True
HSERO_RS00940,,UNRESOLVED,unknown,0,,0,0.4609345531609177,0.5312313662582885,0.2,0.0,156,0,15.51,3,3,True
