locus_tag,product,tier,predicted_call,confidence,evidence,measured_essential,ess_score,noness_score,conservation,n_paralogs,gene_len_aa,leading,mobile_dist_kb,n_sisters,max_sisters,cross_validated
DDA3937_RS00235,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3406383505754662,0.6900397240835496,0.1351351351351351,15.0,390,1,32.98,2,2,True
DDA3937_RS00240,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.193458403314532,0.8602103478093646,0.0,0.0,426,0,31.64,2,2,False
DDA3937_RS00245,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2278442233454958,0.8353593246736695,0.0,0.0,303,1,30.24,2,2,False
DDA3937_RS00250,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2363076724286228,0.8438302992824357,0.0,0.0,296,1,29.34,2,2,False
DDA3937_RS00255,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1877746413812459,0.857602079917647,0.0,0.0,427,1,28.25,2,2,False
DDA3937_RS00260,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1693139050973045,0.8592806653886703,0.0,0.0,477,1,26.9,2,2,False
DDA3937_RS00265,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2056905204457219,0.8243949545582987,0.0,0.0,336,1,25.54,2,2,False
DDA3937_RS00270,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.2064949534861033,0.8383492814891303,0.0,0.0,352,1,24.5,1,2,True
DDA3937_RS00280,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_long_lagging,0,0.1801794742849934,0.8624738916879151,0.0,0.0,458,0,22.51,1,2,False
DDA3937_RS00285,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_some,0,0.28477062669122,0.7577958859435694,0.0,0.0,94,1,21.3,1,2,False
DDA3937_RS00295,,UNRESOLVED,unknown,0,,0,0.385134308605468,0.6424757770703935,0.2,2.0,368,0,19.72,2,2,False
DDA3937_RS00300,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1803927799121096,0.8681710188729438,0.0,0.0,457,1,18.38,2,2,False
DDA3937_RS00305,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2168083905568044,0.8244377349397013,0.0,0.0,306,1,17.19,2,2,False
DDA3937_RS00310,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2058245920466929,0.8382968097555242,0.0,0.0,349,1,16.21,2,2,False
DDA3937_RS00315,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.1957392984533067,0.835011749130034,0.0,0.0,368,1,15.13,2,2,False
DDA3937_RS00320,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2192831038585124,0.8158543962356015,0.0,0.0,288,1,14.12,2,2,False
DDA3937_RS00325,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2889561479586259,0.7647969062214359,0.0,0.0,89,1,13.35,2,2,False
DDA3937_RS00330,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2666944169018662,0.8279265124761703,0.0,0.0,211,0,12.78,1,2,False
DDA3937_RS00335,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1879700791483436,0.8938934885654236,0.0,0.0,487,0,11.75,2,2,False
DDA3937_RS00340,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2197913747472534,0.8351326774650131,0.0294117647058823,0.0,395,0,10.33,2,2,True
DDA3937_RS00345,,UNRESOLVED,unknown,0,,0,0.5318669632926236,0.5172028491867473,0.3823529411764705,0.0,503,1,8.68,2,2,False
DDA3937_RS00350,,ROGUE_SUSPECT,unknown,0,P_rogue,0,0.295896891499157,0.7941448469932052,0.0,0.0,112,0,7.63,2,2,False
DDA3937_RS00355,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2758106296380766,0.7969295969729748,0.0,0.0,145,1,6.62,2,2,False
DDA3937_RS00360,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1575282306435362,0.893516404556697,0.037037037037037,1.0,669,0,5.3,2,2,True
DDA3937_RS00365,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_mobile,0,0.2362426032897623,0.8270199450908681,0.0,2.0,272,1,3.66,2,2,False
DDA3937_RS00370,,ROGUE_SUSPECT,unknown,0,N_score|N_mobile|P_rogue,0,0.1978303323277042,0.8572745803902819,0.0,0.0,395,0,2.35,2,2,False
DDA3937_RS00375,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|N_mobile|F_core_redundant,0,0.8175973893137767,0.1756037515087749,0.5757575757575758,7.0,232,1,1.15,2,2,False
DDA3937_RS00385,,UNRESOLVED,unknown,0,E_cons_core|N_mobile,0,0.8024605644935394,0.21622275470484686,0.5,1.0,86,0,0.75,2,2,False
DDA3937_RS00390,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_strong|N_mobile,0,0.1790907716811362,0.8537026405751215,0.0,0.0,429,1,1.96,0,2,False
DDA3937_RS00395,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_mobile,0,0.1776101316549237,0.85266506251558,0.0294117647058823,3.0,529,1,3.67,2,2,True
DDA3937_RS00400,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_strong,0,0.1493353565724325,0.8804751808208504,0.0,0.0,557,1,5.35,0,2,False
DDA3937_RS00405,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_strong,0,0.2111352500787472,0.8250568694533311,0.0,1.0,320,1,6.67,0,2,False
DDA3937_RS00410,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2020738814083461,0.830698100548372,0.0,1.0,349,1,7.69,2,2,True
DDA3937_RS00415,,UNRESOLVED,unknown,0,N_redundancy,0,0.3177367353780167,0.7370459936002061,0.1481481481481481,8.0,450,1,9.0,2,2,True
DDA3937_RS00420,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_pangenome_strong,0,0.2090873953095902,0.8361949446657786,0.0,0.0,335,1,10.28,0,2,False
DDA3937_RS00425,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2886813025783309,0.7916715439515359,0.0,0.0,124,0,10.96,2,2,False
DDA3937_RS00430,,UNRESOLVED,unknown,0,E_geometry,0,0.5519389069798775,0.5222306889134343,0.25,2.0,138,1,11.65,2,2,False
DDA3937_RS00435,,UNRESOLVED,unknown,0,E_geometry,0,0.5342481746636152,0.5012300781563939,0.25,2.0,150,1,12.24,2,2,False
DDA3937_RS00440,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2197208209295572,0.8331277304397049,0.0588235294117647,1.0,471,1,13.84,2,2,True
DDA3937_RS00445,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.1672174223601301,0.8918815220300209,0.0,1.0,538,1,15.52,2,2,False
DDA3937_RS00450,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2484037281715302,0.8223650971062649,0.0,1.0,241,1,16.7,2,2,False
DDA3937_RS00455,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_long_lagging|P_conditional,0,0.1941968352362243,0.8760450995000882,0.0,1.0,448,0,17.83,2,2,False
DDA3937_RS00460,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.2363134783964704,0.8373448290877002,0.0606060606060606,15.0,536,1,20.59,2,2,True
DDA3937_RS00465,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.376942415540371,0.6808103154211004,0.15625,10.0,340,1,22.13,2,2,True
DDA3937_RS00470,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.2956974910557569,0.7455416031846342,0.0689655172413793,9.0,301,1,23.11,2,2,True
DDA3937_RS00475,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,1,0.3820071540630229,0.659883612418944,0.1724137931034483,5.0,327,1,24.08,2,2,False
DDA3937_RS00480,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3442041983731468,0.6992375712552276,0.1379310344827586,5.0,332,1,25.07,2,2,True
DDA3937_RS00495,,UNRESOLVED,unknown,0,N_pangenome_some,0,0.3172303857831471,0.801020658900692,0.0,0.0,91,0,26.75,1,2,False
DDA3937_RS00500,,CONDITIONAL_SUSPECT,unknown,0,N_score|N_redundancy|N_long_lagging|P_conditional,0,0.209770962627054,0.8438640187048724,0.0303030303030303,6.0,478,0,27.7,2,2,True
DDA3937_RS00505,,CONFIDENT_NONESSENTIAL,non-essential,1,E_cons_core|N_pangenome_strong,0,0.7912071494129854,0.21932486416517466,0.5,0.0,124,0,28.72,0,2,False
DDA3937_RS00510,,CONFIDENT_NONESSENTIAL,non-essential,1,N_pangenome_strong,0,0.3303501703121422,0.7266781390787105,0.0909090909090909,0.0,234,0,29.38,0,2,False
DDA3937_RS00515,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3297935516259083,0.7245100762403955,0.1081081081081081,5.0,303,1,30.35,2,2,True
DDA3937_RS00520,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2570559134285898,0.8036388431408918,0.0,0.0,202,1,31.57,2,2,False
DDA3937_RS00525,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,0,0.8834293712516679,0.12094736853964055,0.7027027027027027,2.0,272,1,32.27,2,2,False
DDA3937_RS00530,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1313649017942434,0.914229216565775,0.0,0.0,697,1,33.83,2,2,False
DDA3937_RS00535,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1036906529757125,0.9287763112687707,0.0,0.0,838,1,36.13,2,2,False
DDA3937_RS00540,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.0517170417928172,0.9705512654020231,0.0,0.0,1299,1,39.34,2,2,False
DDA3937_RS00545,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2697466997051616,0.78049088874352,0.0,0.0,156,1,41.53,2,2,False
DDA3937_RS00550,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2193742891741973,0.8399014716730199,0.0,0.0,333,1,42.27,2,2,False
DDA3937_RS00555,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2520668819324939,0.8160711794038188,0.0666666666666666,3.0,429,1,43.82,2,2,True
DDA3937_RS00560,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.1780451094535976,0.8752201509530091,0.0,0.0,488,1,45.47,2,2,False
DDA3937_RS00565,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_pangenome_some,0,0.2404167509550605,0.8698364050693774,0.0,0.0,342,0,46.94,1,2,False
DDA3937_RS00575,,UNRESOLVED,unknown,0,N_pangenome_some,1,0.2988860480827838,0.8271667029740483,0.0,0.0,167,0,48.38,1,2,False
DDA3937_RS00580,,UNRESOLVED,unknown,0,,0,0.6228947433550894,0.43745228108015105,0.3714285714285714,2.0,311,0,48.0,2,2,False
DDA3937_RS00585,,UNRESOLVED,unknown,0,,1,0.7233193159355535,0.3241112748103296,0.3846153846153846,0.0,68,0,47.25,2,2,False
DDA3937_RS00590,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2242204510178817,0.8379516177946579,0.0,0.0,329,0,46.61,2,2,False
DDA3937_RS00595,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.342938937455328,0.7091071482918081,0.1351351351351351,15.0,408,1,45.3,2,2,True
DDA3937_RS00600,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2704662395765503,0.8025926954484218,0.0,0.0,188,0,44.35,2,2,False
DDA3937_RS00605,,ROGUE_SUSPECT,unknown,0,P_rogue,0,0.3077507720205471,0.772007522333729,0.0526315789473684,0.0,224,0,43.54,2,2,True
DDA3937_RS00610,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.9611434817197048,0.03225301697561222,0.9032258064516128,0.0,82,1,42.48,2,2,False
DDA3937_RS00615,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2615043507635368,0.8074531672125093,0.0,0.0,210,0,41.96,2,2,False
DDA3937_RS00620,,ROGUE_SUSPECT,unknown,0,E_geometry|P_rogue,0,0.3001008673622232,0.7899841817151705,0.0,0.0,109,1,41.21,2,2,False
DDA3937_RS00625,,ROGUE_SUSPECT,unknown,0,P_rogue,0,0.307930888888785,0.7828075584208906,0.0,0.0,94,0,40.84,2,2,False
DDA3937_RS00630,,UNRESOLVED,unknown,0,,0,0.4360506839241914,0.6247569424121253,0.1764705882352941,0.0,208,0,40.4,2,2,True
DDA3937_RS00635,,UNRESOLVED,unknown,0,E_cons_core,1,0.9415196591665426,0.051163548826523284,0.945945945945946,0.0,447,1,39.11,2,2,False
DDA3937_RS00640,,CONFIDENT_ESSENTIAL,essential,3,E_score|E_cons_core|E_geometry|F_core_redundant,1,0.9653550303079677,0.028415639720976087,0.945945945945946,16.0,223,1,38.1,2,2,True
DDA3937_RS00645,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.256229532250181,0.8011410835004608,0.0454545454545454,0.0,324,1,37.29,2,2,False
DDA3937_RS00650,,UNRESOLVED,unknown,0,E_cons_core|E_geometry,1,0.946962020942884,0.04953769037478443,0.9032258064516128,0.0,286,1,36.01,2,2,False
DDA3937_RS00655,,UNRESOLVED,unknown,0,E_cons_core,0,0.7933450079932421,0.2423861769079921,0.5,0.0,146,0,35.25,2,2,False
DDA3937_RS00660,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2639118274474209,0.7913427903646962,0.0714285714285714,1.0,371,1,34.07,2,2,True
DDA3937_RS00665,,UNRESOLVED,unknown,0,E_geometry,0,0.3999180058717135,0.6571528568858505,0.1851851851851851,1.0,309,1,32.97,2,2,True
DDA3937_RS00670,,CONFIDENT_NONESSENTIAL,non-essential,1,N_score,0,0.2176769571792027,0.8321005388517012,0.037037037037037,1.0,425,1,31.87,2,2,True
DDA3937_RS00675,,UNRESOLVED,unknown,0,E_geometry|N_pangenome_some,0,0.7302259168865672,0.2733057656878675,0.4814814814814814,1.0,257,1,30.85,1,2,False
DDA3937_RS00680,,UNRESOLVED,unknown,0,E_cons_core|E_geometry|F_core_redundant,0,0.7880642013134344,0.21677906930319996,0.5142857142857142,12.0,234,1,30.11,2,2,False
DDA3937_RS00685,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_redundancy,0,0.2310402845756689,0.8225542632593513,0.0303030303030303,6.0,395,1,29.1,2,2,True
DDA3937_RS00695,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.2210998381725471,0.8295816940729884,0.0,0.0,306,1,25.52,2,2,False
DDA3937_RS00700,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.4243983553421365,0.6666087789890704,0.25,15.0,540,0,24.15,2,2,True
DDA3937_RS00705,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.4244171797352869,0.6715698833127369,0.25,15.0,543,0,22.08,2,2,True
DDA3937_RS00710,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.4237619193767916,0.6848907540368734,0.25,15.0,554,0,19.62,2,2,True
DDA3937_RS00715,,CONDITIONAL_SUSPECT,unknown,0,N_redundancy|N_long_lagging|P_conditional,0,0.4129533533618339,0.6745179067258752,0.25,15.0,561,0,17.48,2,2,True
DDA3937_RS00720,,CONFIDENT_NONESSENTIAL,non-essential,2,N_score|N_redundancy,0,0.1925818609395272,0.8633209590356504,0.0,4.0,440,1,14.94,2,2,True
DDA3937_RS00725,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3001297263679095,0.7584357991028305,0.0769230769230769,5.0,296,1,13.73,2,2,True
DDA3937_RS00730,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.3431298918911694,0.7175981912319338,0.1153846153846153,5.0,283,1,12.82,2,2,True
DDA3937_RS00735,,UNRESOLVED,unknown,0,E_geometry|N_redundancy,0,0.4808723254633333,0.5565138479725851,0.2571428571428571,13.0,359,1,11.86,2,2,True
DDA3937_RS00740,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,1,0.2580623866264374,0.7741825249947922,0.0285714285714285,3.0,250,1,10.95,2,2,True
DDA3937_RS00745,,CONFIDENT_NONESSENTIAL,non-essential,1,E_geometry|N_score,0,0.2870281353923398,0.7608913063691207,0.0857142857142857,1.0,319,1,9.89,2,2,True
DDA3937_RS00750,,ROGUE_SUSPECT,unknown,0,P_rogue,0,0.3002443344515252,0.7867103406112139,0.0,0.0,95,0,9.19,2,2,False
DDA3937_RS00755,,UNRESOLVED,unknown,0,E_geometry,0,0.364113255375279,0.6862530569712904,0.1034482758620689,0.0,155,1,8.65,2,2,False
DDA3937_RS00765,,ROGUE_SUSPECT,unknown,0,N_score|P_rogue,0,0.2343785721510861,0.8165961034840196,0.0,0.0,258,0,7.35,2,2,False
DDA3937_RS00770,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1248863077399991,0.9235490436289124,0.0,0.0,734,0,5.89,2,2,False
DDA3937_RS00775,,UNRESOLVED,unknown,0,N_redundancy|N_mobile,0,0.4964438337590756,0.5638590644633046,0.3142857142857143,7.0,458,0,3.87,2,2,False
DDA3937_RS00780,,UNRESOLVED,unknown,0,E_cons_core|N_mobile|F_core_redundant,1,0.9144162463077322,0.08731066510462362,0.7428571428571429,12.0,233,0,2.82,2,2,True
DDA3937_RS00785,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|N_mobile|P_rogue,0,0.260084276515427,0.8100772521489759,0.0,0.0,187,1,1.98,2,2,False
DDA3937_RS00790,,CONFIDENT_NONESSENTIAL,non-essential,2,N_pangenome_strong|N_mobile,0,0.3003885578527605,0.8451400183009479,0.0,0.0,163,0,1.24,0,2,True
DDA3937_RS00805,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_mobile,0,0.2922138682134519,0.8110719706204169,0.0,0.0,126,1,0.84,1,2,False
DDA3937_RS00810,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_mobile,0,0.2009323105660306,0.8685167434607262,0.0,0.0,395,1,0.0,1,2,False
DDA3937_RS00815,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_mobile,0,0.252927984856744,0.7963010115820949,0.0,2.0,197,1,0.92,2,2,False
DDA3937_RS00830,,CONFIDENT_NONESSENTIAL,non-essential,3,N_score|N_pangenome_some|N_mobile,0,0.2681159633832301,0.7902731751365555,0.0,0.0,155,0,1.3,1,2,False
DDA3937_RS00835,,CONFIDENT_NONESSENTIAL,non-essential,3,E_geometry|N_score|N_pangenome_some|N_mobile,0,0.2611494400134206,0.7859777649999361,0.0,0.0,157,1,1.97,1,2,False
DDA3937_RS00840,,CONFIDENT_NONESSENTIAL,non-essential,2,E_geometry|N_score|N_mobile,0,0.2695683445155156,0.7916685035739225,0.0555555555555555,1.0,301,1,2.79,2,2,True
DDA3937_RS00845,,UNRESOLVED,unknown,0,E_geometry|N_mobile,0,0.6675578212125595,0.3533363098360997,0.4444444444444444,0.0,321,1,3.96,2,2,False
DDA3937_RS00850,,UNRESOLVED,unknown,0,E_geometry,0,0.358476558848975,0.6914617910575297,0.1470588235294117,2.0,295,1,5.22,2,2,True
DDA3937_RS00855,,ROGUE_SUSPECT,unknown,0,E_geometry|N_score|P_rogue,0,0.271785114855827,0.7631030813803795,0.0952380952380952,0.0,367,1,6.22,2,2,False
DDA3937_RS00860,,ROGUE_SUSPECT,unknown,0,N_score|N_long_lagging|P_rogue|P_conditional,0,0.1755587982461926,0.8747474270696394,0.0,0.0,480,0,7.58,2,2,False
DDA3937_RS00865,,UNRESOLVED,unknown,0,E_cons_core,0,0.9505655458319758,0.042780044902300585,0.9166666666666666,0.0,257,0,8.84,2,2,False
