organism,locus_tag,gene_name,product,essential,log_length_bp,gc,upstream_gc,upstream_at_skew,position_norm,operon_run_length,is_hypothetical,is_uncharacterized,is_putative,kw_replication,kw_transcription,kw_translation,kw_atp,kw_membrane,kw_synthase,kw_kinase,kw_dehydrogenase,kw_protease,kw_rrna,kw_chaperone
ccrescentus,CCNA_00021,,"dehydrogenase, Mo-binding subunit",0,7.693481640835175,0.6707706338349293,0.74,0.15384615384615385,0.005425645614850026,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00022,,"dehydrogenase, Fe-S subunit, CoxS/CutS family",0,6.2766434893416445,0.6779661016949152,0.61,-0.1794871794871795,0.005761540704771219,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00023,,mliC-family lysozyme inhibitor protein,0,5.811140992976701,0.6816816816816816,0.65,0.3142857142857143,0.005913410796974174,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00024,,uroporphyrin-III C-methyltransferase/Precorrin-2 dehydrogenase/Sirohydrochlorin ,0,6.79346613258001,0.7283950617283951,0.63,-0.13513513513513514,0.006068743725155697,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00025,,major facilitator superfamily transporter,0,7.4109518755836366,0.6569872958257713,0.65,0.2571428571428571,0.0063855932171947615,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00026,cckO,PAS-family sensor histidine kinase CckO,0,7.902487437162855,0.6818349981502034,0.55,0.022222222222222223,0.006938410246630599,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00027,cciO,2OG-Fe(II) oxygenase,0,6.53813982376767,0.6579710144927536,0.54,0.0,0.007382271615455033,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00028,cciT,TonB-dependent receptor,0,7.750614732770409,0.6670973298880276,0.57,0.20930232558139536,0.007790638915499135,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00029,,RhtB-family efflux protein,0,6.452048954437226,0.684044233807267,0.63,0.02702702702702703,0.008219164867847049,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00030,,Ribonuclease T2,0,6.601230118728877,0.6884353741496598,0.76,-0.25,0.008400221720440798,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00031,vapC,toxin protein VapC,0,5.961005339623274,0.6356589147286822,0.62,-0.05263157894736842,0.008534530287323868,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00032,vapB,antitoxin protein VapB,0,5.497168225293202,0.6255144032921811,0.62,-0.21052631578947367,0.00861244409684167,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00033,pnp,polyribonucleotide nucleotidyltransferase,1,7.668561108015897,0.6474988312295465,0.65,0.2,0.009125191167096924,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00034,,SSU ribosomal protein S15P,1,5.602118820879701,0.6222222222222222,0.65,0.02857142857142857,0.009484460399873457,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00035,,tRNA pseudouridine synthase B,0,6.839476438228843,0.6720257234726688,0.66,0.11764705882352941,0.009636701510216974,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00037,,Esterase lipase family protein,0,6.672032945461067,0.679340937896071,0.64,0.2222222222222222,0.009986200598625403,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00038,,hypothetical protein,0,6.3578422665081,0.6892361111111112,0.69,-0.0967741935483871,0.010169607232776039,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00039,,DUF2939 domain-containing protein,0,6.253828811575473,0.7186897880539499,0.58,0.19047619047619047,0.01030478150865375,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00040,,YcxB-like membrane protein,0,6.315358001522335,0.605072463768116,0.59,0.07317073170731707,0.010446634111061559,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00041,,protein translation initiation factor 2 IF-2,1,8.016647877057803,0.7029702970297029,0.6,0.0,0.010907685987065319,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00043,nusA,Transcription termination/antitermination protein NusA,1,7.4073177104694174,0.655130540376442,0.64,0.3888888888888889,0.01173518011322979,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00045,,inorganic pyrophosphatase,1,6.282266746896006,0.6348314606741573,0.61,0.1282051282051282,0.012211691078423589,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00046,,hypothetical protein,0,5.961005339623274,0.6382428940568475,0.69,-0.03225806451612903,0.012327077720138049,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00047,,tRNA (guanine-N(7)-)-methyltransferase,0,6.525029657843462,0.684287812041116,0.61,-0.1794871794871795,0.012483894720881817,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00048,metK,S-adenosylmethionine synthetase,1,7.110696122978827,0.6633986928104575,0.55,-0.2,0.012741504983144646,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00049,cdxA,HTH transcriptional regulator CdxA,0,6.077642243349034,0.6344827586206897,0.5,-0.08,0.012976112120692695,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00050,lnt,apolipoprotein N-acyltransferase Lnt,1,7.374001859350161,0.6704331450094162,0.74,-0.07692307692307693,0.013233598710242005,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00051,corC,magnesium and cobalt efflux protein CorC,0,6.833031732786201,0.6968716289104638,0.65,0.3142857142857143,0.013544264566605053,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00052,ybeY,Endoribonuclease YbeY,1,6.124683390894205,0.6513157894736842,0.59,0.4146341463414634,0.013717282692819983,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00053,phoH,PhoH-like protein,0,6.852242569051878,0.692063492063492,0.68,0.125,0.013899699945262457,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00054,,tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase,0,7.206377291472252,0.6599851521900519,0.72,0.21428571428571427,0.014182168422942872,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00055,fur,ferric uptake regulation protein,0,6.013715156042802,0.6323529411764706,0.64,-0.05555555555555555,0.014445962320881717,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00056,,ribosomal-protein-S18-alanine acetyltransferase,0,6.118097198041348,0.6887417218543046,0.74,-0.07692307692307693,0.014563575071439542,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00057,,"tRNA threonylcarbamoyl adenosine modification protein, YeaZ family",1,6.456769655572163,0.720125786163522,0.73,0.037037037037037035,0.014700233419879498,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00058,,DUF1131 domain-containing protein,0,6.452048954437226,0.693522906793049,0.61,-0.23076923076923078,0.014857916129617909,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00059,,Putative NADH dehydrogenase/NAD(P)H nitroreductase,0,6.3784261836515865,0.6445578231292517,0.57,-0.06976744186046512,0.015045280290601195,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00060,,mitochondrial-type Fe-S cluster assembly protein NFU,0,6.352629396319567,0.6544502617801047,0.56,-0.13636363636363635,0.015205931145464093,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00061,,cytochrome p450,0,7.146772179452637,0.6398739164696612,0.56,0.13636363636363635,0.015463665080440442,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00062,trpS,tryptophanyl-tRNA synthetase,1,6.943122422819428,0.6782608695652174,0.65,-0.08571428571428572,0.015791397771269294,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00063,murJ,Peptidoglycan biosynthesis protein MviN/MurJ,1,7.355001921105257,0.7018554062699937,0.67,0.21212121212121213,0.01615400616731088,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00064,,methyl-accepting chemotaxis protein,0,7.494430215031565,0.6905954368391765,0.59,-0.024390243902439025,0.016628662041801873,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00065,,S-adenosylmethionine-dependent methyltransferase,0,6.652863029353347,0.6550387596899225,0.68,0.0,0.016986447202016162,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00066,,Rieske (2Fe-2S) domain protein,0,5.91350300563827,0.7289972899728997,0.72,0.0,0.017141903802911206,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00067,,YciI-like protein,0,5.645446897643238,0.6914893617021277,0.72,0.14285714285714285,0.017223404121121097,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00068,gpsA,NAD(P)H-dependent glycerol-3-phosphate dehydrogenase,1,6.919683849847411,0.7378832838773491,0.73,0.25925925925925924,0.017388012502816647,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00069,,tRNA N6-adenosine threonylcarbamoyltransferase,1,7.007600613951853,0.7192028985507246,0.61,0.1282051282051282,0.017648590910203963,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00070,,Porphobilinogen deaminase,1,6.877296071497429,0.7213622291021672,0.56,-0.13636363636363635,0.017922773316078517,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00071,,uroporphyrinogen-III synthase,1,6.5337888379333435,0.7248908296943232,0.77,0.043478260869565216,0.018128564711376333,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00072,,Mitofillin superfamily protein,0,6.8001700683022,0.745819397993311,0.7,-0.13333333333333333,0.018335098142955267,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00073,,HemY domain membrane protein,0,7.337587743538596,0.732421875,0.79,-0.047619047619047616,0.018635004473242046,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00074,,multifunctional fatty acid oxidation complex subunit alpha FadJ,0,7.697575346802343,0.667574931880109,0.62,0.21052631578947367,0.019188316193531965,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00075,,3-ketoacyl-CoA thiolase,0,7.095893221097532,0.6832504145936982,0.63,0.5675675675675675,0.019615729091458197,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00076,,hypothetical protein,0,5.953243334287785,0.6953125,0.57,0.3023255813953488,0.019828693504140193,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00077,,"acyl-CoA dehydrogenase, long-chain specific",0,7.0707241072602764,0.6318027210884354,0.59,-0.12195121951219512,0.02002063355552373,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00078,,acyl-CoA dehydrogenase,0,7.492760300922379,0.6599777034559643,0.74,-0.23076923076923078,0.020388436205533166,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00079,,MerR-family transcriptional regulator,0,6.175867270105761,0.6770833333333334,0.6,0.0,0.020691187008230912,6.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00080,rogA,transcription factor RogA,0,6.466144724237619,0.721183800623053,0.58,0.047619047619047616,0.02087768546021956,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00081,,hypothetical protein,0,5.351858133476067,0.680952380952381,0.53,0.10638297872340426,0.020991464356658253,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00082,lysS,Lysine--tRNA ligase,1,7.414572881350589,0.6630500301386377,0.7,-0.26666666666666666,0.021284197669560856,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00083,,phosphoglucomutase/phosphomannomutase,0,7.403670290012373,0.7020109689213894,0.53,0.02127659574468085,0.0217323875833585,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00084,purH,phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase,0,7.372118028337787,0.6880503144654088,0.63,0.08108108108108109,0.022223244583320655,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00085,,dienelactone hydrolase-related protein,0,6.633318433280377,0.69433465085639,0.59,-0.17073170731707318,0.02251671993250438,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00086,gdhZ,NAD-specific glutamate dehydrogenase GdhZ,0,8.481566013773087,0.6606550580431177,0.46,-0.037037037037037035,0.02322029399972149,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00087,,PerM-family permease,0,7.01301578963963,0.636936936936937,0.56,0.045454545454545456,0.024037523290663772,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00088,,HerA helicase-related ATPase,0,7.343426229147367,0.6699029126213593,0.57,-0.023255813953488372,0.024391350924045412,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00089,,MHYT/PAS-family GGDEF/EAL protein,0,7.796057974316123,0.674074074074074,0.57,0.16279069767441862,0.024902737594451944,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00090,,UDP-glucose 4-epimerase,0,6.892641641172089,0.6737804878048781,0.54,-0.17391304347826086,0.025340786345740923,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00091,,"transporter, drug/metabolite exporter family",0,6.796823718274855,0.6845637583892618,0.71,0.2413793103448276,0.02562374951427542,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00092,,short chain dehydrogenase,0,6.79346613258001,0.6936026936026936,0.63,0.35135135135135137,0.02584351592620103,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00093,,hypothetical protein,0,5.351858133476067,0.7,0.66,0.0,0.026003919435636885,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00094,hfsJ,WecG/TagA-family glycosyltransferase HfsJ,0,6.826545223556594,0.6862106406080347,0.51,0.061224489795918366,0.026161602145375298,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00095,,quinone oxidoreductase,0,6.907755278982137,0.6946946946946947,0.57,-0.06976744186046512,0.0264245303343195,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
ccrescentus,CCNA_00096,,L-asparaginase,0,6.779921907472252,0.7349260523321957,0.62,0.0,0.02667385452477647,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00097,,hypothetical protein,0,6.131226489483141,0.6928104575163399,0.71,0.2413793103448276,0.02685243792309981,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00098,,hypothetical protein,0,5.676753802268282,0.6907216494845361,0.69,0.3548387096774194,0.02698229427229615,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00099,fzlC,FtsZ-localized protein C,0,7.4570320891223805,0.7383015597920277,0.75,-0.04,0.027233597226169443,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00100,,Ribulose-5-phosphate 3-epimerase,1,6.493753839851686,0.6909090909090909,0.68,-0.125,0.027531524793039896,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00101,rsmB,16S rRNA m5C methyltransferase RsmB,0,7.1631723908466425,0.7472868217054264,0.71,0.2413793103448276,0.027798905199670834,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
ccrescentus,CCNA_00102,,DUF1674 domain-containing protein,0,5.420534999272286,0.7866666666666666,0.69,-0.03225806451612903,0.028014961430190836,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00103,,gamma-glutamyltranspeptidase,0,7.4377951216719325,0.6925795053003534,0.68,-0.25,0.028274303110442947,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
ccrescentus,CCNA_00104,,orotidine 5'-phosphate decarboxylase,0,6.555356891810665,0.717948717948718,0.64,-0.1111111111111111,0.028602777837552922,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00105,,MarC family integral membrane protein,0,6.551080335043404,0.6723891273247496,0.64,0.1111111111111111,0.028800035815617835,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
ccrescentus,CCNA_00106,,2-polyprenyl-6-methoxyphenol hydroxylase,1,7.144407180321139,0.7156398104265402,0.69,0.41935483870967744,0.02905467793275618,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
