locus_tag,true_essential,lnn_prob,ortholog_prior,n_orthologs,v15_call,v15_conf,v15_syn3a_partner,cascade_call,cascade_strategy
Rv0068,0,0.4004538655281067,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0069c,0,0.5702988505363464,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0070c,0,0.47473204135894775,0.6,5,,0.0,,0,ortholog_prior_alone
Rv0071,0,0.6700729727745056,,0,,0.0,,0,ortholog_prior_alone
Rv0072,0,0.7398812770843506,,0,,0.0,,0,ortholog_prior_alone
Rv0073,0,0.691028892993927,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0074,0,0.5806429982185364,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0075,0,0.6006696224212646,,0,,0.0,,0,ortholog_prior_alone
Rv0076c,0,0.5394411087036133,,0,,0.0,,0,ortholog_prior_alone
Rv0077c,0,0.5730898380279541,,0,,0.0,,0,ortholog_prior_alone
Rv0078,0,0.2830861806869507,,0,,0.0,,0,ortholog_prior_alone
Rv0078A,0,0.474841833114624,,0,,0.0,,0,ortholog_prior_alone
Rv0078B,0,0.45763474702835083,,0,,0.0,,0,ortholog_prior_alone
Rv0079,0,0.6601507067680359,,0,,0.0,,0,ortholog_prior_alone
Rv0080,0,0.6629525423049927,,0,,0.0,,0,ortholog_prior_alone
Rv0081,0,0.501585066318512,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0082,0,0.3172415494918823,,0,,0.0,,0,ortholog_prior_alone
Rv0083,0,0.3595021665096283,,0,,0.0,,0,ortholog_prior_alone
Rv0084,0,0.6308630108833313,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0085,0,0.6146554350852966,,0,,0.0,,0,ortholog_prior_alone
Rv0086,0,0.6119170188903809,,0,,0.0,,0,ortholog_prior_alone
Rv0087,0,0.6832894682884216,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0088,0,0.7464430332183838,,0,,0.0,,0,ortholog_prior_alone
Rv0089,0,0.45192059874534607,,0,,0.0,,0,ortholog_prior_alone
Rv0090,0,0.3671872317790985,,0,,0.0,,0,ortholog_prior_alone
Rv0091,0,0.5127315521240234,,0,,0.0,,0,ortholog_prior_alone
Rv0092,0,0.5453700423240662,,0,,0.0,,0,ortholog_prior_alone
Rv0093c,0,0.4353771209716797,,0,,0.0,,0,ortholog_prior_alone
Rv0094c,0,0.24877525866031647,,0,,0.0,,0,ortholog_prior_alone
Rv0095c,0,0.40310728549957275,,0,,0.0,,0,ortholog_prior_alone
Rv0096,0,0.2073054015636444,,0,,0.0,,0,ortholog_prior_alone
Rv0097,0,0.37294405698776245,,0,,0.0,,0,ortholog_prior_alone
Rv0098,0,0.6792848706245422,,0,,0.0,,0,ortholog_prior_alone
Rv0099,0,0.7461832165718079,,0,,0.0,,0,ortholog_prior_alone
Rv0100,0,0.5636122822761536,,0,,0.0,,0,ortholog_prior_alone
Rv0101,0,0.5345984101295471,,0,,0.0,,0,ortholog_prior_alone
Rv0102,1,0.30535903573036194,,0,,0.0,,0,ortholog_prior_alone
Rv0103c,0,0.6528342366218567,,0,,0.0,,0,ortholog_prior_alone
Rv0104,0,0.41272827982902527,,0,,0.0,,0,ortholog_prior_alone
Rv0105c,0,0.7581247091293335,,0,,0.0,,0,ortholog_prior_alone
Rv0106,0,0.4544404447078705,,0,,0.0,,0,ortholog_prior_alone
Rv0107c,0,0.5771159529685974,,0,,0.0,,0,ortholog_prior_alone
Rv0108c,0,0.5044443011283875,,0,,0.0,,0,ortholog_prior_alone
Rv0109,0,0.47467443346977234,,0,,0.0,,0,ortholog_prior_alone
Rv0110,0,0.5655313730239868,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0111,0,0.2793584167957306,,0,,0.0,,0,ortholog_prior_alone
Rv0112,0,0.3870407044887543,,0,,0.0,,0,ortholog_prior_alone
Rv0113,0,0.6696046590805054,,0,,0.0,,0,ortholog_prior_alone
Rv0114,0,0.7528408169746399,0.5,2,,0.0,,0,ortholog_prior_alone
Rv0115,0,0.6964455842971802,,0,,0.0,,0,ortholog_prior_alone
Rv0116c,0,0.66080242395401,,0,,0.0,,0,ortholog_prior_alone
Rv0117,0,0.36445683240890503,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0118c,0,0.35109561681747437,,0,,0.0,,0,ortholog_prior_alone
Rv0119,0,0.463186115026474,,0,,0.0,,0,ortholog_prior_alone
Rv0120c,0,0.729975700378418,,0,,0.0,,0,ortholog_prior_alone
Rv0121c,0,0.31024783849716187,,0,,0.0,,0,ortholog_prior_alone
Rv0122,0,0.6189073920249939,,0,,0.0,,0,ortholog_prior_alone
Rv0123,0,0.6803184151649475,,0,,0.0,,0,ortholog_prior_alone
Rv0124,0,0.417510986328125,,0,,0.0,,0,ortholog_prior_alone
Rv0125,0,0.5248244404792786,,0,,0.0,,0,ortholog_prior_alone
Rv0126,0,0.42277583479881287,,0,,0.0,,0,ortholog_prior_alone
Rv0127,0,0.2708110511302948,,0,,0.0,,0,ortholog_prior_alone
Rv0128,0,0.35792121291160583,,0,,0.0,,0,ortholog_prior_alone
Rv0129c,0,0.37931758165359497,,0,,0.0,,0,ortholog_prior_alone
Rv0130,0,0.5420002341270447,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0131c,0,0.25638628005981445,,0,,0.0,,0,ortholog_prior_alone
Rv0132c,0,0.24418050050735474,,0,,0.0,,0,ortholog_prior_alone
Rv0133,0,0.3609098792076111,,0,,0.0,,0,ortholog_prior_alone
Rv0134,0,0.5006657838821411,,0,,0.0,,0,ortholog_prior_alone
Rv0135c,0,0.6223941445350647,,0,,0.0,,0,ortholog_prior_alone
Rv0136,0,0.4724384546279907,,0,,0.0,,0,ortholog_prior_alone
Rv0137c,0,0.28173208236694336,0.0,5,,0.0,,0,ortholog_prior_alone
Rv0140,0,0.4309687614440918,,0,,0.0,,0,ortholog_prior_alone
Rv0141c,0,0.6359291672706604,,0,,0.0,,0,ortholog_prior_alone
Rv0142,0,0.4183931052684784,,0,,0.0,,0,ortholog_prior_alone
Rv0143c,0,0.6630871295928955,,0,,0.0,,0,ortholog_prior_alone
Rv0144,0,0.6347679495811462,,0,,0.0,,0,ortholog_prior_alone
Rv0145,0,0.6695584654808044,,0,,0.0,,0,ortholog_prior_alone
Rv0153c,0,0.6161274313926697,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0154c,0,0.6140795350074768,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0155,0,0.7062435746192932,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0157,0,0.4895547032356262,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0157A,0,0.4389420449733734,,0,,0.0,,0,ortholog_prior_alone
Rv0161,0,0.590400755405426,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0162c,0,0.3274172842502594,,0,,0.0,,0,ortholog_prior_alone
Rv0163,0,0.6547000408172607,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0164,1,0.6755000352859497,,0,,0.0,,0,ortholog_prior_alone
Rv0165c,0,0.3730703294277191,,0,,0.0,,0,ortholog_prior_alone
Rv0166,0,0.4962402582168579,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0167,0,0.5903549790382385,,0,,0.0,,0,ortholog_prior_alone
Rv0168,0,0.6602518558502197,,0,,0.0,,0,ortholog_prior_alone
Rv0169,0,0.4586012661457062,,0,,0.0,,0,ortholog_prior_alone
Rv0170,0,0.7042984962463379,,0,,0.0,,0,ortholog_prior_alone
Rv0171,0,0.800758957862854,,0,,0.0,,0,ortholog_prior_alone
Rv0172,0,0.717750608921051,,0,,0.0,,0,ortholog_prior_alone
Rv0173,0,0.5691875219345093,,0,,0.0,,0,ortholog_prior_alone
Rv0174,0,0.3689074218273163,,0,,0.0,,0,ortholog_prior_alone
Rv0175,0,0.30816659331321716,,0,,0.0,,0,ortholog_prior_alone
Rv0176,0,0.6308593153953552,,0,,0.0,,0,ortholog_prior_alone
Rv0177,0,0.6027039289474487,,0,,0.0,,0,ortholog_prior_alone
Rv0178,0,0.7060464024543762,,0,,0.0,,0,ortholog_prior_alone
Rv0179c,0,0.4368439018726349,,0,,0.0,,0,ortholog_prior_alone
Rv0180c,0,0.4620545506477356,,0,,0.0,,0,ortholog_prior_alone
Rv0181c,0,0.33137595653533936,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0182c,0,0.40681684017181396,,0,,0.0,,0,ortholog_prior_alone
Rv0183,0,0.41664358973503113,,0,,0.0,,0,ortholog_prior_alone
Rv0184,0,0.3868825137615204,,0,,0.0,,0,ortholog_prior_alone
Rv0185,0,0.48420462012290955,,0,,0.0,,0,ortholog_prior_alone
Rv0186,0,0.369407594203949,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0186A,0,0.22597670555114746,,0,,0.0,,0,ortholog_prior_alone
Rv0187,0,0.6281852126121521,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0188,0,0.4119699001312256,,0,,0.0,,0,ortholog_prior_alone
Rv0189c,1,0.2915639579296112,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0196,0,0.3677787482738495,,0,,0.0,,0,ortholog_prior_alone
Rv0197,0,0.5383574366569519,,0,,0.0,,0,ortholog_prior_alone
Rv0198c,0,0.4077489972114563,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0199,0,0.3342558443546295,,0,,0.0,,0,ortholog_prior_alone
Rv0200,0,0.4009529650211334,,0,,0.0,,0,ortholog_prior_alone
Rv0201c,0,0.3417983055114746,,0,,0.0,,0,ortholog_prior_alone
Rv0202c,0,0.24964472651481628,,0,,0.0,,0,ortholog_prior_alone
Rv0203,0,0.3376992642879486,,0,,0.0,,0,ortholog_prior_alone
Rv0204c,0,0.5766596794128418,,0,,0.0,,0,ortholog_prior_alone
Rv0205,0,0.6609752178192139,,0,,0.0,,0,ortholog_prior_alone
Rv0206c,1,0.5841104984283447,,0,,0.0,,0,ortholog_prior_alone
Rv0207c,0,0.3473924398422241,,0,,0.0,,0,ortholog_prior_alone
Rv0208c,0,0.24118080735206604,0.3333333333333333,3,,0.0,,0,ortholog_prior_alone
Rv0209,0,0.5511692762374878,,0,,0.0,,0,ortholog_prior_alone
Rv0210,0,0.5812798738479614,,0,,0.0,,0,ortholog_prior_alone
Rv0211,0,0.46465644240379333,1.0,1,,0.0,,0,ortholog_prior_alone
Rv0212c,0,0.5436232089996338,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0213c,0,0.4605901539325714,,0,,0.0,,0,ortholog_prior_alone
Rv0214,0,0.6752755641937256,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0215c,0,0.37737149000167847,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0216,0,0.34842362999916077,,0,,0.0,,0,ortholog_prior_alone
Rv0217c,0,0.40048161149024963,,0,,0.0,,0,ortholog_prior_alone
Rv0218,0,0.43430131673812866,,0,,0.0,,0,ortholog_prior_alone
Rv0219,0,0.3991944491863251,,0,,0.0,,0,ortholog_prior_alone
Rv0220,0,0.66976398229599,,0,,0.0,,0,ortholog_prior_alone
Rv0221,0,0.7028448581695557,,0,,0.0,,0,ortholog_prior_alone
Rv0222,0,0.5737442374229431,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0223c,0,0.44494709372520447,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0224c,1,0.27103227376937866,,0,,0.0,,0,ortholog_prior_alone
Rv0225,1,0.30966946482658386,,0,,0.0,,0,ortholog_prior_alone
Rv0226c,1,0.6331919431686401,,0,,0.0,,0,ortholog_prior_alone
Rv0227c,1,0.6345734596252441,,0,,0.0,,0,ortholog_prior_alone
Rv0228,1,0.4183236062526703,,0,,0.0,,0,ortholog_prior_alone
Rv0229c,0,0.32679450511932373,,0,,0.0,,0,ortholog_prior_alone
Rv0233,0,0.5187219977378845,,0,,0.0,,0,ortholog_prior_alone
Rv0234c,0,0.47192370891571045,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0235c,0,0.5114172697067261,,0,,0.0,,0,ortholog_prior_alone
Rv0236c,1,0.5606033205986023,,0,,0.0,,0,ortholog_prior_alone
Rv0236A,0,0.6501884460449219,,0,,0.0,,0,ortholog_prior_alone
Rv0237,0,0.40676796436309814,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0238,0,0.628098726272583,,0,,0.0,,0,ortholog_prior_alone
Rv0239,0,0.7271530628204346,,0,,0.0,,0,ortholog_prior_alone
Rv0240,0,0.6919816136360168,,0,,0.0,,0,ortholog_prior_alone
Rv0241c,0,0.44094759225845337,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0242c,0,0.542664647102356,0.5,2,,0.0,,0,ortholog_prior_alone
Rv0243,0,0.3790983557701111,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0244c,0,0.6084401607513428,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0245,0,0.5654802918434143,,0,,0.0,,0,ortholog_prior_alone
Rv0246,0,0.6307570934295654,,0,,0.0,,0,ortholog_prior_alone
Rv0247c,0,0.6307449340820312,,0,,0.0,,0,ortholog_prior_alone
Rv0248c,0,0.6232089400291443,,0,,0.0,,0,ortholog_prior_alone
Rv0249c,0,0.235078364610672,,0,,0.0,,0,ortholog_prior_alone
Rv0250c,0,0.261704683303833,,0,,0.0,,0,ortholog_prior_alone
Rv0251c,0,0.6212712526321411,,0,,0.0,,0,ortholog_prior_alone
Rv0252,0,0.5614560842514038,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0253,0,0.5818629264831543,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0254c,0,0.5809110999107361,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0255c,0,0.6721914410591125,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0256c,0,0.5947635173797607,,0,,0.0,,0,ortholog_prior_alone
Rv0257,0,0.2873742878437042,,0,,0.0,,0,ortholog_prior_alone
Rv0258c,0,0.30219095945358276,,0,,0.0,,0,ortholog_prior_alone
Rv0259c,0,0.43641117215156555,,0,,0.0,,0,ortholog_prior_alone
Rv0260c,0,0.5917752385139465,,0,,0.0,,0,ortholog_prior_alone
Rv0261c,0,0.2784557044506073,,0,,0.0,,0,ortholog_prior_alone
Rv0262c,0,0.32396388053894043,,0,,0.0,,0,ortholog_prior_alone
Rv0263c,0,0.3879542648792267,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0264c,0,0.591022253036499,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0265c,0,0.43854591250419617,,0,,0.0,,0,ortholog_prior_alone
Rv0266c,0,0.2804473042488098,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0269c,0,0.4365203082561493,,0,,0.0,,0,ortholog_prior_alone
Rv0270,0,0.5694003105163574,,0,,0.0,,0,ortholog_prior_alone
Rv0271c,0,0.5807536840438843,,0,,0.0,,0,ortholog_prior_alone
Rv0272c,0,0.49229398369789124,,0,,0.0,,0,ortholog_prior_alone
Rv0273c,0,0.48190444707870483,,0,,0.0,,0,ortholog_prior_alone
Rv0274,0,0.562598705291748,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0275c,0,0.3640865683555603,,0,,0.0,,0,ortholog_prior_alone
Rv0276,0,0.33167868852615356,,0,,0.0,,0,ortholog_prior_alone
Rv0277c,0,0.5014496445655823,,0,,0.0,,0,ortholog_prior_alone
Rv0278c,0,0.22454020380973816,,0,,0.0,,0,ortholog_prior_alone
Rv0279c,0,0.3620642125606537,,0,,0.0,,0,ortholog_prior_alone
Rv0280,0,0.29289868474006653,,0,,0.0,,0,ortholog_prior_alone
Rv0281,0,0.46679943799972534,,0,,0.0,,0,ortholog_prior_alone
Rv0282,1,0.7733316421508789,,0,,0.0,,0,ortholog_prior_alone
Rv0283,1,0.7694291472434998,,0,,0.0,,0,ortholog_prior_alone
Rv0284,1,0.7150333523750305,,0,,0.0,,0,ortholog_prior_alone
Rv0285,1,0.7313392758369446,,0,,0.0,,0,ortholog_prior_alone
Rv0286,1,0.5912852883338928,,0,,0.0,,0,ortholog_prior_alone
Rv0289,1,0.5590387582778931,,0,,0.0,,0,ortholog_prior_alone
Rv0290,1,0.5941901803016663,,0,,0.0,,0,ortholog_prior_alone
Rv0291,1,0.6606964468955994,,0,,0.0,,0,ortholog_prior_alone
Rv0292,1,0.7127416729927063,,0,,0.0,,0,ortholog_prior_alone
Rv0293c,0,0.30777600407600403,,0,,0.0,,0,ortholog_prior_alone
Rv0294,0,0.6733954548835754,,0,,0.0,,0,ortholog_prior_alone
Rv0295c,0,0.2737758755683899,,0,,0.0,,0,ortholog_prior_alone
Rv0296c,0,0.31062251329421997,,0,,0.0,,0,ortholog_prior_alone
Rv0297,0,0.2541617453098297,,0,,0.0,,0,ortholog_prior_alone
Rv0298,0,0.5383839011192322,,0,,0.0,,0,ortholog_prior_alone
Rv0299,0,0.339648962020874,,0,,0.0,,0,ortholog_prior_alone
Rv0300,0,0.4477495849132538,,0,,0.0,,0,ortholog_prior_alone
Rv0301,0,0.27634501457214355,,0,,0.0,,0,ortholog_prior_alone
Rv0302,0,0.34175780415534973,,0,,0.0,,0,ortholog_prior_alone
Rv0303,0,0.4405921399593353,,0,,0.0,,0,ortholog_prior_alone
Rv0304c,0,0.5532188415527344,,0,,0.0,,0,ortholog_prior_alone
Rv0305c,0,0.368104487657547,,0,,0.0,,0,ortholog_prior_alone
Rv0306,0,0.41242268681526184,,0,,0.0,,0,ortholog_prior_alone
Rv0307c,0,0.5425266027450562,,0,,0.0,,0,ortholog_prior_alone
Rv0308,0,0.6246429085731506,,0,,0.0,,0,ortholog_prior_alone
Rv0309,0,0.5056478381156921,,0,,0.0,,0,ortholog_prior_alone
Rv0310c,0,0.29469409584999084,,0,,0.0,,0,ortholog_prior_alone
Rv0311,0,0.41340547800064087,,0,,0.0,,0,ortholog_prior_alone
Rv0312,0,0.4986458718776703,,0,,0.0,,0,ortholog_prior_alone
Rv0316,0,0.5671044588088989,,0,,0.0,,0,ortholog_prior_alone
Rv0317c,0,0.6212198734283447,,0,,0.0,,0,ortholog_prior_alone
Rv0318c,0,0.46571066975593567,,0,,0.0,,0,ortholog_prior_alone
Rv0319,0,0.5636575818061829,,0,,0.0,,0,ortholog_prior_alone
Rv0320,0,0.49650412797927856,,0,,0.0,,0,ortholog_prior_alone
Rv0321,0,0.3378489315509796,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0322,0,0.32975369691848755,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0323c,0,0.35536250472068787,,0,,0.0,,0,ortholog_prior_alone
Rv0324,0,0.49517399072647095,,0,,0.0,,0,ortholog_prior_alone
Rv0325,0,0.30412113666534424,,0,,0.0,,0,ortholog_prior_alone
Rv0326,0,0.24387051165103912,,0,,0.0,,0,ortholog_prior_alone
Rv0327c,0,0.5424343943595886,,0,,0.0,,0,ortholog_prior_alone
Rv0328,0,0.4923486113548279,,0,,0.0,,0,ortholog_prior_alone
Rv0329c,0,0.2980647385120392,,0,,0.0,,0,ortholog_prior_alone
Rv0330c,0,0.3186931908130646,,0,,0.0,,0,ortholog_prior_alone
Rv0331,0,0.476962149143219,,0,,0.0,,0,ortholog_prior_alone
Rv0332,0,0.45073527097702026,,0,,0.0,,0,ortholog_prior_alone
Rv0333,0,0.6295090913772583,,0,,0.0,,0,ortholog_prior_alone
Rv0334,1,0.7330832481384277,0.0,3,,0.0,,0,ortholog_prior_alone
Rv0337c,1,0.5451565980911255,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0338c,1,0.35269418358802795,,0,,0.0,,0,ortholog_prior_alone
Rv0339c,0,0.574760377407074,,0,,0.0,,0,ortholog_prior_alone
Rv0340,0,0.30510076880455017,,0,,0.0,,0,ortholog_prior_alone
Rv0341,0,0.6826595664024353,,0,,0.0,,0,ortholog_prior_alone
Rv0342,0,0.6729158163070679,,0,,0.0,,0,ortholog_prior_alone
Rv0343,0,0.7302789092063904,,0,,0.0,,0,ortholog_prior_alone
Rv0344c,0,0.35890188813209534,,0,,0.0,,0,ortholog_prior_alone
Rv0345,0,0.4704909026622772,,0,,0.0,,0,ortholog_prior_alone
Rv0346c,0,0.320401668548584,,0,,0.0,,0,ortholog_prior_alone
Rv0348,0,0.3051545023918152,,0,,0.0,,0,ortholog_prior_alone
Rv0349,0,0.3914894461631775,,0,,0.0,,0,ortholog_prior_alone
Rv0350,1,0.7473817467689514,0.7142857142857143,7,1.0,0.8,JCVISYN3A_0542,0,ortholog_prior_alone
Rv0351,1,0.742399275302887,,0,,0.0,,0,ortholog_prior_alone
Rv0352,0,0.6403142213821411,0.6666666666666666,3,1.0,0.8,JCVISYN3A_0541,0,ortholog_prior_alone
Rv0353,0,0.5862841606140137,,0,,0.0,,0,ortholog_prior_alone
Rv0356c,0,0.4329196512699127,,0,,0.0,,0,ortholog_prior_alone
Rv0357c,1,0.557112455368042,0.3333333333333333,3,,0.0,,0,ortholog_prior_alone
Rv0359,0,0.44895434379577637,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0360c,0,0.302336722612381,,0,,0.0,,0,ortholog_prior_alone
Rv0361,0,0.5610961318016052,,0,,0.0,,0,ortholog_prior_alone
Rv0362,0,0.553122341632843,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0363c,1,0.439666211605072,1.0,3,,0.0,,0,ortholog_prior_alone
Rv0364,1,0.47885605692863464,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0365c,0,0.5925393104553223,,0,,0.0,,0,ortholog_prior_alone
Rv0366c,0,0.7021304965019226,,0,,0.0,,0,ortholog_prior_alone
Rv0367c,0,0.5103689432144165,,0,,0.0,,0,ortholog_prior_alone
Rv0368c,0,0.28524890542030334,,0,,0.0,,0,ortholog_prior_alone
Rv0369c,0,0.5949774384498596,,0,,0.0,,0,ortholog_prior_alone
Rv0370c,0,0.6677999496459961,0.0,2,,0.0,,0,ortholog_prior_alone
Rv0371c,0,0.7469843029975891,,0,,0.0,,0,ortholog_prior_alone
Rv0372c,0,0.7515774369239807,,0,,0.0,,0,ortholog_prior_alone
Rv0373c,0,0.7695287466049194,,0,,0.0,,0,ortholog_prior_alone
Rv0374c,0,0.7468231320381165,0.0,1,,0.0,,0,ortholog_prior_alone
Rv0375c,0,0.7145993113517761,,0,,0.0,,0,ortholog_prior_alone
