gene,ensg,fba_essential,hart_truth,subsystem,druggability
ECHS1,ENSG00000127884,0,,Arachidonic acid metabolism,0.9
ECI1,ENSG00000167969,0,,Fatty acid oxidation,0.9
ECI2,ENSG00000198721,0,,Fatty acid oxidation,0.9
EEF1A1,ENSG00000156508,0,,Nucleotide metabolism,0.9
EEF2,ENSG00000167658,0,1,Nucleotide metabolism,0.9
EFL1,ENSG00000140598,0,,Nucleotide metabolism,0.9
EGFL8,ENSG00000241404,0,,Fatty acid biosynthesis,0.9
EHHADH,ENSG00000113790,0,,Fatty acid oxidation,0.9
EHMT1,ENSG00000181090,0,,Lysine metabolism,0.9
EHMT2,ENSG00000204371,0,,Lysine metabolism,0.9
ELOVL1,ENSG00000066322,0,,Fatty acid elongation (even-chain),0.9
ELOVL2,ENSG00000197977,0,,Fatty acid biosynthesis,0.9
ELOVL3,ENSG00000119915,0,,Fatty acid elongation (even-chain),0.9
ELOVL4,ENSG00000118402,0,,Fatty acid biosynthesis,0.9
ELOVL5,ENSG00000012660,0,,Fatty acid biosynthesis,0.9
ELOVL6,ENSG00000170522,0,,Fatty acid biosynthesis,0.9
ELOVL7,ENSG00000164181,0,,Fatty acid elongation (even-chain),0.9
ENGASE,ENSG00000167280,0,,N-glycan metabolism,0.9
ENO1,ENSG00000074800,0,,Glycolysis / Gluconeogenesis,0.9
ENO2,ENSG00000111674,0,,Glycolysis / Gluconeogenesis,0.9
ENO3,ENSG00000108515,0,,Glycolysis / Gluconeogenesis,0.9
ENOPH1,ENSG00000145293,0,,Cysteine and methionine metabolism,0.9
ENPP1,ENSG00000197594,0,,Starch and sucrose metabolism,0.9
ENPP2,ENSG00000136960,0,,Ether lipid metabolism,0.9
ENPP3,ENSG00000154269,0,,Starch and sucrose metabolism,0.9
ENPP6,ENSG00000164303,0,,Ether lipid metabolism,0.9
ENPP7,ENSG00000182156,0,,Sphingolipid metabolism,0.9
ENTPD1,ENSG00000138185,0,,Pyrimidine metabolism,0.9
ENTPD2,ENSG00000054179,0,,Purine metabolism,0.9
ENTPD3,ENSG00000168032,0,,Pyrimidine metabolism,0.9
ENTPD4,ENSG00000197217,0,,Pyrimidine metabolism,0.9
ENTPD5,ENSG00000187097,0,,Purine metabolism,0.9
ENTPD6,ENSG00000197586,0,,Purine metabolism,0.9
ENTPD8,ENSG00000188833,0,,Pyrimidine metabolism,0.9
EP300,ENSG00000100393,0,,Isolated,0.9
EPHX1,ENSG00000143819,0,,Arachidonic acid metabolism,0.9
EPHX2,ENSG00000120915,0,,Arachidonic acid metabolism,0.9
EPX,ENSG00000121053,0,,Estrogen metabolism,0.9
ESCO1,ENSG00000141446,0,,Leukotriene metabolism,0.9
ESCO2,ENSG00000171320,0,,Transport reactions,0.9
ESD,ENSG00000139684,0,,Glutathione metabolism,0.9
ETFA,ENSG00000140374,0,,Oxidative phosphorylation,0.9
ETFB,ENSG00000105379,0,,Oxidative phosphorylation,0.9
ETFDH,ENSG00000171503,0,,Oxidative phosphorylation,0.9
ETHE1,ENSG00000105755,0,,Sulfur metabolism,0.9
ETNK1,ENSG00000139163,0,,Glycerophospholipid metabolism,0.9
ETNK2,ENSG00000143845,0,,Glycerophospholipid metabolism,0.9
ETNPPL,ENSG00000164089,0,,Glycerolipid metabolism,0.9
EXT1,ENSG00000182197,0,,Chondroitin / heparan sulfate biosynthes,0.9
EXT2,ENSG00000151348,0,,Chondroitin / heparan sulfate biosynthes,0.9
EXTL1,ENSG00000158008,0,,Chondroitin / heparan sulfate biosynthes,0.9
EXTL2,ENSG00000162694,0,,Chondroitin / heparan sulfate biosynthes,0.9
EXTL3,ENSG00000012232,0,,Chondroitin / heparan sulfate biosynthes,0.9
EZH1,ENSG00000108799,0,,Lysine metabolism,0.9
EZH2,ENSG00000106462,0,,Lysine metabolism,0.9
F13A1,ENSG00000124491,0,,Isolated,0.9
F13B,ENSG00000143278,0,0,Isolated,0.9
F2,ENSG00000180210,0,,Protein assembly,0.9
FAAH,ENSG00000117480,0,,Arachidonic acid metabolism,0.9
FAAH2,ENSG00000165591,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
FABP1,ENSG00000163586,0,,Transport reactions,0.9
FABP12,ENSG00000197416,0,,Transport reactions,0.9
FABP2,ENSG00000145384,0,0,Transport reactions,0.9
FABP3,ENSG00000121769,0,,Transport reactions,0.9
FABP4,ENSG00000170323,0,,Transport reactions,0.9
FABP5,ENSG00000164687,0,,Transport reactions,0.9
FABP6,ENSG00000170231,0,,Transport reactions,0.9
FABP7,ENSG00000164434,0,,Transport reactions,0.9
FABP9,ENSG00000205186,0,,Transport reactions,0.9
FADS1,ENSG00000149485,0,,Fatty acid biosynthesis,0.9
FADS2,ENSG00000134824,0,,Fatty acid biosynthesis,0.9
FADS3,ENSG00000221968,0,,Fatty acid desaturation (even-chain),0.9
FAH,ENSG00000103876,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
FAHD1,ENSG00000180185,0,,Miscellaneous,0.9
FAM20B,ENSG00000116199,0,,Fructose and mannose metabolism,0.9
FAM227B,ENSG00000166262,0,,Galactose metabolism,0.9
FANCL,ENSG00000115392,0,,Isolated,0.9
FAR1,ENSG00000197601,0,,Ether lipid metabolism,0.9
FAR2,ENSG00000064763,0,,Ether lipid metabolism,0.9
FASN,ENSG00000169710,0,,Fatty acid biosynthesis,0.9
FAXDC2,ENSG00000170271,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
FBP1,ENSG00000165140,0,,Glycolysis / Gluconeogenesis,0.9
FBP2,ENSG00000130957,0,,Glycolysis / Gluconeogenesis,0.9
FCSK,ENSG00000157353,0,,Fructose and mannose metabolism,0.9
FDFT1,ENSG00000079459,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
FDPS,ENSG00000160752,0,,Cholesterol metabolism,0.9
FDX1,ENSG00000137714,0,,Lipoic acid metabolism,0.9
FDX2,ENSG00000267673,0,,Sulfur metabolism,0.9
FDXR,ENSG00000161513,0,,Lipoic acid metabolism,0.9
FECH,ENSG00000066926,0,,Porphyrin metabolism,0.9
FGA,ENSG00000171560,0,,Protein assembly,0.9
FGGY,ENSG00000172456,0,,Fructose and mannose metabolism,0.9
FH,ENSG00000091483,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
FHIT,ENSG00000189283,0,,Isolated,0.9
FIG4,ENSG00000112367,0,,Inositol phosphate metabolism,0.9
FITM1,ENSG00000139914,0,,Pool reactions,0.9
FITM2,ENSG00000197296,0,,Pool reactions,0.9
FKBP10,ENSG00000141756,0,,Isolated,0.9
FKBP11,ENSG00000134285,0,,Isolated,0.9
FKBP14,ENSG00000106080,0,,Isolated,0.9
FKBP1A,ENSG00000088832,0,,Isolated,0.9
FKBP1B,ENSG00000119782,0,,Isolated,0.9
FKBP2,ENSG00000173486,0,,Isolated,0.9
FKBP3,ENSG00000100442,0,,Isolated,0.9
FKBP4,ENSG00000004478,0,,Isolated,0.9
FKBP5,ENSG00000096060,0,,Isolated,0.9
FKBP6,ENSG00000077800,0,,Isolated,0.9
FKBP7,ENSG00000079150,0,,Isolated,0.9
FKBP8,ENSG00000105701,0,,Isolated,0.9
FKBP9,ENSG00000122642,0,,Isolated,0.9
FLAD1,ENSG00000160688,0,,Riboflavin metabolism,0.9
FMO1,ENSG00000010932,0,,Metabolism of other amino acids,0.9
FMO2,ENSG00000094963,0,,Metabolism of other amino acids,0.9
FMO3,ENSG00000007933,0,,Metabolism of other amino acids,0.9
FMO4,ENSG00000076258,0,,Metabolism of other amino acids,0.9
FMO5,ENSG00000131781,0,,Metabolism of other amino acids,0.9
FN3K,ENSG00000167363,0,,Fructose and mannose metabolism,0.9
FN3KRP,ENSG00000141560,0,,Isolated,0.9
FNTA,ENSG00000168522,0,1,Terpenoid backbone biosynthesis,0.9
FNTB,ENSG00000257365,0,1,Terpenoid backbone biosynthesis,0.9
FOLR1,ENSG00000110195,0,,Transport reactions,0.9
FOLR2,ENSG00000165457,0,,Transport reactions,0.9
FOLR3,ENSG00000110203,0,,Transport reactions,0.9
FPGS,ENSG00000136877,0,,"Glycine, serine and threonine metabolism",0.9
FPGT,ENSG00000254685,0,,Fructose and mannose metabolism,0.9
FTCD,ENSG00000160282,0,,Folate metabolism,0.9
FTH1,ENSG00000167996,0,,Porphyrin metabolism,0.9
FTMT,ENSG00000181867,0,,Porphyrin metabolism,0.9
FUCA1,ENSG00000179163,0,,Keratan sulfate degradation,0.9
FUCA2,ENSG00000001036,0,,Keratan sulfate degradation,0.9
FUT1,ENSG00000174951,0,,Glycosphingolipid biosynthesis-globo ser,0.9
FUT10,ENSG00000172728,0,,Glycosphingolipid metabolism,0.9
FUT11,ENSG00000196968,0,,Sphingolipid metabolism,0.9
FUT2,ENSG00000176920,0,,Glycosphingolipid biosynthesis-globo ser,0.9
FUT3,ENSG00000171124,0,,Glycosphingolipid biosynthesis-lacto and,0.9
FUT4,ENSG00000196371,0,,Glycosphingolipid biosynthesis-lacto and,0.9
FUT5,ENSG00000130383,0,0,Glycosphingolipid biosynthesis-lacto and,0.9
FUT6,ENSG00000156413,0,,Glycosphingolipid biosynthesis-lacto and,0.9
FUT7,ENSG00000180549,0,,Glycosphingolipid biosynthesis-lacto and,0.9
FUT8,ENSG00000033170,0,,N-glycan metabolism,0.9
FUT9,ENSG00000172461,0,0,Glycosphingolipid biosynthesis-lacto and,0.9
FXN,ENSG00000165060,0,,Porphyrin metabolism,0.9
FXYD2,ENSG00000137731,0,,Transport reactions,0.9
G6PC1,ENSG00000131482,0,,Glycolysis / Gluconeogenesis,0.9
G6PC2,ENSG00000152254,0,,Glycolysis / Gluconeogenesis,0.9
G6PC3,ENSG00000141349,0,,Glycolysis / Gluconeogenesis,0.9
G6PD,ENSG00000160211,0,,Pentose phosphate pathway,0.9
GAA,ENSG00000171298,0,,Starch and sucrose metabolism,0.9
GAD1,ENSG00000128683,0,,Bile acid biosynthesis,0.9
GAD2,ENSG00000136750,0,,Beta-alanine metabolism,0.9
GAL3ST1,ENSG00000128242,0,,Glycosphingolipid metabolism,0.9
GAL3ST2,ENSG00000154252,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
GAL3ST4,ENSG00000197093,0,,Serotonin and melatonin biosynthesis,0.9
GALC,ENSG00000054983,0,,Glycosphingolipid metabolism,0.9
GALE,ENSG00000117308,0,,Galactose metabolism,0.9
GALK1,ENSG00000108479,0,,Galactose metabolism,0.9
GALK2,ENSG00000156958,0,,Galactose metabolism,0.9
GALM,ENSG00000143891,0,,Glycolysis / Gluconeogenesis,0.9
GALNS,ENSG00000141012,0,,Keratan sulfate degradation,0.9
GALNT1,ENSG00000141429,0,,O-glycan metabolism,0.9
GALNT10,ENSG00000164574,0,,O-glycan metabolism,0.9
GALNT11,ENSG00000178234,0,,O-glycan metabolism,0.9
GALNT12,ENSG00000119514,0,,O-glycan metabolism,0.9
GALNT13,ENSG00000144278,0,,O-glycan metabolism,0.9
GALNT14,ENSG00000158089,0,,O-glycan metabolism,0.9
GALNT15,ENSG00000131386,0,,O-glycan metabolism,0.9
GALNT16,ENSG00000100626,0,,O-glycan metabolism,0.9
GALNT17,ENSG00000185274,0,,O-glycan metabolism,0.9
GALNT18,ENSG00000110328,0,,O-glycan metabolism,0.9
GALNT2,ENSG00000143641,0,,O-glycan metabolism,0.9
GALNT3,ENSG00000115339,0,,O-glycan metabolism,0.9
GALNT4,ENSG00000257594,0,,O-glycan metabolism,0.9
GALNT5,ENSG00000136542,0,,O-glycan metabolism,0.9
GALNT6,ENSG00000139629,0,,O-glycan metabolism,0.9
GALNT7,ENSG00000109586,0,,Sphingolipid metabolism,0.9
GALNT8,ENSG00000130035,0,,O-glycan metabolism,0.9
GALNT9,ENSG00000182870,0,,O-glycan metabolism,0.9
GALNTL6,ENSG00000174473,0,,O-glycan metabolism,0.9
GALT,ENSG00000213930,0,,Galactose metabolism,0.9
GAMT,ENSG00000130005,0,,Arginine and proline metabolism,0.9
GANAB,ENSG00000089597,0,,N-glycan metabolism,0.9
GANC,ENSG00000214013,0,,Starch and sucrose metabolism,0.9
GAPDH,ENSG00000111640,0,1,Glycolysis / Gluconeogenesis,0.9
GAPDHS,ENSG00000105679,0,,Glycolysis / Gluconeogenesis,0.9
GART,ENSG00000159131,0,1,Purine metabolism,0.9
GATM,ENSG00000171766,0,,"Glycine, serine and threonine metabolism",0.9
GBA,ENSG00000177628,0,,Sphingolipid metabolism,0.9
GBA2,ENSG00000070610,0,,Sphingolipid metabolism,0.9
GBA3,ENSG00000249948,0,,Sphingolipid metabolism,0.9
GBE1,ENSG00000114480,0,,Starch and sucrose metabolism,0.9
GBGT1,ENSG00000148288,0,,Sphingolipid metabolism,0.9
GC,ENSG00000145321,0,,Vitamin D metabolism,0.9
GCAT,ENSG00000100116,0,,"Glycine, serine and threonine metabolism",0.9
GCDH,ENSG00000105607,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
GCH1,ENSG00000131979,0,,Biopterin metabolism,0.9
GCK,ENSG00000106633,0,,Glycolysis / Gluconeogenesis,0.9
GCLC,ENSG00000001084,0,,Glutathione metabolism,0.9
GCLM,ENSG00000023909,0,,Glutathione metabolism,0.9
GCNT1,ENSG00000187210,0,,O-glycan metabolism,0.9
GCNT2,ENSG00000111846,0,,Glycosphingolipid biosynthesis-lacto and,0.9
GCNT3,ENSG00000140297,0,,O-glycan metabolism,0.9
GCNT4,ENSG00000176928,0,,O-glycan metabolism,0.9
GCNT7,ENSG00000124091,0,,Sphingolipid metabolism,0.9
GCSH,ENSG00000140905,0,,Lipoic acid metabolism,0.9
GDA,ENSG00000119125,0,,Purine metabolism,0.9
GDE1,ENSG00000006007,0,,Isolated,0.9
GDPD2,ENSG00000130055,0,,Isolated,0.9
GFM1,ENSG00000168827,0,1,Nucleotide metabolism,0.9
GFM2,ENSG00000164347,0,,Nucleotide metabolism,0.9
GFPT1,ENSG00000198380,0,,Amino sugar and nucleotide sugar metabol,0.9
GFPT2,ENSG00000131459,0,,Amino sugar and nucleotide sugar metabol,0.9
GFUS,ENSG00000104522,0,,Fructose and mannose metabolism,0.9
GGACT,ENSG00000134864,0,,Glutathione metabolism,0.9
GGCT,ENSG00000006625,0,,Glutathione metabolism,0.9
GGH,ENSG00000137563,0,,"Glycine, serine and threonine metabolism",0.9
GGPS1,ENSG00000152904,0,1,Cholesterol metabolism,0.9
GGT1,ENSG00000100031,0,,Leukotriene metabolism,0.9
GGT5,ENSG00000099998,0,,Leukotriene metabolism,0.9
GGT6,ENSG00000167741,0,,Leukotriene metabolism,0.9
GGT7,ENSG00000131067,0,,Leukotriene metabolism,0.9
GGTLC1,ENSG00000149435,0,,Leukotriene metabolism,0.9
GGTLC2,ENSG00000100121,0,,Leukotriene metabolism,0.9
GGTLC3,ENSG00000274252,0,,Omega-3 fatty acid metabolism,0.9
GK,ENSG00000198814,0,,Glycerophospholipid metabolism,0.9
GK2,ENSG00000196475,0,0,Glycerophospholipid metabolism,0.9
GK3P,ENSG00000229894,0,,Glycerophospholipid metabolism,0.9
GK5,ENSG00000175066,0,,Glycerophospholipid metabolism,0.9
GLA,ENSG00000102393,0,,Glycosphingolipid biosynthesis-globo ser,0.9
GLB1,ENSG00000170266,0,,Sphingolipid metabolism,0.9
GLB1L,ENSG00000163521,0,,Sphingolipid metabolism,0.9
GLCE,ENSG00000138604,0,,Chondroitin / heparan sulfate biosynthes,0.9
GLDC,ENSG00000178445,0,,"Glycine, serine and threonine metabolism",0.9
GLO1,ENSG00000124767,0,,Pyruvate metabolism,0.9
GLOD4,ENSG00000167699,0,,Pyruvate metabolism,0.9
GLRX,ENSG00000173221,0,,Ascorbate and aldarate metabolism,0.9
GLRX2,ENSG00000023572,0,,Ascorbate and aldarate metabolism,0.9
GLRX5,ENSG00000182512,0,,Sulfur metabolism,0.9
GLS,ENSG00000115419,0,,"Alanine, aspartate and glutamate metabol",0.9
GLS2,ENSG00000135423,0,,"Alanine, aspartate and glutamate metabol",0.9
GLT6D1,ENSG00000204007,0,0,Sphingolipid metabolism,0.9
GLT8D1,ENSG00000016864,0,,Sphingolipid metabolism,0.9
GLT8D2,ENSG00000120820,0,,Sphingolipid metabolism,0.9
GLTP,ENSG00000139433,0,,Transport reactions,0.9
GLUD1,ENSG00000148672,0,,"Alanine, aspartate and glutamate metabol",0.9
GLUD2,ENSG00000182890,0,,"Alanine, aspartate and glutamate metabol",0.9
GLUL,ENSG00000135821,0,,"Alanine, aspartate and glutamate metabol",0.9
GLYAT,ENSG00000149124,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
GLYATL1,ENSG00000166840,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
GLYATL2,ENSG00000156689,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
GLYCTK,ENSG00000168237,0,,"Glycine, serine and threonine metabolism",0.9
GM2A,ENSG00000196743,0,,Glycosphingolipid metabolism,0.9
GMDS,ENSG00000112699,0,,Fructose and mannose metabolism,0.9
GMPPA,ENSG00000144591,0,,Fructose and mannose metabolism,0.9
GMPPB,ENSG00000173540,0,1,Fructose and mannose metabolism,0.9
GMPR,ENSG00000137198,0,,Purine metabolism,0.9
GMPR2,ENSG00000100938,0,,Purine metabolism,0.9
GMPS,ENSG00000163655,0,1,Purine metabolism,0.9
GNE,ENSG00000159921,0,,Amino sugar and nucleotide sugar metabol,0.9
GNMT,ENSG00000124713,0,,"Glycine, serine and threonine metabolism",0.9
GNPAT,ENSG00000116906,0,,Ether lipid metabolism,0.9
GNPDA1,ENSG00000113552,0,,Amino sugar and nucleotide sugar metabol,0.9
GNPDA2,ENSG00000163281,0,,Amino sugar and nucleotide sugar metabol,0.9
GNPNAT1,ENSG00000100522,0,,Amino sugar and nucleotide sugar metabol,0.9
GNPTAB,ENSG00000111670,0,,Isolated,0.9
GNS,ENSG00000135677,0,,Heparan sulfate degradation,0.9
GOT1,ENSG00000120053,0,,"Alanine, aspartate and glutamate metabol",0.9
GOT1L1,ENSG00000169154,0,0,"Alanine, aspartate and glutamate metabol",0.9
GOT2,ENSG00000125166,0,,Phenylalanine metabolism,0.9
GPAA1,ENSG00000197858,0,,Phosphatidylinositol phosphate metabolis,0.9
GPAM,ENSG00000119927,0,,Glycerolipid metabolism,0.9
GPAT2,ENSG00000186281,0,,Glycerolipid metabolism,0.9
GPAT3,ENSG00000138678,0,,Glycerolipid metabolism,0.9
GPAT4,ENSG00000158669,0,,Glycerolipid metabolism,0.9
GPCPD1,ENSG00000125772,0,,Glycerophospholipid metabolism,0.9
GPD1,ENSG00000167588,0,,Glycerophospholipid metabolism,0.9
GPD1L,ENSG00000152642,0,,Glycerophospholipid metabolism,0.9
GPD2,ENSG00000115159,0,,Acylglycerides metabolism,0.9
GPHN,ENSG00000171723,0,,Folate metabolism,0.9
GPI,ENSG00000105220,0,,Glycolysis / Gluconeogenesis,0.9
GPIHBP1,ENSG00000277494,0,,Acylglycerides metabolism,0.9
GPLD1,ENSG00000112293,0,,Glycosylphosphatidylinositol (GPI)-ancho,0.9
GPT,ENSG00000167701,0,,"Alanine, aspartate and glutamate metabol",0.9
GPT2,ENSG00000166123,0,,"Alanine, aspartate and glutamate metabol",0.9
GPX1,ENSG00000233276,0,,Arachidonic acid metabolism,0.9
GPX2,ENSG00000176153,0,,Arachidonic acid metabolism,0.9
GPX3,ENSG00000211445,0,,Arachidonic acid metabolism,0.9
GPX4,ENSG00000167468,0,,Arachidonic acid metabolism,0.9
GPX5,ENSG00000224586,0,0,Arachidonic acid metabolism,0.9
GPX6,ENSG00000198704,0,0,Arachidonic acid metabolism,0.9
GPX7,ENSG00000116157,0,,Arachidonic acid metabolism,0.9
GPX8,ENSG00000164294,0,,Arachidonic acid metabolism,0.9
GRHPR,ENSG00000137106,0,,Tricarboxylic acid cycle and glyoxylate/,0.9
GRK1,ENSG00000185974,0,0,Isolated,0.9
GRK2,ENSG00000173020,0,,Isolated,0.9
GRK3,ENSG00000100077,0,,Isolated,0.9
GRK7,ENSG00000114124,0,,Isolated,0.9
GSR,ENSG00000104687,0,,Glutathione metabolism,0.9
GSS,ENSG00000100983,0,,Glutathione metabolism,0.9
GSTA1,ENSG00000243955,0,,Arachidonic acid metabolism,0.9
GSTA2,ENSG00000244067,0,,Arachidonic acid metabolism,0.9
GSTA3,ENSG00000174156,0,,Arachidonic acid metabolism,0.9
GSTA4,ENSG00000170899,0,,Arachidonic acid metabolism,0.9
GSTA5,ENSG00000182793,0,0,Arachidonic acid metabolism,0.9
GSTK1,ENSG00000197448,0,,Arachidonic acid metabolism,0.9
GSTM1,ENSG00000134184,0,,Arachidonic acid metabolism,0.9
GSTM2,ENSG00000213366,0,,Arachidonic acid metabolism,0.9
GSTM3,ENSG00000134202,0,,Arachidonic acid metabolism,0.9
GSTM4,ENSG00000168765,0,,Arachidonic acid metabolism,0.9
GSTM5,ENSG00000134201,0,,Arachidonic acid metabolism,0.9
GSTO1,ENSG00000148834,0,,Arachidonic acid metabolism,0.9
GSTO2,ENSG00000065621,0,,Arachidonic acid metabolism,0.9
GSTP1,ENSG00000084207,0,,Arachidonic acid metabolism,0.9
GSTT2B,ENSG00000133433,0,,Arachidonic acid metabolism,0.9
GSTZ1,ENSG00000100577,0,,Arachidonic acid metabolism,0.9
GTF3C4,ENSG00000125484,0,,Isolated,0.9
GUCY1A1,ENSG00000164116,0,,Purine metabolism,0.9
GUCY1A2,ENSG00000152402,0,,Purine metabolism,0.9
GUCY1B1,ENSG00000061918,0,,Purine metabolism,0.9
GUCY2C,ENSG00000070019,0,,Purine metabolism,0.9
GUCY2D,ENSG00000132518,0,,Purine metabolism,0.9
GUCY2F,ENSG00000101890,0,0,Purine metabolism,0.9
GUK1,ENSG00000143774,0,1,Purine metabolism,0.9
GUSB,ENSG00000169919,0,,Miscellaneous,0.9
GYG1,ENSG00000163754,0,,Starch and sucrose metabolism,0.9
GYG2,ENSG00000056998,0,,Starch and sucrose metabolism,0.9
GYS1,ENSG00000104812,0,,Starch and sucrose metabolism,0.9
GYS2,ENSG00000111713,0,,Starch and sucrose metabolism,0.9
H6PD,ENSG00000049239,0,,Pentose phosphate pathway,0.9
HAAO,ENSG00000162882,0,,Nicotinate and nicotinamide metabolism,0.9
HACD1,ENSG00000165996,0,,Fatty acid elongation (even-chain),0.9
HACD2,ENSG00000206527,0,,Fatty acid elongation (even-chain),0.9
HACD3,ENSG00000074696,0,,Fatty acid elongation (even-chain),0.9
HACD4,ENSG00000188921,0,,Fatty acid elongation (even-chain),0.9
HACE1,ENSG00000085382,0,,Isolated,0.9
HACL1,ENSG00000131373,0,,Fatty acid oxidation,0.9
HADH,ENSG00000138796,0,,Arachidonic acid metabolism,0.9
HADHA,ENSG00000084754,0,,Fatty acid oxidation,0.9
HADHB,ENSG00000138029,0,,Fatty acid oxidation,0.9
HAGH,ENSG00000063854,0,,Pyruvate metabolism,0.9
HAGHL,ENSG00000103253,0,,Pyruvate metabolism,0.9
HAL,ENSG00000084110,0,,Histidine metabolism,0.9
HAO1,ENSG00000101323,0,0,"Glycine, serine and threonine metabolism",0.9
HAS1,ENSG00000105509,0,,Transport reactions,0.9
HAS2,ENSG00000170961,0,,Transport reactions,0.9
HAS3,ENSG00000103044,0,,Transport reactions,0.9
HAT1,ENSG00000128708,0,,Isolated,0.9
HCCS,ENSG00000004961,0,,Porphyrin metabolism,0.9
HCN1,ENSG00000164588,0,,Transport reactions,0.9
HCN4,ENSG00000138622,0,,Transport reactions,0.9
HDC,ENSG00000140287,0,,Histidine metabolism,0.9
HDLBP,ENSG00000115677,0,,Transport reactions,0.9
HECTD1,ENSG00000092148,0,,Isolated,0.9
HECTD2,ENSG00000165338,0,,Isolated,0.9
HECTD3,ENSG00000126107,0,,Isolated,0.9
HECW1,ENSG00000002746,0,,Isolated,0.9
HECW2,ENSG00000138411,0,,Isolated,0.9
HEPH,ENSG00000089472,0,,Transport reactions,0.9
HERC1,ENSG00000103657,0,,Isolated,0.9
HERC2,ENSG00000128731,0,,Isolated,0.9
HERC3,ENSG00000138641,0,,Isolated,0.9
HERC4,ENSG00000148634,0,,Isolated,0.9
HEXA,ENSG00000213614,0,,Glycosphingolipid metabolism,0.9
HEXB,ENSG00000049860,0,,Glycosphingolipid metabolism,0.9
HEXD,ENSG00000169660,0,,Glycosphingolipid metabolism,0.9
HGD,ENSG00000113924,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
HGSNAT,ENSG00000165102,0,,Heparan sulfate degradation,0.9
HIBADH,ENSG00000106049,0,,"Valine, leucine, and isoleucine metaboli",0.9
HIBCH,ENSG00000198130,0,,Beta-alanine metabolism,0.9
HIF1A,ENSG00000100644,0,,Transport reactions,0.9
HIF1AN,ENSG00000166135,0,,Isolated,0.9
HIGD2A,ENSG00000146066,0,,Fatty acid elongation (even-chain),0.9
HIRIP3,ENSG00000149929,0,,Fatty acid biosynthesis,0.9
HK1,ENSG00000156515,0,,Fructose and mannose metabolism,0.9
HK2,ENSG00000159399,0,,Fructose and mannose metabolism,0.9
HK3,ENSG00000160883,0,,Fructose and mannose metabolism,0.9
HKDC1,ENSG00000156510,0,,Fructose and mannose metabolism,0.9
HLCS,ENSG00000159267,0,,Biotin metabolism,0.9
HLTF,ENSG00000071794,0,,Isolated,0.9
HMBS,ENSG00000256269,0,,Porphyrin metabolism,0.9
HMGCL,ENSG00000117305,0,,Cholesterol metabolism,0.9
HMGCLL1,ENSG00000146151,0,,Cholesterol metabolism,0.9
HMGCR,ENSG00000113161,0,,Cholesterol biosynthesis 1 (Bloch pathwa,0.9
HMGCS1,ENSG00000112972,0,,Cholesterol metabolism,0.9
HMGCS2,ENSG00000134240,0,,Terpenoid backbone biosynthesis,0.9
HMOX1,ENSG00000100292,0,,Heme degradation,0.9
HMOX2,ENSG00000103415,0,,Heme degradation,0.9
HNMT,ENSG00000150540,0,,Sulfur metabolism,0.9
HOGA1,ENSG00000241935,0,,Arginine and proline metabolism,0.9
HPD,ENSG00000158104,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
HPGD,ENSG00000164120,0,,Leukotriene metabolism,0.9
HPGDS,ENSG00000163106,0,,Arachidonic acid metabolism,0.9
HPRT1,ENSG00000165704,0,,Purine metabolism,0.9
HPS3,ENSG00000163755,0,,Porphyrin metabolism,0.9
HPSE,ENSG00000173083,0,,Heparan sulfate degradation,0.9
HPSE2,ENSG00000172987,0,,Heparan sulfate degradation,0.9
HS2ST1,ENSG00000153936,0,,Serotonin and melatonin biosynthesis,0.9
HS3ST1,ENSG00000002587,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS3ST2,ENSG00000122254,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS3ST3A1,ENSG00000153976,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS3ST3B1,ENSG00000125430,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS3ST4,ENSG00000182601,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS3ST5,ENSG00000249853,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS3ST6,ENSG00000162040,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS6ST1,ENSG00000136720,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS6ST2,ENSG00000171004,0,,Chondroitin / heparan sulfate biosynthes,0.9
HS6ST3,ENSG00000185352,0,,"Phenylalanine, tyrosine and tryptophan b",0.9
HSCB,ENSG00000100209,0,,Sulfur metabolism,0.9
HSD11B1,ENSG00000117594,0,,Glucocorticoid biosynthesis,0.9
HSD11B1L,ENSG00000167733,0,,Leukotriene metabolism,0.9
HSD11B2,ENSG00000176387,0,,Bile acid biosynthesis,0.9
HSD17B1,ENSG00000108786,0,,Androgen metabolism,0.9
HSD17B10,ENSG00000072506,0,1,Arachidonic acid metabolism,0.9
