organism,locus_tag,truth,og,w2,hole
beril_ANA3,7026753,1,OG00019,0.6982,0
beril_ANA3,7025744,1,OG00019,0.6982,0
beril_ANA3,7026552,1,OG00019,0.6982,0
beril_ANA3,7024015,1,OG00019,0.6982,0
beril_ANA3,7025897,1,OG00019,0.6982,0
beril_ANA3,7025269,1,OG00019,0.6982,0
beril_ANA3,7023296,1,OG00019,0.6982,0
beril_ANA3,7026151,1,OG00019,0.6982,0
beril_ANA3,7026667,1,OG00019,0.6982,0
beril_ANA3,7024886,1,OG00019,0.6982,0
beril_ANA3,7024553,1,OG00019,0.6982,0
beril_ANA3,7025206,1,OG00019,0.6982,0
beril_ANA3,7023978,1,OG00019,0.6982,0
beril_ANA3,7025320,1,OG00019,0.6982,0
beril_ANA3,7023853,1,OG00019,0.6982,0
beril_ANA3,7023655,1,OG00019,0.6982,0
beril_ANA3,7026370,1,OG00019,0.6982,0
beril_ANA3,7026364,0,OG00021,0.0238,0
beril_ANA3,7025380,0,OG00024,0.2444,0
beril_ANA3,7022831,0,OG00024,0.2444,0
beril_ANA3,7022834,0,OG00024,0.2444,0
beril_ANA3,7023096,0,OG00024,0.2444,0
beril_ANA3,7024347,0,OG00025,0.0,0
beril_ANA3,7025468,1,OG00027,0.9014,0
beril_ANA3,7025378,1,OG00027,0.9014,0
beril_ANA3,7026457,0,OG00030,0.1012,0
beril_ANA3,7023325,0,OG00030,0.1012,0
beril_ANA3,7026237,0,OG00030,0.1012,0
beril_ANA3,7024878,1,OG00031,0.1951,0
beril_ANA3,7026691,1,OG00032,0.6543,1
beril_ANA3,7024894,1,OG00032,0.6543,1
beril_ANA3,7022501,1,OG00032,0.6543,1
beril_ANA3,7024390,1,OG00032,0.6543,1
beril_ANA3,7024457,1,OG00032,0.6543,1
beril_ANA3,7023191,1,OG00032,0.6543,1
beril_ANA3,7023172,0,OG00034,0.5282,0
beril_ANA3,7024387,0,OG00034,0.5282,0
beril_ANA3,7026439,0,OG00034,0.5282,0
beril_ANA3,7024660,0,OG00034,0.5282,0
beril_ANA3,7026976,0,OG00034,0.5282,0
beril_ANA3,7023067,0,OG00034,0.5282,0
beril_ANA3,7024516,0,OG00034,0.5282,0
beril_ANA3,7023947,0,OG00036,0.1104,0
beril_ANA3,7025268,0,OG00036,0.1104,0
beril_ANA3,7023537,1,OG00038,1.0,1
beril_ANA3,7025934,1,OG00039,1.0,0
beril_ANA3,7026501,0,OG00041,0.2895,0
beril_ANA3,7024117,0,OG00042,0.0,0
beril_ANA3,7025940,0,OG00044,0.0198,0
beril_ANA3,7023666,0,OG00044,0.0198,0
beril_ANA3,7026821,0,OG00044,0.0198,0
beril_ANA3,7023034,0,OG00044,0.0198,0
beril_ANA3,7025959,0,OG00045,0.2578,1
beril_ANA3,7026109,0,OG00045,0.2578,1
beril_ANA3,7023012,0,OG00045,0.2578,1
beril_ANA3,7025957,0,OG00045,0.2578,1
beril_ANA3,7025944,0,OG00045,0.2578,1
beril_ANA3,7023382,0,OG00045,0.2578,1
beril_ANA3,7025619,0,OG00045,0.2578,1
beril_ANA3,7023161,0,OG00049,0.2174,0
beril_ANA3,7024199,0,OG00050,0.8333,1
beril_ANA3,7025502,0,OG00051,0.3077,0
beril_ANA3,7024461,1,OG00052,0.8276,0
beril_ANA3,7025715,1,OG00053,0.6533,0
beril_ANA3,7025099,1,OG00053,0.6533,0
beril_ANA3,7023526,1,OG00053,0.6533,0
beril_ANA3,7026377,1,OG00053,0.6533,0
beril_ANA3,7023374,1,OG00053,0.6533,0
beril_ANA3,7025716,1,OG00053,0.6533,0
beril_ANA3,7026920,1,OG00053,0.6533,0
beril_ANA3,7024793,1,OG00054,0.9737,1
beril_ANA3,7026089,0,OG00055,0.1614,0
beril_ANA3,7025363,0,OG00055,0.1614,0
beril_ANA3,7026681,0,OG00055,0.1614,0
beril_ANA3,7022829,0,OG00055,0.1614,0
beril_ANA3,7025225,0,OG00055,0.1614,0
beril_ANA3,7025315,0,OG00055,0.1614,0
beril_ANA3,7023881,1,OG00056,1.0,1
beril_ANA3,7025626,0,OG00057,0.1562,0
beril_ANA3,7026631,0,OG00059,0.4901,1
beril_ANA3,7023677,0,OG00059,0.4901,1
beril_ANA3,7025345,0,OG00059,0.4901,1
beril_ANA3,7023458,0,OG00059,0.4901,1
beril_ANA3,7025346,0,OG00059,0.4901,1
beril_ANA3,7024795,1,OG00060,0.6064,1
beril_ANA3,7023122,1,OG00060,0.6064,1
beril_ANA3,7026177,0,OG00061,0.2143,0
beril_ANA3,7026059,0,OG00061,0.2143,0
beril_ANA3,7026031,0,OG00067,0.243,0
beril_ANA3,7026856,0,OG00067,0.243,0
beril_ANA3,7024839,0,OG00067,0.243,0
beril_ANA3,7023693,0,OG00067,0.243,0
beril_ANA3,7023535,0,OG00067,0.243,0
beril_ANA3,7025651,1,OG00068,1.0,1
beril_ANA3,7022761,1,OG00069,1.0,0
beril_ANA3,7023370,0,OG00070,0.3053,0
beril_ANA3,7026534,0,OG00070,0.3053,0
beril_ANA3,7026533,0,OG00070,0.3053,0
beril_ANA3,7026373,0,OG00071,0.2614,1
beril_ANA3,7025948,0,OG00071,0.2614,1
beril_ANA3,7026050,0,OG00071,0.2614,1
beril_ANA3,7026374,0,OG00072,0.0635,1
beril_ANA3,7023854,0,OG00074,0.148,0
beril_ANA3,7023739,0,OG00074,0.148,0
beril_ANA3,7023931,0,OG00074,0.148,0
beril_ANA3,7023865,0,OG00074,0.148,0
beril_ANA3,7023653,0,OG00074,0.148,0
beril_ANA3,7023114,0,OG00074,0.148,0
beril_ANA3,7025776,0,OG00074,0.148,0
beril_ANA3,7026943,0,OG00074,0.148,0
beril_ANA3,7023517,0,OG00074,0.148,0
beril_ANA3,7023856,0,OG00075,0.5796,0
beril_ANA3,7025714,0,OG00075,0.5796,0
beril_ANA3,7023024,0,OG00075,0.5796,0
beril_ANA3,7026974,0,OG00075,0.5796,0
beril_ANA3,7023054,0,OG00075,0.5796,0
beril_ANA3,7023946,0,OG00075,0.5796,0
beril_ANA3,7025600,0,OG00075,0.5796,0
beril_ANA3,7023135,0,OG00075,0.5796,0
beril_ANA3,7023455,0,OG00075,0.5796,0
beril_ANA3,7024089,0,OG00075,0.5796,0
beril_ANA3,7026110,0,OG00075,0.5796,0
beril_ANA3,7025831,0,OG00075,0.5796,0
beril_ANA3,7024792,0,OG00079,0.2964,1
beril_ANA3,7026664,0,OG00079,0.2964,1
beril_ANA3,7022912,0,OG00079,0.2964,1
beril_ANA3,7024893,0,OG00079,0.2964,1
beril_ANA3,7023160,0,OG00079,0.2964,1
beril_ANA3,7026755,0,OG00079,0.2964,1
beril_ANA3,7023198,0,OG00079,0.2964,1
beril_ANA3,7025410,0,OG00079,0.2964,1
beril_ANA3,7026679,0,OG00082,0.5616,0
beril_ANA3,7023891,0,OG00082,0.5616,0
beril_ANA3,7023498,0,OG00089,0.38,0
beril_ANA3,7026564,0,OG00090,0.4118,0
beril_ANA3,7025295,0,OG00091,0.1224,0
beril_ANA3,7022966,1,OG00092,1.0,0
beril_ANA3,7026772,0,OG00094,0.5581,0
beril_ANA3,7025322,0,OG00095,0.0,0
beril_ANA3,7023462,1,OG00096,1.0,0
beril_ANA3,7026467,0,OG00098,0.0258,0
beril_ANA3,7026051,0,OG00098,0.0258,0
beril_ANA3,7023288,0,OG00098,0.0258,0
beril_ANA3,7025062,0,OG00098,0.0258,0
beril_ANA3,7025762,0,OG00098,0.0258,0
beril_ANA3,7026496,0,OG00098,0.0258,0
beril_ANA3,7025599,0,OG00098,0.0258,0
beril_ANA3,7024811,0,OG00099,0.2005,0
beril_ANA3,7024887,0,OG00099,0.2005,0
beril_ANA3,7026449,0,OG00099,0.2005,0
beril_ANA3,7026455,0,OG00099,0.2005,0
beril_ANA3,7024069,0,OG00099,0.2005,0
beril_ANA3,7025105,0,OG00099,0.2005,0
beril_ANA3,7026445,0,OG00099,0.2005,0
beril_ANA3,7023862,0,OG00099,0.2005,0
beril_ANA3,7025041,0,OG00099,0.2005,0
beril_ANA3,7024514,0,OG00099,0.2005,0
beril_ANA3,7026819,0,OG00099,0.2005,0
beril_ANA3,7023274,0,OG00099,0.2005,0
beril_ANA3,7026115,0,OG00101,0.3759,0
beril_ANA3,7024133,0,OG00101,0.3759,0
beril_ANA3,7023020,0,OG00101,0.3759,0
beril_ANA3,7024205,0,OG00101,0.3759,0
beril_ANA3,7026947,0,OG00101,0.3759,0
beril_ANA3,7023292,0,OG00101,0.3759,0
beril_ANA3,7024838,0,OG00101,0.3759,0
beril_ANA3,7026964,0,OG00102,0.5184,0
beril_ANA3,7026970,0,OG00102,0.5184,0
beril_ANA3,7023276,0,OG00108,0.9756,1
beril_ANA3,7024391,0,OG00111,0.5897,1
beril_ANA3,7024463,0,OG00115,0.0,0
beril_ANA3,7023986,0,OG00116,0.0784,0
beril_ANA3,7023944,0,OG00117,0.0,0
beril_ANA3,7025656,1,OG00118,1.0,0
beril_ANA3,7025102,0,OG00119,0.12,0
beril_ANA3,7025591,0,OG00119,0.12,0
beril_ANA3,7026450,0,OG00120,0.0222,0
beril_ANA3,7025909,1,OG00121,0.9545,0
beril_ANA3,7025139,1,OG00122,0.4474,0
beril_ANA3,7024790,1,OG00124,0.9512,1
beril_ANA3,7024142,0,OG00125,0.0,0
beril_ANA3,7023145,0,OG00128,0.2222,1
beril_ANA3,7022652,0,OG00128,0.2222,1
beril_ANA3,7023495,0,OG00128,0.2222,1
beril_ANA3,7022740,0,OG00128,0.2222,1
beril_ANA3,7026312,0,OG00128,0.2222,1
beril_ANA3,7024816,0,OG00128,0.2222,1
beril_ANA3,7023282,0,OG00128,0.2222,1
beril_ANA3,7024740,0,OG00128,0.2222,1
beril_ANA3,7022511,0,OG00128,0.2222,1
beril_ANA3,7025052,0,OG00129,0.0132,0
beril_ANA3,7024113,0,OG00129,0.0132,0
beril_ANA3,7026367,0,OG00131,0.5676,0
beril_ANA3,7026254,0,OG00134,0.0,0
beril_ANA3,7026317,0,OG00135,0.6273,0
beril_ANA3,7024426,0,OG00135,0.6273,0
beril_ANA3,7024554,0,OG00135,0.6273,0
beril_ANA3,7023426,0,OG00135,0.6273,0
beril_ANA3,7023940,0,OG00135,0.6273,0
beril_ANA3,7023407,0,OG00135,0.6273,0
beril_ANA3,7026554,0,OG00135,0.6273,0
beril_ANA3,7026685,0,OG00135,0.6273,0
beril_ANA3,7022903,0,OG00136,0.0,0
beril_ANA3,7026516,0,OG00136,0.0,0
beril_ANA3,7023184,0,OG00136,0.0,0
beril_ANA3,7024606,0,OG00137,0.0,0
beril_ANA3,7026365,1,OG00143,1.0,1
beril_ANA3,7023956,1,OG00143,1.0,1
beril_ANA3,7023011,1,OG00143,1.0,1
beril_ANA3,7024804,1,OG00143,1.0,1
beril_ANA3,7025623,1,OG00143,1.0,1
beril_ANA3,7025614,1,OG00143,1.0,1
beril_ANA3,7025403,1,OG00143,1.0,1
beril_ANA3,7023275,1,OG00143,1.0,1
beril_ANA3,7023203,1,OG00143,1.0,1
beril_ANA3,7025539,1,OG00143,1.0,1
beril_ANA3,7026324,1,OG00143,1.0,1
beril_ANA3,7023065,1,OG00143,1.0,1
beril_ANA3,7026544,1,OG00143,1.0,1
beril_ANA3,7024897,1,OG00143,1.0,1
beril_ANA3,7023193,1,OG00146,0.9712,0
beril_ANA3,7024958,1,OG00146,0.9712,0
beril_ANA3,7024533,1,OG00146,0.9712,0
beril_ANA3,7025630,0,OG00147,0.0385,0
beril_ANA3,7026444,0,OG00148,0.186,0
beril_ANA3,7026420,0,OG00148,0.186,0
beril_ANA3,7026820,0,OG00148,0.186,0
beril_ANA3,7026803,0,OG00148,0.186,0
beril_ANA3,7024346,1,OG00151,0.9795,0
beril_ANA3,7026279,1,OG00151,0.9795,0
beril_ANA3,7026118,1,OG00151,0.9795,0
beril_ANA3,7023651,1,OG00151,0.9795,0
beril_ANA3,7026842,1,OG00151,0.9795,0
beril_ANA3,7023448,1,OG00151,0.9795,0
beril_ANA3,7025123,1,OG00151,0.9795,0
beril_ANA3,7023855,0,OG00153,0.05,0
beril_ANA3,7024139,1,OG00155,0.1154,0
beril_ANA3,7026830,0,OG00156,0.5688,0
beril_ANA3,7023569,0,OG00156,0.5688,0
beril_ANA3,7024874,0,OG00156,0.5688,0
beril_ANA3,7026811,0,OG00158,0.0541,0
beril_ANA3,7026810,0,OG00158,0.0541,0
beril_ANA3,7026565,0,OG00161,0.1471,0
beril_ANA3,7023723,0,OG00162,0.0,0
beril_ANA3,7023838,0,OG00162,0.0,0
beril_ANA3,7024032,0,OG00163,0.5938,1
beril_ANA3,7024778,0,OG00164,0.5581,0
beril_ANA3,7025309,0,OG00165,0.087,0
beril_ANA3,7025159,0,OG00166,0.0714,0
beril_ANA3,7023808,1,OG00167,0.7857,0
beril_ANA3,7025439,0,OG00168,0.0571,0
beril_ANA3,7024762,0,OG00170,0.3659,1
beril_ANA3,7024164,0,OG00171,0.08,0
beril_ANA3,7023149,0,OG00173,0.1379,1
beril_ANA3,7024067,0,OG00174,0.4105,0
beril_ANA3,7024490,1,OG00176,0.32,0
beril_ANA3,7024940,0,OG00178,0.2857,0
beril_ANA3,7024981,0,OG00180,0.2869,0
beril_ANA3,7024681,0,OG00181,0.1,0
beril_ANA3,7025475,0,OG00181,0.1,0
beril_ANA3,7025513,1,OG00183,0.9149,1
beril_ANA3,7023446,1,OG00185,0.4167,1
beril_ANA3,7023053,0,OG00186,0.0,0
beril_ANA3,7025953,0,OG00189,0.3646,0
beril_ANA3,7026102,0,OG00189,0.3646,0
beril_ANA3,7024658,0,OG00189,0.3646,0
beril_ANA3,7025945,0,OG00189,0.3646,0
beril_ANA3,7026395,0,OG00192,0.2259,0
beril_ANA3,7025542,0,OG00192,0.2259,0
beril_ANA3,7024520,0,OG00192,0.2259,0
beril_ANA3,7026844,0,OG00193,0.1707,0
beril_ANA3,7025226,1,OG00194,0.4316,0
beril_ANA3,7025563,1,OG00194,0.4316,0
beril_ANA3,7026837,1,OG00194,0.4316,0
beril_ANA3,7024965,1,OG00194,0.4316,0
beril_ANA3,7024732,1,OG00194,0.4316,0
beril_ANA3,7026881,1,OG00194,0.4316,0
beril_ANA3,7026990,1,OG00194,0.4316,0
beril_ANA3,7025311,1,OG00194,0.4316,0
beril_ANA3,7023634,0,OG00195,0.4471,1
beril_ANA3,7023628,0,OG00195,0.4471,1
beril_ANA3,7026140,0,OG00196,0.12,0
beril_ANA3,7025070,0,OG00197,0.0,0
beril_ANA3,7023926,0,OG00201,0.4189,0
beril_ANA3,7025298,0,OG00201,0.4189,0
beril_ANA3,7025986,0,OG00201,0.4189,0
beril_ANA3,7023192,0,OG00208,0.6087,0
beril_ANA3,7026904,0,OG00209,0.2535,0
beril_ANA3,7025394,0,OG00210,0.1277,1
beril_ANA3,7024937,0,OG00212,0.2,0
beril_ANA3,7026136,0,OG00214,0.2353,1
beril_ANA3,7023121,0,OG00215,0.1,0
beril_ANA3,7025398,0,OG00216,0.0169,0
beril_ANA3,7026090,1,OG00218,0.9819,1
beril_ANA3,7025429,1,OG00218,0.9819,1
beril_ANA3,7024227,1,OG00218,0.9819,1
beril_ANA3,7026384,1,OG00218,0.9819,1
beril_ANA3,7023097,0,OG00221,0.0,0
beril_ANA3,7022850,0,OG00221,0.0,0
beril_ANA3,7025103,0,OG00224,0.0435,0
beril_ANA3,7023699,0,OG00224,0.0435,0
beril_ANA3,7026940,0,OG00225,0.0,0
beril_ANA3,7025076,0,OG00230,0.2143,0
beril_ANA3,7024402,0,OG00230,0.2143,0
beril_ANA3,7026222,0,OG00230,0.2143,0
beril_ANA3,7023754,0,OG00231,0.042,0
beril_ANA3,7025396,0,OG00231,0.042,0
beril_ANA3,7026241,0,OG00231,0.042,0
beril_ANA3,7027001,0,OG00231,0.042,0
beril_ANA3,7023707,0,OG00231,0.042,0
beril_ANA3,7026800,0,OG00231,0.042,0
beril_ANA3,7024683,0,OG00231,0.042,0
beril_ANA3,7023061,0,OG00231,0.042,0
beril_ANA3,7023048,0,OG00231,0.042,0
beril_ANA3,7026399,0,OG00231,0.042,0
beril_ANA3,7024315,0,OG00231,0.042,0
beril_ANA3,7025340,0,OG00231,0.042,0
beril_ANA3,7024321,0,OG00231,0.042,0
beril_ANA3,7026316,0,OG00231,0.042,0
beril_ANA3,7026093,0,OG00231,0.042,0
beril_ANA3,7023486,0,OG00231,0.042,0
beril_ANA3,7026487,0,OG00231,0.042,0
beril_ANA3,7026330,0,OG00231,0.042,0
beril_ANA3,7026572,0,OG00231,0.042,0
beril_ANA3,7025712,0,OG00231,0.042,0
beril_ANA3,7023722,0,OG00231,0.042,0
beril_ANA3,7022967,1,OG00232,1.0,0
beril_ANA3,7024868,1,OG00234,0.9767,0
beril_ANA3,7023289,0,OG00235,0.0519,0
beril_ANA3,7024062,0,OG00235,0.0519,0
beril_ANA3,7025061,0,OG00235,0.0519,0
beril_ANA3,7022813,0,OG00235,0.0519,0
beril_ANA3,7026360,1,OG00236,0.9667,1
beril_ANA3,7023781,1,OG00236,0.9667,1
beril_ANA3,7026361,1,OG00236,0.9667,1
beril_ANA3,7024061,0,OG00237,0.0,0
beril_ANA3,7026181,0,OG00239,0.037,0
beril_ANA3,7025114,1,OG00240,0.931,0
beril_ANA3,7025890,1,OG00243,0.9189,1
beril_ANA3,7025927,1,OG00244,0.7955,0
beril_ANA3,7025251,0,OG00245,0.805,0
beril_ANA3,7024707,0,OG00245,0.805,0
beril_ANA3,7023831,0,OG00245,0.805,0
beril_ANA3,7026896,0,OG00245,0.805,0
beril_ANA3,7025729,0,OG00245,0.805,0
beril_ANA3,7026888,0,OG00245,0.805,0
beril_ANA3,7026878,0,OG00245,0.805,0
beril_ANA3,7023044,0,OG00245,0.805,0
beril_ANA3,7023015,0,OG00245,0.805,0
beril_ANA3,7022651,0,OG00245,0.805,0
beril_ANA3,7026042,0,OG00245,0.805,0
beril_ANA3,7023385,0,OG00245,0.805,0
beril_ANA3,7024546,0,OG00245,0.805,0
beril_ANA3,7023003,0,OG00245,0.805,0
beril_ANA3,7023420,0,OG00245,0.805,0
beril_ANA3,7022808,0,OG00245,0.805,0
beril_ANA3,7023454,1,OG00246,0.9535,1
beril_ANA3,7026498,0,OG00247,0.0,0
beril_ANA3,7024143,0,OG00248,0.3125,0
beril_ANA3,7025861,0,OG00250,0.1951,0
beril_ANA3,7024557,0,OG00252,0.1471,1
beril_ANA3,7026363,0,OG00256,0.2069,0
beril_ANA3,7023734,0,OG00257,0.0,0
beril_ANA3,7023240,0,OG00258,0.1609,0
beril_ANA3,7023804,1,OG00260,0.8478,0
beril_ANA3,7023540,1,OG00264,1.0,0
beril_ANA3,7025067,0,OG00265,0.7483,0
beril_ANA3,7026169,0,OG00265,0.7483,0
beril_ANA3,7024561,0,OG00265,0.7483,0
beril_ANA3,7026468,0,OG00265,0.7483,0
beril_ANA3,7025063,0,OG00265,0.7483,0
beril_ANA3,7024386,0,OG00265,0.7483,0
beril_ANA3,7025709,0,OG00265,0.7483,0
beril_ANA3,7022958,1,OG00266,1.0,0
beril_ANA3,7024885,1,OG00267,0.1163,0
beril_ANA3,7025784,0,OG00268,0.0312,1
beril_ANA3,7025256,0,OG00270,0.0,0
beril_ANA3,7024125,0,OG00274,0.0652,0
beril_ANA3,7024126,0,OG00274,0.0652,0
beril_ANA3,7026656,0,OG00275,0.0323,0
beril_ANA3,7026749,0,OG00276,0.0732,0
beril_ANA3,7024135,0,OG00277,0.0,0
beril_ANA3,7027006,1,OG00279,1.0,0
beril_ANA3,7024871,1,OG00281,1.0,0
beril_ANA3,7026121,0,OG00282,0.5938,0
beril_ANA3,7026768,1,OG00284,0.5692,1
beril_ANA3,7025375,1,OG00287,0.8205,0
beril_ANA3,7026632,0,OG00288,0.0,0
beril_ANA3,7024026,0,OG00290,0.0476,0
beril_ANA3,7024791,1,OG00292,0.9737,1
beril_ANA3,7024119,0,OG00293,0.0513,0
beril_ANA3,7023811,0,OG00296,0.825,0
beril_ANA3,7024276,0,OG00297,0.0333,0
beril_ANA3,7025618,0,OG00299,0.1013,0
beril_ANA3,7024494,0,OG00299,0.1013,0
beril_ANA3,7025352,0,OG00300,0.0732,0
beril_ANA3,7024528,1,OG00301,0.8438,0
beril_ANA3,7025411,0,OG00302,0.225,0
beril_ANA3,7026026,0,OG00302,0.225,0
beril_ANA3,7024954,1,OG00303,0.0476,0
beril_ANA3,7026138,0,OG00305,0.6556,1
beril_ANA3,7026099,0,OG00305,0.6556,1
beril_ANA3,7025412,0,OG00308,0.45,0
beril_ANA3,7025747,0,OG00313,0.0,0
beril_ANA3,7026864,0,OG00314,0.0345,0
beril_ANA3,7022682,0,OG00322,0.2128,0
beril_ANA3,7022965,1,OG00324,1.0,0
beril_ANA3,7023662,0,OG00329,0.0833,0
beril_ANA3,7023695,0,OG00329,0.0833,0
beril_ANA3,7024745,0,OG00329,0.0833,0
beril_ANA3,7023861,0,OG00329,0.0833,0
beril_ANA3,7024775,1,OG00330,1.0,0
beril_ANA3,7025376,1,OG00332,0.7895,0
beril_ANA3,7023657,0,OG00336,0.1282,0
beril_ANA3,7026470,0,OG00337,0.1111,1
beril_ANA3,7023671,0,OG00341,0.1905,0
beril_ANA3,7022500,0,OG00342,0.25,0
beril_ANA3,7022657,0,OG00342,0.25,0
beril_ANA3,7025610,0,OG00342,0.25,0
beril_ANA3,7024938,0,OG00342,0.25,0
beril_ANA3,7026636,1,OG00344,0.9535,0
beril_ANA3,7023459,0,OG00345,0.2165,0
beril_ANA3,7023460,0,OG00345,0.2165,0
beril_ANA3,7025091,0,OG00346,0.0,0
beril_ANA3,7025361,0,OG00346,0.0,0
beril_ANA3,7026157,0,OG00346,0.0,0
beril_ANA3,7023146,0,OG00347,0.1489,0
beril_ANA3,7022758,0,OG00349,0.0426,0
beril_ANA3,7025358,1,OG00352,0.3205,0
beril_ANA3,7026975,1,OG00352,0.3205,0
beril_ANA3,7023379,0,OG00353,0.0444,0
beril_ANA3,7026320,0,OG00353,0.0444,0
beril_ANA3,7026344,0,OG00353,0.0444,0
beril_ANA3,7022973,1,OG00354,1.0,0
beril_ANA3,7024419,0,OG00361,0.2864,0
beril_ANA3,7024900,0,OG00361,0.2864,0
beril_ANA3,7023873,0,OG00361,0.2864,0
beril_ANA3,7026941,0,OG00361,0.2864,0
beril_ANA3,7026960,1,OG00363,0.8792,1
beril_ANA3,7024172,1,OG00363,0.8792,1
beril_ANA3,7025632,1,OG00363,0.8792,1
beril_ANA3,7024455,0,OG00365,0.2162,0
beril_ANA3,7025620,0,OG00366,0.317,0
beril_ANA3,7022768,0,OG00366,0.317,0
beril_ANA3,7023309,1,OG00368,0.5754,0
beril_ANA3,7025056,1,OG00368,0.5754,0
beril_ANA3,7024153,1,OG00368,0.5754,0
beril_ANA3,7022917,0,OG00370,0.0,0
beril_ANA3,7026170,0,OG00373,0.3962,0
beril_ANA3,7023991,1,OG00374,0.9535,0
beril_ANA3,7025500,0,OG00379,0.2604,0
beril_ANA3,7024014,0,OG00380,0.1467,0
beril_ANA3,7022994,0,OG00381,0.6988,0
beril_ANA3,7022996,0,OG00381,0.6988,0
beril_ANA3,7024703,0,OG00381,0.6988,0
beril_ANA3,7024582,1,OG00386,0.6444,0
beril_ANA3,7022770,0,OG00387,0.0548,0
beril_ANA3,7023549,0,OG00389,0.0,0
beril_ANA3,7026389,0,OG00389,0.0,0
beril_ANA3,7024974,0,OG00391,0.1839,1
beril_ANA3,7026008,0,OG00393,0.6901,1
beril_ANA3,7026055,0,OG00393,0.6901,1
beril_ANA3,7025865,1,OG00396,0.9767,0
beril_ANA3,7026341,0,OG00397,0.4054,0
beril_ANA3,7023839,0,OG00397,0.4054,0
beril_ANA3,7024718,0,OG00397,0.4054,0
beril_ANA3,7026322,0,OG00398,0.9259,0
beril_ANA3,7023313,1,OG00399,0.9524,0
beril_ANA3,7024687,1,OG00399,0.9524,0
beril_ANA3,7024800,1,OG00399,0.9524,0
beril_ANA3,7025504,1,OG00399,0.9524,0
beril_ANA3,7026843,1,OG00400,0.9556,0
beril_ANA3,7023728,0,OG00401,0.1,0
beril_ANA3,7025561,0,OG00402,0.1828,1
beril_ANA3,7026135,0,OG00403,0.2222,1
beril_ANA3,7025999,1,OG00405,0.125,0
beril_ANA3,7024902,0,OG00407,0.2843,0
beril_ANA3,7024901,0,OG00407,0.2843,0
beril_ANA3,7023110,0,OG00412,0.122,0
beril_ANA3,7025884,1,OG00413,0.7778,0
beril_ANA3,7023169,1,OG00413,0.7778,0
beril_ANA3,7024530,1,OG00413,0.7778,0
beril_ANA3,7024448,1,OG00414,0.7917,1
beril_ANA3,7025646,0,OG00416,0.0253,0
beril_ANA3,7025795,0,OG00416,0.0253,0
beril_ANA3,7025497,1,OG00417,0.2919,0
beril_ANA3,7024483,0,OG00419,0.0,0
