chromosome,gene,element,crispr_hit,log_dist,atac_enh,h3k27ac_enh,polr2a_enh,procap_enh,tf_count,promoter_atac,promoter_polii,gene_expr,abc_score
chr1,TARDBP,chr1:11882562-11883554,0,5.939876026211107,9.22664,11.21716,39.47206,1.0,142,10.4325,107.17418,1.0408238172531128,0.0
chr1,MAD2L2,chr1:12014145-12015413,0,5.509378624632057,1.06376,8.63177,0.0,0.0,73,0.0,0.0,0.9882623553276062,0.0
chr1,SRM,chr1:12014145-12015413,0,5.979892851177567,1.06376,8.63177,0.0,0.0,73,10.0631,65.84109,3.9143543243408203,0.0
chr1,SDHB,chr1:17441310-17441810,1,5.588150647896439,0.0,10.24764,0.0,0.0,73,12.6231,130.1047,0.7877858281135559,0.0
chr1,RP4-798A10.7,chr1:17487740-17488240,1,5.988267248469485,3.24179,6.34609,0.0,0.0,70,2.17803,146.34856,0.0,0.0
chr1,AKR7A2,chr1:18534347-18534847,0,5.890727767163915,1.03535,0.0,0.0,0.0,70,11.5183,148.68984,0.765275239944458,0.0
chr1,CAPZB,chr1:18534347-18534847,0,5.978154029189672,1.03535,0.0,0.0,0.0,70,10.5335,84.46477,1.4277695417404175,0.0
chr1,MRTO4,chr1:19487638-19488138,0,5.3735556066389325,0.915404,0.0,0.0,0.0,16,5.22412,117.16662,1.8304181098937988,0.0
chr1,CAPZB,chr1:19869923-19870423,0,5.585049929589579,2.22538,0.0,0.0,0.0,115,10.5335,84.46477,1.4277695417404175,0.0
chr1,AKR7A2,chr1:20197442-20197942,0,5.94721210654264,2.56945,0.0,19.95618,0.0,62,11.5183,148.68984,0.765275239944458,0.0
chr1,MRTO4,chr1:20197442-20197942,0,5.9759618297495445,2.56945,0.0,19.95618,0.0,62,5.22412,117.16662,1.8304181098937988,0.0
chr1,HP1BP3,chr1:20216567-20217067,0,5.756260216244486,0.64394,0.0,0.0,0.0,3,8.43435,103.48316,1.5123950242996216,0.0
chr1,MINOS1,chr1:20216567-20217067,0,5.792280299694236,0.64394,0.0,0.0,0.0,3,7.75568,117.36894,0.0,0.0
chr1,MRTO4,chr1:20216567-20217067,0,5.984652858056546,0.64394,0.0,0.0,0.0,3,5.22412,117.16662,1.8304181098937988,0.0
chr1,CDC42,chr1:21673110-21673610,0,5.578946201496125,0.637627,4.02775,0.0,1.0,30,8.44382,141.85971,2.4555976390838623,0.0
chr1,CDC42,chr1:21791423-21792482,0,5.416101048247853,0.571339,23.31268,23.62368,1.0,165,8.44382,141.85971,2.4555976390838623,0.0145150704
chr1,CDC42,chr1:21963904-21964404,0,4.9468156626129005,2.85038,0.0,0.0,0.0,64,8.44382,141.85971,2.4555976390838623,0.0
chr1,USP48,chr1:21963904-21964404,0,5.256597492762846,2.85038,0.0,0.0,0.0,64,7.01073,215.38891,0.9016100764274597,0.0
chr1,GALE,chr1:23539621-23540248,0,5.416424138189584,5.84912,0.0,0.0,1.0,142,8.35859,102.35482,0.25631099939346313,0.0
chr1,RPL11,chr1:23539621-23540248,0,5.181403356011885,5.84912,0.0,0.0,1.0,142,5.49874,188.11188,44.65625762939453,0.0125547969
chr1,RPL11,chr1:23554642-23555320,0,5.136082922705229,6.95076,15.77277,62.4578,1.0,113,5.49874,188.11188,44.65625762939453,0.0
chr1,RPL11,chr1:23562302-23562802,0,5.111356623008987,7.14015,5.15126,0.0,0.0,89,5.49874,188.11188,44.65625762939453,0.0
chr1,HNRNPR,chr1:23716065-23716565,0,5.5705207576080005,0.707071,0.0,0.0,0.0,36,13.5417,64.72089,4.233468055725098,0.0
chr1,RPL11,chr1:23716065-23716565,0,4.389821462910523,0.707071,0.0,0.0,0.0,36,5.49874,188.11188,44.65625762939453,0.0
chr1,ELOA,chr1:23920093-23921311,0,5.2493157845291805,1.84344,11.95928,0.0,0.0,52,4.49495,113.66456,0.5685319900512695,0.0
chr1,GALE,chr1:23920093-23921311,0,5.078819183098848,1.84344,11.95928,0.0,0.0,52,8.35859,102.35482,0.25631099939346313,0.0
chr1,HNRNPR,chr1:23920093-23921311,0,5.760699860744993,1.84344,11.95928,0.0,0.0,52,13.5417,64.72089,4.233468055725098,0.0
chr1,PITHD1,chr1:23920093-23921311,0,5.153198796113323,1.84344,11.95928,0.0,0.0,52,8.73422,183.61825,1.0875473022460938,0.0
chr1,RPL11,chr1:23920093-23921311,0,5.359691325750901,1.84344,11.95928,0.0,0.0,52,5.49874,188.11188,44.65625762939453,0.0
chr1,SRRM1,chr1:23920093-23921311,0,5.851878762963961,1.84344,11.95928,0.0,0.0,52,0.0,0.0,2.7609975337982178,0.0
chr1,TMEM50A,chr1:24742119-24742619,0,5.77491749974683,0.694445,0.0,0.0,0.0,46,5.80177,38.50445,1.5441515445709229,0.0
chr1,ARID1A,chr1:25933351-25933954,0,5.88057637986494,4.52336,13.76921,0.0,1.0,123,4.88321,71.14984,1.1264725923538208,0.0
chr1,HMGN2,chr1:25933351-25933954,0,5.731426781009959,4.52336,13.76921,0.0,1.0,123,10.1168,120.72754,4.450566291809082,0.0
chr1,MTFR1L,chr1:25933351-25933954,0,5.060746931737757,4.52336,13.76921,0.0,1.0,123,0.830177,0.0,0.26834961771965027,0.0
chr1,NUDC,chr1:25933351-25933954,1,5.985240949848764,4.52336,13.76921,0.0,1.0,123,4.64647,156.28208,4.240020275115967,0.0
chr1,SH3BGRL3,chr1:25933351-25933954,0,5.53847947564438,4.52336,13.76921,0.0,1.0,123,5.72601,40.8264,1.2041585445404053,0.0
chr1,STMN1,chr1:25933351-25933954,1,4.425909012675203,4.52336,13.76921,0.0,1.0,123,7.47159,190.756,7.567904472351074,0.0
chr1,TMEM50A,chr1:25933351-25933954,0,5.775053845069373,4.52336,13.76921,0.0,1.0,123,5.80177,38.50445,1.5441515445709229,0.0
chr1,ZNF593,chr1:25933351-25933954,0,5.373316665173873,4.52336,13.76921,0.0,1.0,123,12.2412,138.02026,1.6909242868423462,0.0
chr1,HMGN2,chr1:26104576-26105524,0,5.565140334043527,1.57513,0.0,0.0,0.0,58,10.1168,120.72754,4.450566291809082,0.0
chr1,NUDC,chr1:26104576-26105524,0,5.90047036375301,1.57513,0.0,0.0,0.0,58,4.64647,156.28208,4.240020275115967,0.0
chr1,STMN1,chr1:26104576-26105524,0,5.296798967450426,1.57513,0.0,0.0,0.0,58,7.47159,190.756,7.567904472351074,0.0
chr1,ZNF593,chr1:26104576-26105524,0,4.811722426504338,1.57513,0.0,0.0,0.0,58,12.2412,138.02026,1.6909242868423462,0.0
chr1,HMGN2,chr1:26138425-26139455,0,5.523110162571961,1.18056,8.23083,0.0,0.0,46,10.1168,120.72754,4.450566291809082,0.0
chr1,NUDC,chr1:26138425-26139455,0,5.881555259328623,1.18056,8.23083,0.0,0.0,46,4.64647,156.28208,4.240020275115967,0.0
chr1,STMN1,chr1:26138425-26139455,0,5.3653962492132425,1.18056,8.23083,0.0,0.0,46,7.47159,190.756,7.567904472351074,0.0
chr1,TMEM50A,chr1:26138425-26139455,0,5.903645528458043,1.18056,8.23083,0.0,0.0,46,5.80177,38.50445,1.5441515445709229,0.0
chr1,HMGN2,chr1:26376717-26377217,0,4.979930604108704,0.962753,21.93193,0.0,0.0,67,10.1168,120.72754,4.450566291809082,0.0
chr1,STMN1,chr1:26376717-26377217,0,5.672077528782049,0.962753,21.93193,0.0,0.0,67,7.47159,190.756,7.567904472351074,0.0
chr1,ZNF593,chr1:26376717-26377217,0,5.316173807764131,0.962753,21.93193,0.0,0.0,67,12.2412,138.02026,1.6909242868423462,0.0
chr1,HMGN2,chr1:26377523-26378866,0,4.974313612973166,9.76642,21.93193,40.95125,1.0,179,10.1168,120.72754,4.450566291809082,0.0
chr1,LIN28A,chr1:26377523-26378866,1,4.513017725331618,9.76642,21.93193,40.95125,1.0,179,1.55619,0.0,0.0,0.0154989888
chr1,NUDC,chr1:26377523-26378866,0,5.717707940568071,9.76642,21.93193,40.95125,1.0,179,4.64647,156.28208,4.240020275115967,0.0
chr1,SH3BGRL3,chr1:26377523-26378866,0,4.995718536046415,9.76642,21.93193,40.95125,1.0,179,5.72601,40.8264,1.2041585445404053,0.0
chr1,STMN1,chr1:26377523-26378866,0,5.673209890142561,9.76642,21.93193,40.95125,1.0,179,7.47159,190.756,7.567904472351074,0.0
chr1,ZNF593,chr1:26377523-26378866,0,5.318739305795788,9.76642,21.93193,40.95125,1.0,179,12.2412,138.02026,1.6909242868423462,0.0
chr1,HMGN2,chr1:26500769-26501550,0,4.458033192496506,7.15594,11.70567,88.961,1.0,149,10.1168,120.72754,4.450566291809082,0.0
chr1,WASF2,chr1:26500769-26501550,0,5.9951958524721025,7.15594,11.70567,88.961,1.0,149,9.375,115.8241,1.565292239189148,0.0
chr1,ZNF593,chr1:26500769-26501550,0,5.5202070159646315,7.15594,11.70567,88.961,1.0,149,12.2412,138.02026,1.6909242868423462,0.0
chr1,MTFR1L,chr1:26508328-26508828,0,5.8388106948901735,0.0,3.79271,0.0,0.0,6,0.830177,0.0,0.26834961771965027,0.0
chr1,STMN1,chr1:26508328-26508828,0,5.7792998866211915,0.0,3.79271,0.0,0.0,6,7.47159,190.756,7.567904472351074,0.0
chr1,WASF2,chr1:26508328-26508828,0,5.991925700922976,0.0,3.79271,0.0,0.0,6,9.375,115.8241,1.565292239189148,0.0
chr1,NUDC,chr1:26584065-26584565,0,5.499582619484281,4.85164,0.0,0.0,0.0,68,4.64647,156.28208,4.240020275115967,0.0
chr1,SH3BGRL3,chr1:26584065-26584565,0,5.484499141895491,4.85164,0.0,0.0,0.0,68,5.72601,40.8264,1.2041585445404053,0.0
chr1,STMN1,chr1:26584065-26584565,0,5.830797746859579,4.85164,0.0,0.0,0.0,68,7.47159,190.756,7.567904472351074,0.0
chr1,WASF2,chr1:26584065-26584565,0,5.957052932619267,4.85164,0.0,0.0,0.0,68,9.375,115.8241,1.565292239189148,0.0
chr1,PIGV,chr1:26619808-26621780,1,5.221880886218978,12.8062,43.43022,109.60596,1.0,226,5.81124,88.53,0.0,0.0383140696
chr1,STMN1,chr1:26619808-26621780,0,5.853579585739009,12.8062,43.43022,109.60596,1.0,226,7.47159,190.756,7.567904472351074,0.0
chr1,NUDC,chr1:26636453-26637096,0,5.420722929543009,1.27525,25.73648,50.11967,1.0,83,4.64647,156.28208,4.240020275115967,0.0
chr1,STMN1,chr1:26636453-26637096,0,5.863194932632115,1.27525,25.73648,50.11967,1.0,83,7.47159,190.756,7.567904472351074,0.0
chr1,WASF2,chr1:26636453-26637096,0,5.931144496061552,1.27525,25.73648,50.11967,1.0,83,9.375,115.8241,1.565292239189148,0.0
chr1,NUDC,chr1:26686869-26687369,0,5.328624207490207,1.05114,7.54884,0.0,1.0,83,4.64647,156.28208,4.240020275115967,0.0
chr1,HMGN2,chr1:26783944-26784444,0,5.493799496665983,5.58397,5.61154,0.0,1.0,52,10.1168,120.72754,4.450566291809082,0.0
chr1,NUDC,chr1:26783944-26784444,0,5.064626432864408,5.58397,5.61154,0.0,1.0,52,4.64647,156.28208,4.240020275115967,0.0
chr1,HMGN2,chr1:27026948-27028368,0,5.744456497465993,3.6774,8.25601,0.0,1.0,96,10.1168,120.72754,4.450566291809082,0.0
chr1,NUDC,chr1:27026948-27028368,0,5.105241009102464,3.6774,8.25601,0.0,1.0,96,4.64647,156.28208,4.240020275115967,0.0
chr1,PPP1R8,chr1:27026948-27028368,0,5.904780981982902,3.6774,8.25601,0.0,1.0,96,4.39394,224.80156,0.41625869274139404,0.0
chr1,SH3BGRL3,chr1:27026948-27028368,0,5.8741819408313285,3.6774,8.25601,0.0,1.0,96,5.72601,40.8264,1.2041585445404053,0.0
chr1,TMEM222,chr1:27026948-27028368,0,5.469067602552788,3.6774,8.25601,0.0,1.0,96,9.46023,120.22824,0.16183869540691376,0.0
chr1,WASF2,chr1:27026948-27028368,0,5.665111737075051,3.6774,8.25601,0.0,1.0,96,9.375,115.8241,1.565292239189148,0.0
chr1,ZNF593,chr1:27026948-27028368,0,5.933379966395668,3.6774,8.25601,0.0,1.0,96,12.2412,138.02026,1.6909242868423462,0.0
chr1,ZNF593,chr1:27074115-27074615,0,5.956406170445792,6.63826,10.18874,0.0,1.0,116,12.2412,138.02026,1.6909242868423462,0.0
chr1,ATPIF1,chr1:27523007-27523999,0,5.8528500841480895,2.96717,3.84881,0.0,0.0,54,16.6035,224.4509,0.0,0.0
chr1,NUDC,chr1:27523007-27523999,0,5.794673436189078,2.96717,3.84881,0.0,0.0,54,4.64647,156.28208,4.240020275115967,0.0
chr1,PPP1R8,chr1:27523007-27523999,0,5.487528640716497,2.96717,3.84881,0.0,0.0,54,4.39394,224.80156,0.41625869274139404,0.0
chr1,WASF2,chr1:27523007-27523999,0,4.523056769525441,2.96717,3.84881,0.0,0.0,54,9.375,115.8241,1.565292239189148,0.0
chr1,DNAJC8,chr1:27608544-27609044,0,5.795345332407873,2.27904,0.0,0.0,0.0,93,5.29041,119.24686,2.3998820781707764,0.0
chr1,ATPIF1,chr1:27867738-27868238,0,5.565991772874797,0.839647,18.94737,0.0,1.0,38,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:27867738-27868238,0,5.562336886597391,0.839647,18.94737,0.0,1.0,38,5.29041,119.24686,2.3998820781707764,0.0
chr1,ATPIF1,chr1:27869198-27869698,0,5.564265903019073,0.798611,18.94737,0.0,0.0,34,16.6035,224.4509,0.0,0.0
chr1,PPP1R8,chr1:27869198-27869698,0,4.587385402713526,0.798611,18.94737,0.0,0.0,34,4.39394,224.80156,0.41625869274139404,0.0
chr1,RCC1,chr1:27869198-27869698,0,5.803795678714912,0.798611,18.94737,0.0,0.0,34,9.11617,357.59674,0.6369510293006897,0.0
chr1,WASF2,chr1:27869198-27869698,0,5.578973682690939,0.798611,18.94737,0.0,0.0,34,9.375,115.8241,1.565292239189148,0.0
chr1,YTHDF2,chr1:28105018-28105518,0,5.800272936324135,2.78094,4.2646,91.05025,1.0,31,6.36048,76.08757,1.0614656209945679,0.0
chr1,ATPIF1,chr1:28112667-28113483,0,5.090028673590874,1.01326,5.32044,0.0,0.0,55,16.6035,224.4509,0.0,0.0
chr1,RCC1,chr1:28112667-28113483,0,5.594247761415291,1.01326,5.32044,0.0,0.0,55,9.11617,357.59674,0.6369510293006897,0.0
chr1,WASF2,chr1:28112667-28113483,0,5.794431577734491,1.01326,5.32044,0.0,0.0,55,9.375,115.8241,1.565292239189148,0.0
chr1,ATPIF1,chr1:28249311-28250231,0,4.135546068335079,0.864899,10.87465,0.0,0.0,66,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:28249311-28250231,0,4.223962952219193,0.864899,10.87465,0.0,0.0,66,5.29041,119.24686,2.3998820781707764,0.0
chr1,EPB41,chr1:28249311-28250231,0,5.80435822890488,0.864899,10.87465,0.0,0.0,66,15.2431,73.58859,3.35731840133667,0.0
chr1,RPA2,chr1:28249311-28250231,0,5.525079808465199,0.864899,10.87465,0.0,0.0,66,10.1547,174.33496,1.050764799118042,0.0
chr1,SRSF4,chr1:28249311-28250231,0,5.969516552632266,0.864899,10.87465,0.0,0.0,66,9.82324,77.86262,3.238450527191162,0.0
chr1,TAF12,chr1:28249311-28250231,0,5.5947394053839,0.864899,10.87465,0.0,0.0,66,5.56187,250.16651,0.48625290393829346,0.0
chr1,WASF2,chr1:28249311-28250231,0,5.8805935320956655,0.864899,10.87465,0.0,0.0,66,9.375,115.8241,1.565292239189148,0.0
chr1,YTHDF2,chr1:28249311-28250231,0,5.6873960663912815,0.864899,10.87465,0.0,0.0,66,6.36048,76.08757,1.0614656209945679,0.0
chr1,ATPIF1,chr1:28345727-28346629,0,5.04166896647561,1.14268,8.6783,0.0,1.0,100,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:28345727-28346629,0,5.053673748961832,1.14268,8.6783,0.0,1.0,100,5.29041,119.24686,2.3998820781707764,0.0
chr1,WASF2,chr1:28345727-28346629,0,5.932484926307789,1.14268,8.6783,0.0,1.0,100,9.375,115.8241,1.565292239189148,0.0
chr1,ATPIF1,chr1:28351509-28352009,0,5.0631493923388415,2.15909,26.18139,0.0,1.0,113,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:28351509-28352009,0,5.074582414244845,2.15909,26.18139,0.0,1.0,113,5.29041,119.24686,2.3998820781707764,0.0
chr1,EPB41,chr1:28351509-28352009,0,5.728624015802939,2.15909,26.18139,0.0,1.0,113,15.2431,73.58859,3.35731840133667,0.0
chr1,SRSF4,chr1:28351509-28352009,0,5.9191973761642,2.15909,26.18139,0.0,1.0,113,9.82324,77.86262,3.238450527191162,0.0
chr1,TAF12,chr1:28351509-28352009,0,5.464379245879438,2.15909,26.18139,0.0,1.0,113,5.56187,250.16651,0.48625290393829346,0.0
chr1,YTHDF2,chr1:28351509-28352009,0,5.585306160852392,2.15909,26.18139,0.0,1.0,113,6.36048,76.08757,1.0614656209945679,0.0
chr1,ATPIF1,chr1:28352119-28352734,0,5.065646926214145,0.801768,26.18139,0.0,0.0,75,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:28352119-28352734,0,5.077015238577924,0.801768,26.18139,0.0,0.0,75,5.29041,119.24686,2.3998820781707764,0.0
chr1,EPB41,chr1:28352119-28352734,0,5.7280825677138285,0.801768,26.18139,0.0,0.0,75,15.2431,73.58859,3.35731840133667,0.0
chr1,RCC1,chr1:28352119-28352734,0,5.186159303867711,0.801768,26.18139,0.0,0.0,75,9.11617,357.59674,0.6369510293006897,0.0128395443
chr1,SRSF4,chr1:28352119-28352734,0,5.918848326453637,0.801768,26.18139,0.0,0.0,75,9.82324,77.86262,3.238450527191162,0.0
chr1,TAF12,chr1:28352119-28352734,0,5.463383775046828,0.801768,26.18139,0.0,0.0,75,5.56187,250.16651,0.48625290393829346,0.0
chr1,WASF2,chr1:28352119-28352734,0,5.935643276439143,0.801768,26.18139,0.0,0.0,75,9.375,115.8241,1.565292239189148,0.0
chr1,YTHDF2,chr1:28352119-28352734,0,5.584552838956256,0.801768,26.18139,0.0,0.0,75,6.36048,76.08757,1.0614656209945679,0.0
chr1,ATPIF1,chr1:28883765-28884265,0,5.811512672096818,6.78346,27.87321,0.0,1.0,179,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:28883765-28884265,0,5.813575651583241,6.78346,27.87321,0.0,1.0,179,5.29041,119.24686,2.3998820781707764,0.0
chr1,EPB41,chr1:28883765-28884265,1,3.4881274962474587,6.78346,27.87321,0.0,1.0,179,15.2431,73.58859,3.35731840133667,0.0
chr1,MECR,chr1:28883765-28884265,0,5.54023810063395,6.78346,27.87321,0.0,1.0,179,11.9508,124.50826,0.4715052545070648,0.0
chr1,RCC1,chr1:28883765-28884265,0,5.577575663425206,6.78346,27.87321,0.0,1.0,179,9.11617,357.59674,0.6369510293006897,0.0
chr1,RPA2,chr1:28883765-28884265,0,5.986445219104392,6.78346,27.87321,0.0,1.0,179,10.1547,174.33496,1.050764799118042,0.0
chr1,SRSF4,chr1:28883765-28884265,0,5.474175455966135,6.78346,27.87321,0.0,1.0,179,9.82324,77.86262,3.238450527191162,0.0252531799
chr1,TAF12,chr1:28883765-28884265,0,5.381894485762017,6.78346,27.87321,0.0,1.0,179,5.56187,250.16651,0.48625290393829346,0.0
chr1,YTHDF2,chr1:28883765-28884265,0,5.168482751438637,6.78346,27.87321,0.0,1.0,179,6.36048,76.08757,1.0614656209945679,0.0
chr1,ATPIF1,chr1:28884388-28885427,0,5.8121101718214465,7.9072,27.87321,0.0,0.0,192,16.6035,224.4509,0.0,0.0
chr1,DNAJC8,chr1:28884388-28885427,0,5.814170321741237,7.9072,27.87321,0.0,0.0,192,5.29041,119.24686,2.3998820781707764,0.0
chr1,EPB41,chr1:28884388-28885427,1,3.3394514413064407,7.9072,27.87321,0.0,0.0,192,15.2431,73.58859,3.35731840133667,0.0
chr1,RCC1,chr1:28884388-28885427,0,5.57859910176551,7.9072,27.87321,0.0,0.0,192,9.11617,357.59674,0.6369510293006897,0.0
chr1,RPA2,chr1:28884388-28885427,0,5.98684470751717,7.9072,27.87321,0.0,0.0,192,10.1547,174.33496,1.050764799118042,0.0
chr1,SRSF4,chr1:28884388-28885427,0,5.47287341524356,7.9072,27.87321,0.0,0.0,192,9.82324,77.86262,3.238450527191162,0.0252531799
chr1,TAF12,chr1:28884388-28885427,0,5.383499400537682,7.9072,27.87321,0.0,0.0,192,5.56187,250.16651,0.48625290393829346,0.0
chr1,TRNAU1AP,chr1:28884388-28885427,0,5.520906485446313,7.9072,27.87321,0.0,0.0,192,8.71528,69.31405,0.22676321864128113,0.0
chr1,YTHDF2,chr1:28884388-28885427,0,5.171103079040949,7.9072,27.87321,0.0,0.0,192,6.36048,76.08757,1.0614656209945679,0.0
chr1,SNRNP40,chr1:30768857-30769473,0,5.722318780216347,13.488,28.41805,79.58501,1.0,210,11.2626,179.49471,1.7063740491867065,0.0
chr1,ZCCHC17,chr1:30768857-30769473,0,5.722484196735447,13.488,28.41805,79.58501,1.0,210,11.2626,179.49471,1.240186333656311,0.0
chr1,ZCCHC17,chr1:30777391-30778865,0,5.715046006214009,9.97159,18.50421,142.01972,1.0,179,11.2626,179.49471,1.240186333656311,0.0
chr1,ZCCHC17,chr1:30779405-30780013,0,5.713720649798405,3.89836,18.50421,31.9475,1.0,66,11.2626,179.49471,1.240186333656311,0.0
chr1,SNRNP40,chr1:31072347-31073139,0,5.350323625523881,1.3952,5.41569,0.0,1.0,66,11.2626,179.49471,1.7063740491867065,0.0
chr1,KHDRBS1,chr1:31100446-31101535,0,5.960394662302644,2.51263,7.90901,0.0,1.0,79,14.7696,145.40664,4.160455703735352,0.0
chr1,PTP4A2,chr1:31100446-31101535,0,5.926273489183894,2.51263,7.90901,0.0,1.0,79,9.36869,92.88857,5.588624954223633,0.0
chr1,SNRNP40,chr1:31100446-31101535,0,5.291794942692682,2.51263,7.90901,0.0,1.0,79,11.2626,179.49471,1.7063740491867065,0.0
chr1,KHDRBS1,chr1:31154524-31155711,0,5.933848037704275,8.6269,12.89441,53.18453,1.0,119,14.7696,145.40664,4.160455703735352,0.0
chr1,PTP4A2,chr1:31154524-31155711,0,5.897483585482447,8.6269,12.89441,53.18453,1.0,119,9.36869,92.88857,5.588624954223633,0.0
chr1,KHDRBS1,chr1:31159762-31160262,0,5.931365306263515,1.02273,4.24637,21.88793,1.0,83,14.7696,145.40664,4.160455703735352,0.0
chr1,PTP4A2,chr1:31159762-31160262,0,5.89478334251352,1.02273,4.24637,21.88793,1.0,83,9.36869,92.88857,5.588624954223633,0.0
chr1,SNRNP40,chr1:31159762-31160262,0,5.135990846921625,1.02273,4.24637,21.88793,1.0,83,11.2626,179.49471,1.7063740491867065,0.0106900333
chr1,PTP4A2,chr1:31170602-31171274,0,5.888694947718964,9.07829,11.97706,71.96029,1.0,146,9.36869,92.88857,5.588624954223633,0.0
chr1,PTP4A2,chr1:31172173-31172673,0,5.88786081949855,0.618687,11.97706,0.0,0.0,49,9.36869,92.88857,5.588624954223633,0.0
chr1,EIF3I,chr1:31394571-31395186,0,5.917532291095055,2.66099,0.0,0.0,0.0,40,6.44571,165.70764,5.761082172393799,0.0
chr1,HDAC1,chr1:31394571-31395186,0,5.9528936213874495,2.66099,0.0,0.0,0.0,40,15.7481,74.2107,2.2422678470611572,0.0
chr1,KHDRBS1,chr1:31394571-31395186,0,5.791656970597785,2.66099,0.0,0.0,0.0,40,14.7696,145.40664,4.160455703735352,0.0
chr1,PTP4A2,chr1:31394571-31395186,0,5.740345317367523,2.66099,0.0,0.0,0.0,40,9.36869,92.88857,5.588624954223633,0.0
chr1,SNRNP40,chr1:31394571-31395186,0,4.991660153171813,2.66099,0.0,0.0,0.0,40,11.2626,179.49471,1.7063740491867065,0.0
chr1,ZCCHC17,chr1:31394571-31395186,0,4.990769383290282,2.66099,0.0,0.0,0.0,40,11.2626,179.49471,1.240186333656311,0.0
chr1,BSDC1,chr1:31826818-31827761,0,5.753921477552855,6.33839,17.97089,0.0,1.0,163,10.4735,105.00904,0.664367139339447,0.0
chr1,KHDRBS1,chr1:31826818-31827761,0,5.2707743005779975,6.33839,17.97089,0.0,1.0,163,14.7696,145.40664,4.160455703735352,0.0136315474
chr1,MARCKSL1,chr1:31826818-31827761,0,5.706794566321422,6.33839,17.97089,0.0,1.0,163,4.38447,223.57535,4.792842864990234,0.0
chr1,PTP4A2,chr1:31826818-31827761,0,5.070285436288531,6.33839,17.97089,0.0,1.0,163,9.36869,92.88857,5.588624954223633,0.0
chr1,RBBP4,chr1:31826818-31827761,0,5.915850254643246,6.33839,17.97089,0.0,1.0,163,16.5562,83.98749,2.724518060684204,0.0
chr1,SNRNP40,chr1:31826818-31827761,0,5.724692756036006,6.33839,17.97089,0.0,1.0,163,11.2626,179.49471,1.7063740491867065,0.0
chr1,YARS,chr1:31826818-31827761,0,5.9960140499416426,6.33839,17.97089,0.0,1.0,163,11.9097,66.69686,2.6350698471069336,0.0
chr1,ZCCHC17,chr1:31826818-31827761,0,5.724528178749052,6.33839,17.97089,0.0,1.0,163,11.2626,179.49471,1.240186333656311,0.0
chr1,EIF3I,chr1:31954553-31955764,0,5.42613861675684,1.18371,14.7989,0.0,1.0,109,6.44571,165.70764,5.761082172393799,0.0
chr1,KHDRBS1,chr1:31954553-31955764,0,4.768430892616528,1.18371,14.7989,0.0,1.0,109,14.7696,145.40664,4.160455703735352,0.0
