organism,locus_tag,gene,product,length_nt,length_aa,strand,rel_position,intergenic_prev,intergenic_next,same_strand_prev,same_strand_next,operon_prev,essential,gravy,pI,aromaticity,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y,family_n_organisms,n_paralogs_in_genome,ff_mean
beril_Dda3937,DDA3937_RS00120,hemN,oxygen-independent coproporphyrinogen III oxidase,1374,457,1,0.005418638752134606,181.0,74.0,1.0,0.0,0,0,-0.2582056892779,6.4898681640625,0.10722100656455143,0.0962800875273523,0.0175054704595186,0.06783369803063458,0.05470459518599562,0.05689277899343545,0.05470459518599562,0.0262582056892779,0.0525164113785558,0.0350109409190372,0.12472647702407003,0.02188183807439825,0.028446389496717725,0.03938730853391685,0.06783369803063458,0.08096280087527352,0.0437636761487965,0.03938730853391685,0.04157549234135667,0.006564551422319475,0.0437636761487965,41.0,0.0,0.024331797235023
beril_Dda3937,DDA3937_RS22930,,YshB family small membrane protein,123,40,-1,0.005712800972848096,74.0,146.0,0.0,1.0,0,1,1.025,5.126953125,0.075,0.2,0.025,0.0,0.05,0.075,0.05,0.05,0.1,0.0,0.075,0.025,0.025,0.0,0.025,0.0,0.175,0.05,0.075,0.0,0.0,3.0,0.0,1.0
beril_Dda3937,DDA3937_RS00125,glnG,nitrogen regulation protein NR(I),1413,470,-1,0.005767448512469593,146.0,8.0,1.0,1.0,0,0,-0.2368085106382983,6.014984130859375,0.0574468085106383,0.10425531914893617,0.00425531914893617,0.0574468085106383,0.06595744680851064,0.029787234042553193,0.06808510638297872,0.031914893617021274,0.05531914893617021,0.02553191489361702,0.12127659574468085,0.027659574468085105,0.02553191489361702,0.05531914893617021,0.06170212765957447,0.08085106382978724,0.036170212765957444,0.06382978723404255,0.0574468085106383,0.014893617021276596,0.01276595744680851,45.0,2.0,0.3117558602388323
beril_Dda3937,DDA3937_RS00130,glnL,nitrogen regulation protein NR(II),1050,349,-1,0.006056125664150442,8.0,204.0,1.0,1.0,1,0,-0.22378223495702032,5.423248291015625,0.045845272206303724,0.07449856733524356,0.0,0.0659025787965616,0.05157593123209169,0.022922636103151862,0.07449856733524356,0.034383954154727794,0.06017191977077364,0.02005730659025788,0.1489971346704871,0.02865329512893983,0.03724928366762178,0.05157593123209169,0.08022922636103152,0.0659025787965616,0.05730659025787966,0.05157593123209169,0.05157593123209169,0.0028653295128939827,0.02005730659025788,39.0,0.0,0.10302433198984921
beril_Dda3937,DDA3937_RS00135,glnA,glutamate--ammonia ligase,1410,469,-1,0.006310876648110881,204.0,377.0,1.0,0.0,0,0,-0.26162046908315595,4.9892730712890625,0.08955223880597014,0.09381663113006397,0.008528784648187633,0.07249466950959488,0.06823027718550106,0.0511727078891258,0.0767590618336887,0.03411513859275053,0.05543710021321962,0.04904051172707889,0.06823027718550106,0.03837953091684435,0.042643923240938165,0.057569296375266525,0.014925373134328358,0.046908315565031986,0.06183368869936034,0.053304904051172705,0.06823027718550106,0.0042643923240938165,0.03411513859275053,46.0,0.0,0.717734721418932
beril_Dda3937,DDA3937_RS00140,typA,ribosome-dependent GTPase TypA,1824,607,1,0.006673906957789753,377.0,222.0,0.0,1.0,0,0,-0.25617792421746316,5.0176849365234375,0.05601317957166392,0.057660626029654036,0.008237232289950576,0.07248764415156507,0.07248764415156507,0.032948929159802305,0.085667215815486,0.0214168039538715,0.06919275123558484,0.04118616144975288,0.09060955518945635,0.029654036243822075,0.047775947281713346,0.03789126853377265,0.039538714991762765,0.07084019769357495,0.047775947281713346,0.060955518945634266,0.09060955518945635,0.0032948929159802307,0.019769357495881382,45.0,0.0,0.445280849181778
beril_Dda3937,DDA3937_RS00145,yihX,glucose-1-phosphatase,612,203,1,0.007089553300040996,222.0,7.0,1.0,1.0,0,0,-0.11674876847290637,4.7005615234375,0.10344827586206896,0.07881773399014778,0.009852216748768473,0.06896551724137931,0.07881773399014778,0.06896551724137931,0.06403940886699508,0.034482758620689655,0.06896551724137931,0.014778325123152709,0.08866995073891626,0.009852216748768473,0.03940886699507389,0.024630541871921183,0.059113300492610835,0.07389162561576355,0.06896551724137931,0.019704433497536946,0.09359605911330049,0.014778325123152709,0.019704433497536946,25.0,0.0,0.0
beril_Dda3937,DDA3937_RS00150,dtd,D-aminoacyl-tRNA deacylase,438,145,1,0.0072153035863819145,7.0,33.0,1.0,1.0,1,0,-0.0124137931034482,4.641815185546875,0.06896551724137931,0.10344827586206896,0.013793103448275862,0.07586206896551724,0.04827586206896552,0.041379310344827586,0.10344827586206896,0.006896551724137931,0.041379310344827586,0.034482758620689655,0.09655172413793103,0.027586206896551724,0.027586206896551724,0.020689655172413793,0.06896551724137931,0.06206896551724138,0.05517241379310345,0.041379310344827586,0.10344827586206896,0.006896551724137931,0.020689655172413793,40.0,0.0,0.1003030303030303
beril_Dda3937,DDA3937_RS00155,fabY,fatty acid biosynthesis protein FabY,942,313,1,0.007310987568395763,33.0,63.0,1.0,0.0,1,0,-0.18626198083067128,7.53662109375,0.07987220447284345,0.08626198083067092,0.006389776357827476,0.051118210862619806,0.054313099041533544,0.03514376996805112,0.08626198083067092,0.03514376996805112,0.051118210862619806,0.03194888178913738,0.11501597444089456,0.03194888178913738,0.025559105431309903,0.051118210862619806,0.051118210862619806,0.07348242811501597,0.051118210862619806,0.054313099041533544,0.06389776357827476,0.01597444089456869,0.02875399361022364,5.0,0.0,0.0
beril_Dda3937,DDA3937_RS00160,,AsmA family protein,1743,580,-1,0.007515154026832957,63.0,155.0,0.0,1.0,0,0,-0.17603448275862107,6.05706787109375,0.07413793103448275,0.1,0.0,0.05862068965517241,0.029310344827586206,0.03620689655172414,0.0706896551724138,0.020689655172413793,0.029310344827586206,0.02413793103448276,0.1396551724137931,0.015517241379310345,0.05862068965517241,0.05,0.07586206896551724,0.05344827586206897,0.0603448275862069,0.07413793103448275,0.06551724137931035,0.03103448275862069,0.006896551724137931,5.0,0.0,0.0
beril_Dda3937,DDA3937_RS00165,,nucleobase:cation symporter-2 family protein,1389,462,-1,0.007900734064757131,155.0,181.0,1.0,1.0,0,0,0.8034632034632045,8.1219482421875,0.06493506493506493,0.1038961038961039,0.010822510822510822,0.015151515151515152,0.025974025974025976,0.04112554112554113,0.09307359307359307,0.012987012987012988,0.08441558441558442,0.015151515151515152,0.14935064935064934,0.04112554112554113,0.0367965367965368,0.05844155844155844,0.03896103896103896,0.030303030303030304,0.07575757575757576,0.05844155844155844,0.08441558441558442,0.008658008658008658,0.015151515151515152,39.0,1.0,0.0
beril_Dda3937,DDA3937_RS00170,recG,ATP-dependent DNA helicase RecG,2082,693,-1,0.008219680671469961,181.0,-1.0,1.0,1.0,0,0,-0.2082251082251088,7.2554931640625,0.044733044733044736,0.10678210678210678,0.007215007215007215,0.04184704184704185,0.06637806637806638,0.021645021645021644,0.06926406926406926,0.03751803751803752,0.04040404040404041,0.02886002886002886,0.1370851370851371,0.02886002886002886,0.023088023088023088,0.05194805194805195,0.07792207792207792,0.07792207792207792,0.03318903318903319,0.05916305916305916,0.06782106782106782,0.007215007215007215,0.015873015873015872,44.0,0.0,0.11332207524157986
beril_Dda3937,DDA3937_RS00175,trmH,tRNA (guanosine(18)-2'-O)-methyltransferase TrmH,693,230,-1,0.008642437288393147,-1.0,6.0,1.0,1.0,1,0,-0.24739130434782639,6.4189453125,0.05217391304347826,0.10434782608695652,0.013043478260869565,0.04782608695652174,0.05652173913043478,0.013043478260869565,0.05217391304347826,0.030434782608695653,0.04782608695652174,0.017391304347826087,0.08260869565217391,0.0391304347826087,0.030434782608695653,0.04782608695652174,0.08260869565217391,0.0782608695652174,0.04782608695652174,0.07391304347826087,0.09565217391304348,0.017391304347826087,0.021739130434782608,12.0,0.0,0.0
beril_Dda3937,DDA3937_RS00180,spoT,bifunctional GTP diphosphokinase/guanosine-3'%2C5'-bis pyrophosphate 3'-pyrophosphohydrolase,2103,700,-1,0.008784439631127076,6.0,24.0,1.0,1.0,1,1,-0.31342857142857106,9.02984619140625,0.06285714285714286,0.08714285714285715,0.011428571428571429,0.047142857142857146,0.07857142857142857,0.025714285714285714,0.05714285714285714,0.032857142857142856,0.07714285714285714,0.05714285714285714,0.09142857142857143,0.032857142857142856,0.032857142857142856,0.04,0.041428571428571426,0.08285714285714285,0.06142857142857143,0.03857142857142857,0.06714285714285714,0.005714285714285714,0.03142857142857143,46.0,1.0,0.45539682539682536
beril_Dda3937,DDA3937_RS00185,rpoZ,DNA-directed RNA polymerase subunit omega,276,91,-1,0.009216541180476242,24.0,54.0,1.0,1.0,1,0,-0.5142857142857143,4.660400390625,0.02197802197802198,0.12087912087912088,0.0,0.04395604395604396,0.14285714285714285,0.01098901098901099,0.06593406593406594,0.0,0.08791208791208792,0.03296703296703297,0.06593406593406594,0.01098901098901099,0.03296703296703297,0.02197802197802198,0.0989010989010989,0.10989010989010989,0.0,0.04395604395604396,0.0989010989010989,0.0,0.01098901098901099,39.0,0.0,0.6168804663133328
beril_Dda3937,DDA3937_RS00190,gmk,guanylate kinase,624,207,-1,0.00928358091309741,54.0,306.0,1.0,0.0,0,1,-0.3434782608695654,5.279052734375,0.08695652173913043,0.08695652173913043,0.0,0.07246376811594203,0.0821256038647343,0.03864734299516908,0.05314009661835749,0.024154589371980676,0.06763285024154589,0.033816425120772944,0.10144927536231885,0.028985507246376812,0.00966183574879227,0.033816425120772944,0.057971014492753624,0.09178743961352658,0.06280193236714976,0.043478260869565216,0.06280193236714976,0.004830917874396135,0.043478260869565216,46.0,0.0,1.0
beril_Dda3937,DDA3937_RS00195,ligB,NAD-dependent DNA ligase LigB,1683,560,1,0.009472511068666157,306.0,366.0,0.0,1.0,0,0,-0.3194642857142855,9.674774169921875,0.08571428571428572,0.10535714285714286,0.007142857142857143,0.048214285714285716,0.04642857142857143,0.025,0.07321428571428572,0.01607142857142857,0.02857142857142857,0.019642857142857142,0.1,0.0125,0.017857142857142856,0.05,0.09821428571428571,0.09107142857142857,0.05892857142857143,0.04642857142857143,0.09464285714285714,0.04107142857142857,0.019642857142857142,15.0,0.0,0.0
beril_Dda3937,DDA3937_RS00200,eptB,kdo(2)-lipid A phosphoethanolamine 7''-transferase,1683,560,1,0.009888766863032137,366.0,660.0,1.0,0.0,0,0,-0.09285714285714253,7.6109619140625,0.11964285714285715,0.07678571428571429,0.0125,0.05357142857142857,0.04642857142857143,0.055357142857142855,0.05714285714285714,0.017857142857142856,0.05,0.039285714285714285,0.11785714285714285,0.0375,0.04107142857142857,0.04285714285714286,0.05,0.0625,0.075,0.039285714285714285,0.060714285714285714,0.01607142857142857,0.048214285714285716,26.0,1.0,0.0
beril_Dda3937,DDA3937_RS00210,,tetratricopeptide repeat protein,627,208,-1,0.010364748964642432,660.0,101.0,0.0,1.0,0,0,-0.22403846153846155,7.3076171875,0.08653846153846154,0.14903846153846154,0.009615384615384616,0.052884615384615384,0.057692307692307696,0.02403846153846154,0.07211538461538461,0.019230769230769232,0.038461538461538464,0.0625,0.125,0.03365384615384615,0.03365384615384615,0.03365384615384615,0.052884615384615384,0.04807692307692308,0.052884615384615384,0.038461538461538464,0.03365384615384615,0.019230769230769232,0.04326923076923077,11.0,0.0,0.0
beril_Dda3937,DDA3937_RS00215,,SDR family oxidoreductase,795,264,-1,0.010512642677818828,101.0,4.0,1.0,1.0,0,1,-0.15757575757575756,9.38958740234375,0.056818181818181816,0.11742424242424243,0.015151515151515152,0.05303030303030303,0.04924242424242424,0.022727272727272728,0.06060606060606061,0.03409090909090909,0.056818181818181816,0.04924242424242424,0.14772727272727273,0.007575757575757576,0.05303030303030303,0.03787878787878788,0.041666666666666664,0.07575757575757576,0.04924242424242424,0.041666666666666664,0.05303030303030303,0.011363636363636364,0.022727272727272728,46.0,18.0,1.0
beril_Dda3937,DDA3937_RS00220,,iron-containing redox enzyme family protein,639,212,-1,0.01067496009104402,4.0,265.0,1.0,0.0,1,0,-0.11509433962264144,4.734100341796875,0.07547169811320754,0.12735849056603774,0.014150943396226415,0.06132075471698113,0.04716981132075472,0.018867924528301886,0.04716981132075472,0.04245283018867924,0.08962264150943396,0.014150943396226415,0.08490566037735849,0.04716981132075472,0.04245283018867924,0.03773584905660377,0.08962264150943396,0.03773584905660377,0.05188679245283019,0.04716981132075472,0.04245283018867924,0.009433962264150943,0.04716981132075472,11.0,0.0,0.0
beril_Dda3937,DDA3937_RS00225,,MFS transporter,1179,392,1,0.010858608328285039,265.0,42.0,0.0,1.0,0,0,1.0094387755102072,7.869873046875,0.09183673469387756,0.12244897959183673,0.01020408163265306,0.02040816326530612,0.015306122448979591,0.04846938775510204,0.11989795918367346,0.02040816326530612,0.03316326530612245,0.007653061224489796,0.19642857142857142,0.030612244897959183,0.017857142857142856,0.03571428571428571,0.025510204081632654,0.030612244897959183,0.07653061224489796,0.04336734693877551,0.10204081632653061,0.02040816326530612,0.02295918367346939,27.0,2.0,0.0
beril_Dda3937,DDA3937_RS00230,,LysR family transcriptional regulator,891,296,1,0.01110665533898336,42.0,168.0,1.0,1.0,1,1,0.03445945945945946,6.76416015625,0.06756756756756757,0.13851351351351351,0.010135135135135136,0.05067567567567568,0.05067567567567568,0.033783783783783786,0.08108108108108109,0.02364864864864865,0.04054054054054054,0.016891891891891893,0.11486486486486487,0.02702702702702703,0.010135135135135136,0.05067567567567568,0.0472972972972973,0.08108108108108109,0.060810810810810814,0.057432432432432436,0.07094594594594594,0.013513513513513514,0.02027027027027027,48.0,55.0,0.6037763644952348
beril_Dda3937,DDA3937_RS00235,,MFS transporter,1170,389,1,0.011321791935485838,168.0,118.0,1.0,0.0,0,0,0.9249357326478177,11.82489013671875,0.07712082262210797,0.16966580976863754,0.0,0.015424164524421594,0.007712082262210797,0.033419023136246784,0.12082262210796915,0.007712082262210797,0.04627249357326478,0.005141388174807198,0.16709511568123395,0.038560411311053984,0.007712082262210797,0.04627249357326478,0.028277634961439587,0.05141388174807198,0.07712082262210797,0.04884318766066838,0.08483290488431877,0.028277634961439587,0.015424164524421594,48.0,15.0,0.14594772515183294
beril_Dda3937,DDA3937_RS00240,,histidine-type phosphatase,1278,425,-1,0.011583450043413306,118.0,299.0,0.0,0.0,0,0,-0.3112941176470591,6.3924560546875,0.08,0.10588235294117647,0.01411764705882353,0.05176470588235294,0.04941176470588235,0.02823529411764706,0.08470588235294117,0.023529411764705882,0.02823529411764706,0.04,0.10823529411764705,0.02588235294117647,0.042352941176470586,0.06823529411764706,0.058823529411764705,0.05411764705882353,0.042352941176470586,0.0611764705882353,0.0611764705882353,0.023529411764705882,0.02823529411764706,9.0,0.0,0.0
beril_Dda3937,DDA3937_RS00245,,carbohydrate ABC transporter permease,909,302,1,0.011903818705060524,299.0,11.0,0.0,1.0,0,0,0.7241721854304647,9.182373046875,0.1390728476821192,0.08940397350993377,0.009933774834437087,0.033112582781456956,0.009933774834437087,0.07947019867549669,0.08609271523178808,0.006622516556291391,0.06622516556291391,0.006622516556291391,0.1456953642384106,0.029801324503311258,0.033112582781456956,0.04966887417218543,0.04304635761589404,0.04966887417218543,0.056291390728476824,0.059602649006622516,0.08609271523178808,0.029801324503311258,0.029801324503311258,3.0,0.0,0.0
beril_Dda3937,DDA3937_RS00250,,carbohydrate ABC transporter permease,888,295,1,0.012090717353580145,11.0,-1.0,1.0,1.0,1,0,0.7047457627118644,9.835418701171875,0.11864406779661017,0.0847457627118644,0.010169491525423728,0.020338983050847456,0.020338983050847456,0.061016949152542375,0.061016949152542375,0.02711864406779661,0.08135593220338982,0.02711864406779661,0.15593220338983052,0.04745762711864407,0.03389830508474576,0.05084745762711865,0.020338983050847456,0.04406779661016949,0.0847457627118644,0.04067796610169491,0.0711864406779661,0.020338983050847456,0.03728813559322034,3.0,0.0,0.0
