organism,locus_tag,product,essential,sd_score,sd_spacing,minus10_score,minus35_score,up_gc,up_at_run,down_gc,polyT_run,has_hairpin,intergenic_prev,first_in_operon
beril_Dda3937,DDA3937_RS00405,dihydrodipicolinate synthase family protein,0,0.6666666666666666,8,0.5,0.8333333333333334,0.6433333333333333,5,0.64,2,1,3.0,0
beril_Dda3937,DDA3937_RS00410,sialidase family protein,0,0.6666666666666666,8,0.5,0.6666666666666666,0.63,5,0.5433333333333333,2,1,16.0,0
beril_Dda3937,DDA3937_RS00415,MFS transporter,0,0.6666666666666666,6,0.8333333333333334,0.6666666666666666,0.5433333333333333,9,0.5233333333333333,3,1,113.0,1
beril_Dda3937,DDA3937_RS00420,LacI family DNA-binding transcriptional regulator,0,0.5,13,0.6666666666666666,0.6666666666666666,0.6,7,0.59,2,1,100.0,0
beril_Dda3937,DDA3937_RS00425,YceK/YidQ family lipoprotein,0,0.5,5,0.5,0.5,0.49333333333333335,6,0.6133333333333333,3,1,-7.0,1
beril_Dda3937,DDA3937_RS00430,small heat shock chaperone IbpA,0,1.0,6,0.6666666666666666,0.5,0.49333333333333335,6,0.5733333333333334,1,1,300.0,1
beril_Dda3937,DDA3937_RS00435,small heat shock chaperone IbpB,0,0.8333333333333334,10,0.5,0.5,0.5533333333333333,7,0.37,7,1,150.0,1
beril_Dda3937,DDA3937_RS00440,anion permease,0,0.5,9,0.8333333333333334,0.5,0.45,10,0.5166666666666667,5,0,674.0,1
beril_Dda3937,DDA3937_RS00445,sensor histidine kinase,0,0.6666666666666666,5,0.6666666666666666,0.6666666666666666,0.5666666666666667,6,0.5066666666666667,3,1,159.0,1
beril_Dda3937,DDA3937_RS00450,two-component system response regulator DcuR,0,0.6666666666666666,7,0.6666666666666666,0.6666666666666666,0.5266666666666666,7,0.5733333333333334,6,1,12.0,0
beril_Dda3937,DDA3937_RS00455,2-hydroxycarboxylate transporter family protein,0,0.6666666666666666,9,0.6666666666666666,0.6666666666666666,0.4166666666666667,12,0.53,5,1,105.0,1
beril_Dda3937,DDA3937_RS00460,dipeptide ABC transporter periplasmic-binding protein DppA,0,0.6666666666666666,7,0.6666666666666666,0.8333333333333334,0.48333333333333334,8,0.48333333333333334,3,0,-8.0,0
beril_Dda3937,DDA3937_RS00465,dipeptide ABC transporter permease DppB,0,0.5,13,0.8333333333333334,0.6666666666666666,0.49666666666666665,8,0.6266666666666667,2,1,228.0,1
beril_Dda3937,DDA3937_RS00470,dipeptide ABC transporter permease DppC,0,0.6666666666666666,10,0.6666666666666666,0.5,0.6166666666666667,6,0.6,2,1,12.0,0
beril_Dda3937,DDA3937_RS00475,dipeptide ABC transporter ATP-binding protein,1,0.6666666666666666,7,0.6666666666666666,0.6666666666666666,0.5933333333333334,6,0.62,2,1,28.0,0
beril_Dda3937,DDA3937_RS00480,dipeptide ABC transporter ATP-binding subunit DppF,0,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.6633333333333333,5,0.49666666666666665,2,1,8.0,0
beril_Dda3937,DDA3937_RS00495,helix-turn-helix domain-containing protein,0,0.8333333333333334,6,0.8333333333333334,0.6666666666666666,0.5466666666666666,8,0.54,2,0,116.0,1
beril_Dda3937,DDA3937_RS00500,aminotransferase-like domain-containing protein,0,0.5,9,0.5,0.6666666666666666,0.62,4,0.44333333333333336,5,1,97.0,0
beril_Dda3937,DDA3937_RS00505,VOC family protein,0,0.6666666666666666,5,0.5,0.6666666666666666,0.58,5,0.6333333333333333,3,1,119.0,1
beril_Dda3937,DDA3937_RS00510,helix-turn-helix transcriptional regulator,0,0.8333333333333334,11,0.8333333333333334,0.6666666666666666,0.5033333333333333,8,0.5733333333333334,1,1,121.0,1
beril_Dda3937,DDA3937_RS00515,EamA family transporter,0,0.8333333333333334,6,0.6666666666666666,0.8333333333333334,0.5466666666666666,6,0.42,2,1,163.0,1
beril_Dda3937,DDA3937_RS00520,cellulose biosynthesis protein BcsO,0,0.5,14,0.8333333333333334,0.6666666666666666,0.4033333333333333,9,0.57,3,0,462.0,1
beril_Dda3937,DDA3937_RS00525,cellulose biosynthesis protein BcsQ,0,0.6666666666666666,10,0.6666666666666666,0.6666666666666666,0.6233333333333333,6,0.4533333333333333,4,1,-10.0,0
beril_Dda3937,DDA3937_RS00530,UDP-forming cellulose synthase catalytic subunit,0,0.6666666666666666,7,0.6666666666666666,0.6666666666666666,0.52,9,0.7,4,0,108.0,1
beril_Dda3937,DDA3937_RS00535,cellulose biosynthesis cyclic di-GMP-binding regulatory protein BcsB,0,1.0,10,0.5,0.6666666666666666,0.6333333333333333,6,0.6366666666666667,2,0,-4.0,0
beril_Dda3937,DDA3937_RS00540,cellulose biosynthesis protein BcsC,0,0.5,10,0.6666666666666666,0.6666666666666666,0.63,11,0.59,2,1,11.0,0
beril_Dda3937,DDA3937_RS00545,cellulose biosynthesis protein BcsD,0,0.8333333333333334,9,0.6666666666666666,0.8333333333333334,0.56,6,0.5666666666666667,2,1,2.0,0
beril_Dda3937,DDA3937_RS00550,glycosyl hydrolase family 8,0,0.8333333333333334,4,0.5,0.6666666666666666,0.6133333333333333,8,0.4266666666666667,4,1,12.0,0
beril_Dda3937,DDA3937_RS00555,dicarboxylate/amino acid:cation symporter,0,0.8333333333333334,7,0.5,0.6666666666666666,0.43666666666666665,10,0.43333333333333335,2,0,400.0,1
beril_Dda3937,DDA3937_RS00560,M16 family metallopeptidase,0,0.8333333333333334,7,0.6666666666666666,0.8333333333333334,0.4533333333333333,7,0.4666666666666667,3,0,276.0,1
beril_Dda3937,DDA3937_RS00565,virulence RhuM family protein,0,0.5,13,0.6666666666666666,1.0,0.47333333333333333,6,0.51,3,1,-12.0,1
beril_Dda3937,DDA3937_RS00575,type II toxin-antitoxin system RelB/DinJ family antitoxin,1,0.5,13,0.8333333333333334,0.6666666666666666,0.36333333333333334,18,0.4533333333333333,5,1,68.0,0
beril_Dda3937,DDA3937_RS00580,2-dehydro-3-deoxygluconokinase,0,0.5,9,0.5,0.8333333333333334,0.49333333333333335,11,0.37333333333333335,1,1,312.0,1
beril_Dda3937,DDA3937_RS00585,2-hydroxymuconate tautomerase family protein,1,0.8333333333333334,4,0.6666666666666666,0.8333333333333334,0.6233333333333333,5,0.4666666666666667,2,0,183.0,1
beril_Dda3937,DDA3937_RS00590,inner membrane protein YhjD,0,0.8333333333333334,6,0.8333333333333334,0.6666666666666666,0.5666666666666667,8,0.54,2,0,45.0,0
beril_Dda3937,DDA3937_RS00595,MFS transporter,0,0.5,12,0.5,0.6666666666666666,0.5933333333333334,8,0.6066666666666667,2,1,205.0,1
beril_Dda3937,DDA3937_RS00600,DcrB family lipoprotein,0,0.6666666666666666,7,0.5,0.6666666666666666,0.49666666666666665,7,0.6433333333333333,2,1,55.0,1
beril_Dda3937,DDA3937_RS00605,7-cyano-7-deazaguanine/7-aminomethyl-7-deazaguanine transporter,0,0.6666666666666666,7,0.6666666666666666,0.8333333333333334,0.5066666666666667,8,0.51,4,1,185.0,1
beril_Dda3937,DDA3937_RS00610,sulfurtransferase TusA,1,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.5933333333333334,5,0.5833333333333334,1,1,609.0,1
beril_Dda3937,DDA3937_RS00615,lysoplasmalogenase,0,0.6666666666666666,4,0.6666666666666666,0.5,0.58,7,0.6033333333333334,3,1,82.0,1
beril_Dda3937,DDA3937_RS00620,DUF1820 family protein,0,0.8333333333333334,14,0.6666666666666666,0.6666666666666666,0.5733333333333334,7,0.5933333333333334,3,1,271.0,1
beril_Dda3937,DDA3937_RS00625,DUF1145 family protein,0,1.0,11,0.3333333333333333,0.6666666666666666,0.6166666666666667,8,0.5666666666666667,1,1,60.0,1
beril_Dda3937,DDA3937_RS00630,16S rRNA (guanine(966)-N(2))-methyltransferase,0,0.6666666666666666,2,0.6666666666666666,0.5,0.51,7,0.5733333333333334,5,1,-11.0,0
beril_Dda3937,DDA3937_RS00635,signal recognition particle-docking protein FtsY,1,0.8333333333333334,11,0.5,0.8333333333333334,0.51,7,0.5566666666666666,3,0,311.0,1
beril_Dda3937,DDA3937_RS00640,cell division ATP-binding protein FtsE,1,0.6666666666666666,10,0.6666666666666666,0.6666666666666666,0.56,8,0.5866666666666667,3,1,5.0,0
beril_Dda3937,DDA3937_RS00645,permease-like cell division protein FtsX,0,0.8333333333333334,5,0.5,0.6666666666666666,0.66,5,0.47333333333333333,4,1,-11.0,0
beril_Dda3937,DDA3937_RS00650,RNA polymerase sigma factor RpoH,1,0.6666666666666666,8,0.6666666666666666,0.5,0.4533333333333333,8,0.57,2,0,360.0,1
beril_Dda3937,DDA3937_RS00655,aspartate 1-decarboxylase autocleavage activator PanM,0,0.8333333333333334,8,0.8333333333333334,0.6666666666666666,0.34,10,0.55,2,1,118.0,1
beril_Dda3937,DDA3937_RS00660,branched-chain amino acid ABC transporter substrate-binding protein,0,0.6666666666666666,10,0.6666666666666666,0.8333333333333334,0.31666666666666665,10,0.5233333333333333,2,1,403.0,1
beril_Dda3937,DDA3937_RS00665,high-affinity branched-chain amino acid ABC transporter permease LivH,0,0.5,7,0.6666666666666666,0.5,0.61,5,0.6066666666666667,2,1,78.0,0
beril_Dda3937,DDA3937_RS00670,high-affinity branched-chain amino acid ABC transporter permease LivM,0,0.8333333333333334,7,0.5,0.5,0.6133333333333333,7,0.61,2,0,-4.0,0
beril_Dda3937,DDA3937_RS00675,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivG,0,0.8333333333333334,10,0.5,0.5,0.5933333333333334,4,0.59,3,0,-4.0,0
beril_Dda3937,DDA3937_RS00680,high-affinity branched-chain amino acid ABC transporter ATP-binding protein LivF,0,0.6666666666666666,14,0.6666666666666666,0.6666666666666666,0.58,6,0.5333333333333333,5,1,6.0,0
beril_Dda3937,DDA3937_RS00685,aminotransferase-like domain-containing protein,0,0.5,11,0.8333333333333334,0.6666666666666666,0.55,10,0.6,3,1,70.0,0
beril_Dda3937,DDA3937_RS00695,hypothetical protein,0,0.6666666666666666,4,0.5,0.6666666666666666,0.5533333333333333,10,0.6433333333333333,2,1,758.0,1
beril_Dda3937,DDA3937_RS00700,methyl-accepting chemotaxis protein,0,0.6666666666666666,6,0.8333333333333334,0.8333333333333334,0.39666666666666667,11,0.5566666666666666,1,0,98.0,1
beril_Dda3937,DDA3937_RS00705,methyl-accepting chemotaxis protein,0,0.6666666666666666,7,0.8333333333333334,0.6666666666666666,0.41333333333333333,12,0.3933333333333333,2,1,445.0,1
beril_Dda3937,DDA3937_RS00710,methyl-accepting chemotaxis protein,0,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.29,17,0.43,4,1,814.0,1
beril_Dda3937,DDA3937_RS00715,methyl-accepting chemotaxis protein,0,0.6666666666666666,12,0.6666666666666666,0.6666666666666666,0.3333333333333333,10,0.37333333333333335,3,1,466.0,1
beril_Dda3937,DDA3937_RS00720,sn-glycerol-3-phosphate ABC transporter substrate-binding protein UgpB,0,0.8333333333333334,4,0.6666666666666666,0.5,0.45666666666666667,20,0.5466666666666666,3,1,308.0,1
beril_Dda3937,DDA3937_RS00725,sn-glycerol-3-phosphate ABC transporter permease UgpA,0,0.5,9,0.6666666666666666,0.6666666666666666,0.57,5,0.5866666666666667,2,1,99.0,0
beril_Dda3937,DDA3937_RS00730,sn-glycerol-3-phosphate ABC transporter permease UgpE,0,0.5,12,0.6666666666666666,0.8333333333333334,0.5533333333333333,6,0.55,3,0,41.0,0
beril_Dda3937,DDA3937_RS00735,sn-glycerol-3-phosphate import ATP-binding protein UgpC,0,0.5,12,0.6666666666666666,0.6666666666666666,0.5533333333333333,5,0.67,2,1,6.0,0
beril_Dda3937,DDA3937_RS00740,glycerophosphodiester phosphodiesterase,1,0.6666666666666666,5,0.8333333333333334,0.6666666666666666,0.6466666666666666,8,0.5533333333333333,2,1,-4.0,0
beril_Dda3937,DDA3937_RS00745,AEC family transporter,0,0.8333333333333334,4,0.6666666666666666,0.8333333333333334,0.57,9,0.5566666666666666,2,0,205.0,1
beril_Dda3937,DDA3937_RS00750,DUF2756 domain-containing protein,0,0.8333333333333334,4,0.6666666666666666,0.6666666666666666,0.5633333333333334,8,0.63,3,1,73.0,1
beril_Dda3937,DDA3937_RS00755,tRNA (cytidine(34)-2'-O)-methyltransferase,0,0.3333333333333333,10,0.8333333333333334,0.5,0.5766666666666667,10,0.6266666666666667,1,0,169.0,1
beril_Dda3937,DDA3937_RS00765,DUF3142 domain-containing protein,0,0.6666666666666666,3,0.6666666666666666,0.5,0.58,6,0.6533333333333333,2,0,35.0,1
beril_Dda3937,DDA3937_RS00770,hypothetical protein,0,0.6666666666666666,5,0.5,0.6666666666666666,0.58,7,0.6366666666666667,2,1,-31.0,0
beril_Dda3937,DDA3937_RS00775,envelope stress sensor histidine kinase CpxA,0,0.5,14,0.6666666666666666,0.6666666666666666,0.5966666666666667,7,0.56,4,1,236.0,1
beril_Dda3937,DDA3937_RS00780,envelope stress response regulator transcription factor CpxR,1,0.8333333333333334,10,0.6666666666666666,0.5,0.47333333333333333,6,0.5966666666666667,2,1,16.0,0
beril_Dda3937,DDA3937_RS00785,cell-envelope stress modulator CpxP,0,0.8333333333333334,5,0.6666666666666666,0.5,0.44666666666666666,8,0.46,5,0,210.0,1
beril_Dda3937,DDA3937_RS00790,hypothetical protein,0,0.8333333333333334,6,0.5,0.6666666666666666,0.45,12,0.5,2,0,210.0,1
beril_Dda3937,DDA3937_RS00805,tail fiber assembly protein,0,0.6666666666666666,6,0.6666666666666666,0.6666666666666666,0.37,11,0.43666666666666665,6,1,8.0,0
beril_Dda3937,DDA3937_RS00810,phage tail-collar fiber domain-containing protein,0,0.6666666666666666,11,0.6666666666666666,0.6666666666666666,0.43666666666666665,14,0.6,1,1,251.0,1
beril_Dda3937,DDA3937_RS00815,tail fiber assembly protein,0,0.8333333333333334,8,0.5,0.6666666666666666,0.5333333333333333,8,0.4633333333333333,3,1,29.0,0
beril_Dda3937,DDA3937_RS00830,NUDIX hydrolase,0,0.5,9,0.6666666666666666,0.8333333333333334,0.57,6,0.51,2,1,-4.0,1
beril_Dda3937,DDA3937_RS00835,2TM domain-containing protein,0,0.8333333333333334,5,0.6666666666666666,0.6666666666666666,0.5733333333333334,6,0.5233333333333333,3,0,202.0,1
beril_Dda3937,DDA3937_RS00840,CDF family cation-efflux transporter FieF,0,0.6666666666666666,9,0.8333333333333334,0.6666666666666666,0.55,7,0.4633333333333333,3,0,129.0,1
beril_Dda3937,DDA3937_RS00845,6-phosphofructokinase,0,0.6666666666666666,5,0.6666666666666666,0.8333333333333334,0.48333333333333334,9,0.5933333333333334,2,1,246.0,1
