organism,locus_tag,gene,product,length_nt,length_aa,strand,rel_position,intergenic_prev,intergenic_next,same_strand_prev,same_strand_next,operon_prev,essential,function_class,gravy,pI,aromaticity,aa_A,aa_C,aa_D,aa_E,aa_F,aa_G,aa_H,aa_I,aa_K,aa_L,aa_M,aa_N,aa_P,aa_Q,aa_R,aa_S,aa_T,aa_V,aa_W,aa_Y
syn3a,JCVISYN3A_0011,rnsB; uptB,Nucleoside ABC transporter substrate-binding protein,1647,548,-1,0.027901658300895252,11.0,186.0,1.0,1.0,1,1,Metabolism,-0.4580291970802924,9.142852783203125,0.09124087591240876,0.07481751824817519,0.0018248175182481751,0.060218978102189784,0.06204379562043796,0.03467153284671533,0.072992700729927,0.014598540145985401,0.07116788321167883,0.11678832116788321,0.06751824817518248,0.020072992700729927,0.07116788321167883,0.012773722627737226,0.025547445255474453,0.016423357664233577,0.09306569343065693,0.06386861313868614,0.06386861313868614,0.01824817518248175,0.03832116788321168
syn3a,JCVISYN3A_0012,metRS,Methionine--tRNA ligase,1530,509,-1,0.031276814353527804,186.0,200.0,1.0,1.0,0,1,Metabolism,-0.36895874263261325,5.96990966796875,0.12180746561886051,0.03929273084479371,0.009823182711198428,0.05108055009823183,0.07662082514734773,0.05108055009823183,0.0412573673870334,0.019646365422396856,0.09037328094302555,0.09430255402750491,0.11198428290766209,0.0137524557956778,0.09037328094302555,0.0275049115913556,0.03929273084479371,0.021611001964636542,0.0550098231827112,0.05108055009823183,0.04518664047151277,0.0137524557956778,0.05697445972495088
syn3a,JCVISYN3A_0918,,Imidazoleglycerol-phosphate dehydratase,663,220,-1,0.03446231351940577,200.0,1037.0,1.0,0.0,0,0,Metabolism,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0913,tetM,Tetracycline resistance ribosomal protection protein,1920,639,1,0.03759257281535521,1037.0,433.0,0.0,0.0,0,0,Human Diseases,-0.22879499217527402,5.698822021484375,0.08763693270735524,0.0406885758998435,0.017214397496087636,0.04225352112676056,0.081377151799687,0.03129890453834116,0.057902973395931145,0.018779342723004695,0.08294209702660407,0.06416275430359937,0.107981220657277,0.02034428794992175,0.050078247261345854,0.04381846635367762,0.0406885758998435,0.04381846635367762,0.07198748043818466,0.06416275430359937,0.06416275430359937,0.006259780907668232,0.050078247261345854
syn3a,JCVISYN3A_0025,rpsR,30S ribosomal protein S18,228,75,-1,0.04192521994674876,433.0,19.0,0.0,1.0,0,1,Genetic Information Processing,-0.602666666666667,11.03875732421875,0.08,0.05333333333333334,0.0,0.04,0.02666666666666667,0.04,0.02666666666666667,0.0,0.12,0.17333333333333334,0.09333333333333334,0.02666666666666667,0.05333333333333334,0.05333333333333334,0.08,0.08,0.02666666666666667,0.02666666666666667,0.04,0.0,0.04
syn3a,JCVISYN3A_0026,priB,Single-stranded DNA-binding protein,441,146,-1,0.042380028209160245,19.0,11.0,1.0,1.0,1,1,Genetic Information Processing,-0.6383561643835616,4.5655517578125,0.0821917808219178,0.03424657534246575,0.00684931506849315,0.0684931506849315,0.0821917808219178,0.06164383561643835,0.03424657534246575,0.0,0.0410958904109589,0.0547945205479452,0.0684931506849315,0.02054794520547945,0.1095890410958904,0.03424657534246575,0.03424657534246575,0.06164383561643835,0.08904109589041095,0.08904109589041095,0.08904109589041095,0.00684931506849315,0.0136986301369863
syn3a,JCVISYN3A_0027,rpsF,30S ribosomal protein S6,414,137,-1,0.04321230891608327,11.0,391.0,1.0,0.0,1,1,Genetic Information Processing,-0.6277372262773723,7.615234375,0.08029197080291971,0.051094890510948905,0.0,0.058394160583941604,0.12408759124087591,0.0364963503649635,0.021897810218978103,0.014598540145985401,0.08029197080291971,0.145985401459854,0.08029197080291971,0.021897810218978103,0.058394160583941604,0.0072992700729927005,0.0364963503649635,0.0364963503649635,0.029197080291970802,0.06569343065693431,0.08759124087591241,0.0,0.043795620437956206
syn3a,JCVISYN3A_0029,,Uncharacterized FMN-dependent NADH-azoreductase,600,199,1,0.044694578759165215,391.0,36.0,0.0,0.0,0,1,Metabolism,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0030,,Uncharacterized ABC transporter ATP-binding protein,1035,344,-1,0.045865664001649833,36.0,260.0,0.0,1.0,0,1,Metabolism,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0033,,Uncharacterized protein,3159,1052,-1,0.04825018505356426,260.0,146.0,1.0,0.0,0,1,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0034,,Uncharacterized efflux ABC transporter permease,5388,1795,1,0.0543357773906895,146.0,165.0,0.0,0.0,0,0,Metabolism,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0039,ftsH,Membrane anchored AAA+ protease,1947,648,-1,0.06456067731445848,165.0,231.0,0.0,1.0,0,1,Cellular Processes,-0.22283950617283968,6.2027587890625,0.08024691358024691,0.08796296296296297,0.0,0.047839506172839504,0.08487654320987655,0.044753086419753084,0.08179012345679013,0.009259259259259259,0.08796296296296297,0.08487654320987655,0.08024691358024691,0.027777777777777776,0.05555555555555555,0.026234567901234566,0.024691358024691357,0.043209876543209874,0.06172839506172839,0.05709876543209876,0.05864197530864197,0.010802469135802469,0.024691358024691357
syn3a,JCVISYN3A_0040,tilS,tRNA lysidine(34) synthetase,1206,401,-1,0.068571091871269,231.0,2.0,1.0,1.0,0,1,Genetic Information Processing,-0.4054862842892774,9.95782470703125,0.10723192019950124,0.017456359102244388,0.007481296758104738,0.057356608478802994,0.029925187032418952,0.0399002493765586,0.007481296758104738,0.014962593516209476,0.10972568578553615,0.1172069825436409,0.12219451371571072,0.00997506234413965,0.14962593516209477,0.014962593516209476,0.034912718204488775,0.032418952618453865,0.059850374064837904,0.04738154613466334,0.059850374064837904,0.004987531172069825,0.06234413965087282
syn3a,JCVISYN3A_0042,,Uncharacterized transcriptional regulator,828,275,-1,0.07079541730039073,2.0,51.0,1.0,1.0,1,0,Genetic Information Processing,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0043,yabD,Uncharacterized methyltransferase,723,240,-1,0.07241394548929636,51.0,-1.0,1.0,1.0,0,0,Unclear,-0.34041666666666676,8.99481201171875,0.08333333333333333,0.041666666666666664,0.016666666666666666,0.058333333333333334,0.07083333333333333,0.04583333333333333,0.0375,0.025,0.10416666666666667,0.11666666666666667,0.125,0.020833333333333332,0.09166666666666666,0.025,0.029166666666666667,0.03333333333333333,0.041666666666666664,0.041666666666666664,0.0375,0.0,0.0375
syn3a,JCVISYN3A_0044,holA,DNA polymerase III subunit delta,741,246,-1,0.07374338502557606,-1.0,-23.0,1.0,1.0,1,1,Genetic Information Processing,-0.21422764227642302,5.400390625,0.08130081300813008,0.036585365853658534,0.012195121951219513,0.06504065040650407,0.056910569105691054,0.04065040650406504,0.008130081300813009,0.0040650406504065045,0.14227642276422764,0.09349593495934959,0.12601626016260162,0.02032520325203252,0.13821138211382114,0.012195121951219513,0.04878048780487805,0.02032520325203252,0.04878048780487805,0.056910569105691054,0.028455284552845527,0.008130081300813009,0.032520325203252036
syn3a,JCVISYN3A_0045,tmk,dTMP kinase,642,213,-1,0.0750654592458653,-23.0,2.0,1.0,1.0,1,1,Metabolism,-0.4821596244131455,8.96875,0.06572769953051644,0.056338028169014086,0.004694835680751174,0.06572769953051644,0.08450704225352113,0.03755868544600939,0.04225352112676056,0.004694835680751174,0.09859154929577464,0.107981220657277,0.0892018779342723,0.018779342723004695,0.06572769953051644,0.018779342723004695,0.06103286384976526,0.051643192488262914,0.06103286384976526,0.03755868544600939,0.06572769953051644,0.004694835680751174,0.023474178403755867
syn3a,JCVISYN3A_0046,recR,Recombination protein,591,196,-1,0.07625127512033085,2.0,1.0,1.0,1.0,1,0,Genetic Information Processing,-0.2561224489795918,8.0928955078125,0.0663265306122449,0.03571428571428571,0.025510204081632654,0.05612244897959184,0.0663265306122449,0.030612244897959183,0.04081632653061224,0.00510204081632653,0.11734693877551021,0.10204081632653061,0.1377551020408163,0.015306122448979591,0.10714285714285714,0.00510204081632653,0.030612244897959183,0.030612244897959183,0.061224489795918366,0.07653061224489796,0.02040816326530612,0.0,0.03571428571428571
syn3a,JCVISYN3A_0047,dnaX,DNA polymerase III subunit gamma and tau,2007,668,-1,0.07734134188692031,1.0,168.0,1.0,1.0,1,1,Genetic Information Processing,-0.31991017964071844,4.599678039550781,0.0748502994011976,0.04640718562874251,0.008982035928143712,0.07035928143712575,0.07035928143712575,0.04341317365269461,0.01347305389221557,0.010479041916167664,0.11976047904191617,0.08832335329341318,0.11826347305389222,0.014970059880239521,0.1122754491017964,0.025449101796407185,0.0658682634730539,0.01347305389221557,0.05089820359281437,0.058383233532934134,0.0374251497005988,0.004491017964071856,0.02694610778443114
syn3a,JCVISYN3A_0054,ahpC,Uncharacterized peroxiredoxin,450,149,-1,0.08339931428908129,281.0,531.0,1.0,0.0,0,0,Metabolism,-0.4261744966442955,4.4460296630859375,0.10067114093959731,0.006711409395973154,0.020134228187919462,0.08053691275167785,0.09395973154362416,0.06711409395973154,0.026845637583892617,0.026845637583892617,0.03355704697986577,0.087248322147651,0.1610738255033557,0.006711409395973154,0.10067114093959731,0.020134228187919462,0.053691275167785234,0.013422818791946308,0.053691275167785234,0.03355704697986577,0.08053691275167785,0.0,0.03355704697986577
syn3a,JCVISYN3A_0060,,Uncharacterized protein,825,274,1,0.08520565803574388,531.0,82.0,0.0,1.0,0,0,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0061,serRS,Serine--tRNA ligase,1269,422,1,0.08687574343658279,82.0,109.0,1.0,1.0,0,1,Metabolism,-0.4720379146919429,6.9034423828125,0.08293838862559241,0.04265402843601896,0.011848341232227487,0.06398104265402843,0.08530805687203792,0.037914691943127965,0.045023696682464455,0.023696682464454975,0.07345971563981042,0.10426540284360189,0.11848341232227488,0.016587677725118485,0.05924170616113744,0.03317535545023697,0.04028436018957346,0.04265402843601896,0.05687203791469194,0.04028436018957346,0.05924170616113744,0.0071090047393364926,0.037914691943127965
syn3a,JCVISYN3A_0063,dusB,Uncharacterized tRNA dihydrouridine synthase,975,324,1,0.08941309479529945,109.0,2.0,1.0,1.0,0,0,Genetic Information Processing,-0.30462962962962997,7.85107421875,0.05864197530864197,0.08024691358024691,0.012345679012345678,0.06172839506172839,0.07716049382716049,0.021604938271604937,0.04938271604938271,0.027777777777777776,0.08950617283950617,0.11728395061728394,0.07098765432098765,0.027777777777777776,0.05864197530864197,0.027777777777777776,0.033950617283950615,0.024691358024691357,0.043209876543209874,0.04938271604938271,0.08950617283950617,0.018518518518518517,0.018518518518518517
syn3a,JCVISYN3A_0064,lysRS,Lysine--tRNA ligase,1503,500,1,0.09121207322597158,2.0,89.0,1.0,0.0,1,1,Metabolism,-0.45059999999999945,5.546722412109375,0.094,0.046,0.004,0.07,0.092,0.052,0.05,0.028,0.078,0.076,0.094,0.028,0.054,0.034,0.034,0.06,0.048,0.044,0.066,0.004,0.038
syn3a,JCVISYN3A_0065,trxA,Thioredoxin,309,102,-1,0.09414346899017835,89.0,10.0,0.0,1.0,0,1,Metabolism,-0.10686274509803924,6.092529296875,0.0784313725490196,0.058823529411764705,0.0196078431372549,0.08823529411764706,0.058823529411764705,0.06862745098039216,0.058823529411764705,0.0196078431372549,0.09803921568627451,0.11764705882352941,0.0784313725490196,0.029411764705882353,0.049019607843137254,0.0392156862745098,0.0392156862745098,0.0196078431372549,0.0196078431372549,0.049019607843137254,0.0784313725490196,0.00980392156862745,0.0
syn3a,JCVISYN3A_0066,,Low specificity hydrolase,843,280,-1,0.09473085294041828,10.0,120.0,1.0,1.0,1,0,Metabolism,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0076,asnRS,Asparagine--tRNA ligase,1365,454,-1,0.10708432918543288,469.0,8.0,1.0,1.0,0,1,Metabolism,-0.41277533039647607,6.03955078125,0.1145374449339207,0.07488986784140969,0.006607929515418502,0.05286343612334802,0.09251101321585903,0.06607929515418502,0.05066079295154185,0.024229074889867842,0.07929515418502203,0.08149779735682819,0.07709251101321586,0.013215859030837005,0.05726872246696035,0.024229074889867842,0.046255506607929514,0.05066079295154185,0.03524229074889868,0.05726872246696035,0.06167400881057269,0.004405286343612335,0.04405286343612335
syn3a,JCVISYN3A_0077,,Uncharacterized hydrolase,840,279,-1,0.10961247389916146,8.0,35.0,1.0,1.0,1,0,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0079,tsaD,tRNA (adenosine(37)-N6)-threonylcarbamoyltransferase complex transferase subunit D,957,318,-1,0.11122363677207661,35.0,94.0,1.0,1.0,1,1,Genetic Information Processing,0.04465408805031438,6.3446044921875,0.07861635220125786,0.08176100628930817,0.012578616352201259,0.05345911949685535,0.05660377358490566,0.03459119496855346,0.059748427672955975,0.018867924528301886,0.11635220125786164,0.0880503144654088,0.10377358490566038,0.012578616352201259,0.07232704402515723,0.02830188679245283,0.02830188679245283,0.015723270440251572,0.07232704402515723,0.040880503144654086,0.059748427672955975,0.0031446540880503146,0.040880503144654086
syn3a,JCVISYN3A_0080,,Uncharacterized protein,222,73,-1,0.11315887354857242,94.0,199.0,1.0,0.0,0,0,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0081,mnmE; trmE,tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase,1359,452,1,0.11393407305656932,199.0,50.0,0.0,0.0,0,0,Genetic Information Processing,-0.005973451327433562,4.5477142333984375,0.048672566371681415,0.05309734513274336,0.00663716814159292,0.06637168141592921,0.07743362831858407,0.028761061946902654,0.05088495575221239,0.00663716814159292,0.13274336283185842,0.07743362831858407,0.12168141592920353,0.015486725663716814,0.10398230088495575,0.011061946902654867,0.033185840707964605,0.02654867256637168,0.061946902654867256,0.03982300884955752,0.06637168141592921,0.0022123893805309734,0.017699115044247787
syn3a,JCVISYN3A_0082,rpsT,30S ribosomal protein S20,246,81,-1,0.11652850561421212,50.0,133.0,0.0,1.0,0,0,Genetic Information Processing,-0.7654320987654321,10.72216796875,0.024691358024691357,0.14814814814814814,0.0,0.04938271604938271,0.06172839506172839,0.024691358024691357,0.024691358024691357,0.012345679012345678,0.04938271604938271,0.19753086419753085,0.08641975308641975,0.024691358024691357,0.09876543209876543,0.0,0.012345679012345678,0.04938271604938271,0.08641975308641975,0.024691358024691357,0.04938271604938271,0.0,0.0
syn3a,JCVISYN3A_0094,,Uncharacterized protein,717,238,-1,0.11722636930430907,133.0,114.0,1.0,1.0,0,0,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0095,secA,Preprotein translocase subunit A,2835,944,-1,0.11875651370132907,114.0,164.0,1.0,0.0,0,1,Genetic Information Processing,-0.46663135593220234,5.317291259765625,0.0646186440677966,0.07097457627118645,0.001059322033898305,0.07627118644067797,0.08792372881355932,0.03389830508474576,0.05402542372881356,0.012711864406779662,0.09216101694915255,0.09110169491525423,0.09851694915254237,0.026483050847457626,0.05826271186440678,0.01694915254237288,0.04978813559322034,0.05402542372881356,0.03919491525423729,0.05402542372881356,0.05190677966101695,0.001059322033898305,0.029661016949152543
syn3a,JCVISYN3A_0097,yycJ,Uncharacterized 5'-3' exonuclease,912,303,1,0.12427865936518341,164.0,403.0,0.0,0.0,0,0,Genetic Information Processing,-0.43036303630363076,9.781532287597656,0.09900990099009901,0.039603960396039604,0.013201320132013201,0.056105610561056105,0.052805280528052806,0.0297029702970297,0.036303630363036306,0.0165016501650165,0.132013201320132,0.1254125412541254,0.0858085808580858,0.006600660066006601,0.0858085808580858,0.0297029702970297,0.039603960396039604,0.039603960396039604,0.039603960396039604,0.052805280528052806,0.04950495049504951,0.006600660066006601,0.0627062706270627
syn3a,JCVISYN3A_0105,xseB,Exodeoxyribonuclease VII small subunit,216,71,-1,0.1267000069970502,403.0,-11.0,0.0,1.0,0,0,Genetic Information Processing,-1.0112676056338028,4.492919921875,0.07042253521126761,0.028169014084507043,0.0,0.07042253521126761,0.16901408450704225,0.028169014084507043,0.014084507042253521,0.0,0.09859154929577464,0.16901408450704225,0.07042253521126761,0.04225352112676056,0.04225352112676056,0.0,0.07042253521126761,0.0,0.09859154929577464,0.028169014084507043,0.028169014084507043,0.0,0.04225352112676056
syn3a,JCVISYN3A_0106,xseA,Exodeoxyribonuclease VII large subunit,1410,469,-1,0.12707747944156175,-11.0,1.0,1.0,1.0,1,0,Genetic Information Processing,-0.4317697228144991,9.32421875,0.09808102345415778,0.042643923240938165,0.0042643923240938165,0.0511727078891258,0.06609808102345416,0.03837953091684435,0.04051172707889126,0.017057569296375266,0.11087420042643924,0.11513859275053305,0.10660980810234541,0.008528784648187633,0.08742004264392324,0.023454157782515993,0.06183368869936034,0.021321961620469083,0.053304904051172705,0.046908315565031986,0.04477611940298507,0.010660980810234541,0.04904051172707889
syn3a,JCVISYN3A_0107,nusB,Transcription antitermination factor,399,132,-1,0.12967559465719977,1.0,11.0,1.0,1.0,1,0,Genetic Information Processing,-0.19318181818181812,8.92431640625,0.10606060606060606,0.03787878787878788,0.0,0.07575757575757576,0.05303030303030303,0.03787878787878788,0.007575757575757576,0.015151515151515152,0.13636363636363635,0.11363636363636363,0.08333333333333333,0.015151515151515152,0.07575757575757576,0.030303030303030304,0.045454545454545456,0.022727272727272728,0.045454545454545456,0.05303030303030303,0.08333333333333333,0.015151515151515152,0.05303030303030303
syn3a,JCVISYN3A_0108,,Uncharacterized lipoprotein,1113,370,-1,0.13043053954622288,11.0,25.0,1.0,1.0,1,0,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0109,,Deoxyribonuclease IV,870,289,-1,0.13252597194551138,25.0,245.0,1.0,0.0,1,0,Genetic Information Processing,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0113,bcsA,Glycolipid synthase A,1350,449,1,0.1345790537778547,245.0,73.0,0.0,0.0,0,1,Metabolism,0.035857461024498674,9.604598999023438,0.16258351893095768,0.044543429844097995,0.017817371937639197,0.0467706013363029,0.026726057906458798,0.0801781737193764,0.035634743875278395,0.013363028953229399,0.1091314031180401,0.0801781737193764,0.08685968819599109,0.022271714922048998,0.08463251670378619,0.0200445434298441,0.028953229398663696,0.0334075723830735,0.062360801781737196,0.07126948775055679,0.053452115812917596,0.031180400890868598,0.051224944320712694
syn3a,JCVISYN3A_0114,bcsB; cps,Glycolipid synthase B,921,306,-1,0.13719926494146414,73.0,447.0,0.0,1.0,0,1,Metabolism,-0.22026143790849717,9.97833251953125,0.12091503267973856,0.0392156862745098,0.013071895424836602,0.06209150326797386,0.02287581699346405,0.0457516339869281,0.02287581699346405,0.016339869281045753,0.10784313725490197,0.12418300653594772,0.10784313725490197,0.016339869281045753,0.09477124183006536,0.029411764705882353,0.02287581699346405,0.029411764705882353,0.06862745098039216,0.0457516339869281,0.05555555555555555,0.0196078431372549,0.05555555555555555
syn3a,JCVISYN3A_0115,galU; gtaB,UTP--glucose-1-phosphate uridylyltransferase,873,290,-1,0.13971820301020466,447.0,184.0,1.0,1.0,0,1,Metabolism,-0.28413793103448276,4.864837646484375,0.08620689655172414,0.04827586206896552,0.02413793103448276,0.07931034482758621,0.08620689655172414,0.041379310344827586,0.05172413793103448,0.010344827586206896,0.11379310344827587,0.10689655172413794,0.09310344827586207,0.017241379310344827,0.05517241379310345,0.03103448275862069,0.02413793103448276,0.027586206896551724,0.04482758620689655,0.05517241379310345,0.04482758620689655,0.0,0.04482758620689655
syn3a,JCVISYN3A_0116,,Uncharacterized protein,441,146,-1,0.14166448776068616,184.0,69.0,1.0,0.0,0,0,Unclear,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
syn3a,JCVISYN3A_0117,plsY,Acyl-phosphate glycerol 3-phosphate acyltransferase,762,253,1,0.14260356554947098,69.0,195.0,0.0,1.0,0,1,Metabolism,0.7810276679841897,10.17144775390625,0.1541501976284585,0.05928853754940711,0.011857707509881422,0.015810276679841896,0.015810276679841896,0.07114624505928854,0.07509881422924901,0.015810276679841896,0.14624505928853754,0.06324110671936758,0.11462450592885376,0.015810276679841896,0.04743083003952569,0.03162055335968379,0.007905138339920948,0.02766798418972332,0.09090909090909091,0.03162055335968379,0.07509881422924901,0.039525691699604744,0.043478260869565216
